% Device,CC1320002
% File name,CC1320002_20221214_153758
% Cast time (UTC),2022-12-14 15:37:58
% Cast time (local),2022-12-14 10:37:58
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,34.2647466
% Start longitude,-77.944324
% Start altitude,-27.510000228881836
% Start GPS horizontal error(Meter),1.1000000238418579
% Start GPS vertical error(Meter),1.690000057220459
% Start GPS number of satellites,10
% End latitude,34.2646868
% End longitude,-77.9443051
% End altitude,-30.889999389648438
% End GPS horizontal error(Meter),2
% End GPS vertical error(Meter),3.1700000762939453
% End GPS number of satellites,10
% Cast duration (Seconds),18.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-05-22
% Temperature calibration date,2013-05-22
% Pressure calibration date,2013-05-22
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15163574316089734,13.369895840828793,17360.40234375,22622.425684665362,13.481250779696159,1476.124705000954,1009.727666120985
0.44999999999999996,0.45491568282460437,13.379749826490162,17358.819227172193,22614.554948441753,13.476394096464777,1476.1585160745003,1009.7237243489317
0.74999999999999989,0.75819310457480549,13.379078176251998,17361.712443174354,22618.719974776966,13.479019604646474,1476.1641308944004,1009.7272340482504
1.05,1.061469892869072,13.377065892956075,17359.992535628546,22617.66517540739,13.478221134028972,1476.1610152328137,1009.7283267580272
1.35,1.3647466188865496,13.386258288862834,17363.58784435433,22616.931967802786,13.477970519553882,1476.1979052747674,1009.7280331222183
1.65,1.668023109963156,13.386308081368689,17365.00967144961,22618.754628135168,13.479099653062585,1476.2042976562323,1009.7302755670589
1.9500000000000002,1.9712996119245543,13.390226067144933,17362.576865433351,22613.2777065001,13.475614436417436,1476.2188590013925,1009.7283450289015
2.25,2.2745762311432074,13.397202212751697,17367.515563474812,22615.600307601406,13.477277080230754,1476.2502027746302,1009.7298791617043
2.55,2.5778519723315059,13.387054027364837,17365.934323402365,22619.519475267334,13.479456638671973,1476.2220123099985,1009.7345760562646
2.85,2.8811296000542543,13.394212137441166,17342.633665314912,22584.958382832356,13.457219230578799,1476.2259367956654,1009.7177016526885
3.15,3.1844069492162528,13.385163588488888,17363.995865971327,22618.108459981289,13.47837725016411,1476.2238881491869,1009.7368153457255
3.4499999999999997,3.4876819201651919,13.389794841732339,17360.55425567316,22610.897410685102,13.473789774954547,1476.2396612098671,1009.7339219292517
3.75,3.7909567098431878,13.383707608254921,17361.34871845632,22615.518145936654,13.476546666833549,1476.2264077600057,1009.7384067962162
3.995173669630482,4.0388070076008269,13.379528999328613,17346.48828125,22598.620584366014,13.465424551404995,1476.2026657491906,1009.7316574666144
