% Device,CC1320002
% File name,CC1320002_20230929_180756
% Cast time (UTC),2023-09-29 18:07:56
% Cast time (local),2023-09-29 14:07:56
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,34.0794162
% Start longitude,-77.8825011
% Start altitude,-35.400001525878906
% Start GPS horizontal error(Meter),1.4800000190734863
% Start GPS vertical error(Meter),2.4000000953674316
% Start GPS number of satellites,9
% End latitude,34.0790381
% End longitude,-77.8819575
% End altitude,-35.470001220703125
% End GPS horizontal error(Meter),1.690000057220459
% End GPS vertical error(Meter),2.7400000095367432
% End GPS number of satellites,9
% Cast duration (Seconds),130.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-05-22
% Temperature calibration date,2013-05-22
% Pressure calibration date,2013-05-22
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15050361680589147,23.97056478141651,40732.44140625,41588.698831698246,26.639559666047685,1522.8435927448918,1017.3367065374001
0.44999999999999996,0.45151808654682313,23.941486528065674,40725.922433230713,41606.748509647623,26.652054090309282,1522.7880316593255,1017.3557056919442
0.74999999999999989,0.75250452752308206,23.918151281020027,40962.2137877378,41868.113077722657,26.83795339587628,1522.9343605675972,1017.5038050778084
1.05,1.05347099520676,23.920646941967931,40940.190621852991,41843.468127494561,26.820335916041323,1522.9267231833655,1017.4911230769729
1.35,1.354413832756779,23.940282171497763,41278.933182991561,42172.757646084763,27.055285206313425,1523.2355441153134,1017.663995128643
1.65,1.6553043058523436,23.942498408028648,41609.982145455971,42509.049904397783,27.295344851178548,1523.5055175615789,1017.8456924447411
1.9500000000000002,1.9561494643819144,23.950101097365607,41845.550170048846,42743.068177545487,27.462608732214751,1523.7105639619147,1017.9709703903545
2.25,2.2569823247207346,23.9463213961958,41762.482434032921,42661.512901027512,27.404183658683056,1523.6428731639828,1017.9292980780806
2.55,2.5577984769464206,23.956167987784923,42055.215407224387,42951.9069157104,27.6119010552681,1523.8973178772374,1018.0844478578825
2.85,2.858599898285465,23.948712293663263,41942.879759393865,42843.7008799756,27.534328353667409,1523.7996048973403,1018.0293830270541
3.15,3.1593793695781875,23.949137654832697,42311.237388566231,43219.594272452814,27.803313523650449,1524.0963209459856,1018.233444001579
3.4499999999999997,3.4600871354938656,23.975137236921327,42855.114690795555,43751.908732261785,28.185165492240326,1524.5798815203523,1018.5153460265486
3.75,3.7607184823246729,24.004536568340054,43320.65271472303,44200.655437593545,28.50771728516219,1525.0078529137256,1018.7515511345783
4.05,4.06128869852499,24.020094738878282,43662.511904842439,44535.319788165674,28.748520345618335,1525.3123922323136,1018.93006515933
4.35,4.3618052227336648,24.017690886599123,43992.379579764412,44873.982009413077,28.992290283992752,1525.5747542192978,1019.1160035185449
4.6499999999999995,4.6622485408086343,24.020911184588144,44554.920609854576,45444.810727898461,29.403977093573356,1526.032837332639,1019.4270739115761
4.9499999999999993,4.9623487777624451,24.067396702260272,48233.068517786945,49149.814091894856,32.097101114278416,1529.0673995356635,1021.44885025104
5.2499999999999991,5.2620533901940156,24.101551506866702,49470.548661185552,50375.748976350827,32.996142241821943,1530.1308709247362,1022.1197279154767
5.55,5.5616012986613912,24.114214422849752,50191.164534735086,51096.37314221634,33.526254893617896,1530.7414817928013,1022.5181571984645
5.85,5.8610918912516814,24.117213043106883,50181.533602587893,51083.449664119711,33.516690011304981,1530.7435969496437,1022.5113375068327
6.0031318693849531,6.0139523761192466,24.123781204223633,50471.02734375,51371.2769116097,33.728796253080468,1530.9922153598538,1022.6704798051597
