% Device,CC1320002
% File name,CC1320002_20230908_183424
% Cast time (UTC),2023-09-08 18:34:24
% Cast time (local),2023-09-08 14:34:24
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,34.1572353
% Start longitude,-77.8059276
% Start altitude,-30.6200008392334
% Start GPS horizontal error(Meter),6.6399998664855957
% Start GPS vertical error(Meter),12.010000228881836
% Start GPS number of satellites,6
% End latitude,34.157622
% End longitude,-77.804895
% End altitude,54.979999542236328
% End GPS horizontal error(Meter),37.319999694824219
% End GPS vertical error(Meter),50.2599983215332
% End GPS number of satellites,4
% Cast duration (Seconds),145
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-05-22
% Temperature calibration date,2013-05-22
% Pressure calibration date,2013-05-22
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14984313634971144,28.613037109374996,56147.9609375,52364.092732662721,34.493957411796188,1542.1395200013594,1021.8156502978654
0.44999999999999996,0.44953831886685791,28.618145628653576,56150.79418114118,52361.745751175469,34.492122031984515,1542.1537345199274,1021.8138675305299
0.74999999999999989,0.7492293190289856,28.612957860263528,56160.668462990026,52376.021305676542,34.502633437362171,1542.1585858063386,1021.8247632069429
1.05,1.0489188395221729,28.61506819080768,56161.077174192906,52374.340898275441,34.501296945101814,1542.1668206627764,1021.82434661088
1.35,1.3486080919660404,28.615137064574586,56163.913578265383,52376.918770739147,34.503122563197721,1542.173949211367,1021.8269801239752
1.65,1.648297866595555,28.617891177014382,56155.036799127207,52365.950587031366,34.494894883842626,1542.1763402165698,1021.8211747618536
1.9500000000000002,1.9479870162339226,28.606709352684781,56153.9596034326,52375.868880506328,34.502182400154396,1542.16479925116,1021.8316311344638
2.25,2.2476731956389155,28.597859830451867,56156.294139236234,52386.694465858862,34.51013948187618,1542.1590167210593,1021.8418186801321
2.55,2.5473535897808248,28.571180271906954,56166.003180722808,52421.84593996765,34.536168793174532,1542.1335056611983,1021.871473115812
2.85,2.8470119939821652,28.481977259926662,56245.083425080222,52583.212426613027,34.655943903690641,1542.0705207651106,1021.9921886422093
3.15,3.1466318224432124,28.38126001445529,56346.466504063887,52777.385255430127,34.800125480243956,1542.0077302600539,1022.1350098009805
3.4499999999999997,3.446201071525858,28.266271743991833,56537.159585457361,53070.317983944944,35.017778930835689,1541.9906556616736,1022.3377183590366
3.75,3.7457283099158714,28.20141862416769,56586.113429189994,53181.019315417972,35.100013511566971,1541.9403054616412,1022.4221327632668
4.05,4.0452358570414537,28.134747844266347,56567.119962937053,53229.8752303584,35.136247129654457,1541.8372540884793,1022.4725388108753
4.35,4.3447268671719268,28.073390616129142,56580.7175470306,53304.223538561309,35.19143985849918,1541.7656378732925,1022.5354354756681
4.6499999999999995,4.6442004297925292,28.013779029356588,56585.253877023257,53368.440161272927,35.239091443995996,1541.6897095138668,1022.5920709326124
4.9499999999999993,4.9436602424794618,27.985994420402381,56607.412270916924,53417.334986469657,35.275366881258527,1541.6718014743092,1022.6297274088967
5.2499999999999991,5.24310030396411,27.920916821086529,56680.03389571287,53551.636385415484,35.375189323185474,1541.6386237870477,1022.7273677917625
5.55,5.5425077473975488,27.815626630513531,56737.140011555952,53712.455603789822,35.494726438631858,1541.5370737337685,1022.8529448445096
5.85,5.8418837010546554,27.736369454362141,56770.590939019661,53824.894969446766,35.578271993310572,1541.4547136764943,1022.9429169648565
6.1499999999999995,6.141239815649838,27.679612344269664,56759.086205173939,53871.96647750961,35.613143124507104,1541.3705641714541,1022.98891109688
6.4499999999999993,6.4405854162197071,27.636262336259673,56733.068050729031,53891.619135395158,35.627599620834118,1541.2944708236362,1023.015165664383
6.7499999999999991,6.7399256921522568,27.621623989558255,56725.889620799077,53899.789972327,35.6335631561939,1541.2732411135078,1023.0256943818808
7.0499999999999989,7.0392638052553185,27.615641053417789,56722.245126106493,53902.455610603974,35.635443967705456,1541.2669585252409,1023.03033849173
7.35,7.3386002585564425,27.604998740753945,56715.3451513617,53906.802118620137,35.638565780662816,1541.2516060135749,1023.0374291178059
7.6204286977916418,7.608430132121951,27.605276327359398,56710.879669079513,53902.273334875383,35.635108290271766,1541.2531182463167,1023.0358953412173
