% Device,CC1320002
% File name,CC1320002_20221007_190935
% Cast time (UTC),2022-10-07 19:09:35
% Cast time (local),2022-10-07 15:09:35
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,34.0657604
% Start longitude,-77.9357176
% Start altitude,-18.819999694824219
% Start GPS horizontal error(Meter),1.7200000286102295
% Start GPS vertical error(Meter),2.2000000476837158
% Start GPS number of satellites,7
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),117.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-05-22
% Temperature calibration date,2013-05-22
% Pressure calibration date,2013-05-22
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15144614625235436,21.615200430042865,26405.45703125,28322.796842714037,17.415230855355428,1506.5224051003702,1011.0117630340526
0.44999999999999996,0.45434244657313966,21.60516943389413,26409.503881183904,28333.234490911753,17.422124605450612,1506.5069148611083,1011.0208154646614
0.74999999999999989,0.75722363411685911,21.53188326437073,26479.51498632499,28453.087569958985,17.50224870076223,1506.3946884966886,1011.1009731537913
1.05,1.0600504347226183,21.387427812357778,26846.930548652312,28937.722799861942,17.828135869733366,1506.3522131990328,1011.3844039619818
1.35,1.3628131946162223,21.334191113310489,27052.996623313546,29193.340784945736,18.000450280379447,1506.3968880351667,1011.5291259733531
1.65,1.6655494969112319,21.314734331026198,27089.585345114203,29245.104971882472,18.035227796220187,1506.3853720258298,1011.5615709992385
1.9500000000000002,1.9682787113420546,21.302008096857914,27101.9708037138,29266.517714544822,18.049532322076342,1506.3702768789569,1011.5768776036282
2.25,2.2710060782073151,21.302000226279262,27094.960020907216,29258.951976689274,18.044353218597866,1506.3695565443472,1011.5743033088877
2.55,2.5737322773598046,21.306185255553171,27116.390569194315,29279.447680202116,18.05821646764154,1506.4015699330914,1011.5850666901529
2.85,2.8764534726153044,21.292097340253683,27141.415203508208,29315.387250673521,18.082343987339971,1506.3934352111737,1011.6081308068457
3.15,3.1791548248434509,21.285050747141636,27330.80835195653,29524.444621727416,18.223833723591458,1506.5341484645821,1011.7180839300578
3.4499999999999997,3.4818345853223374,21.281879847301177,27388.069070571702,29588.328262522784,18.267043353673632,1506.5777253758411,1011.7528448498449
3.75,3.7845058073560645,21.281125250660864,27426.003972662395,29629.793813484222,18.295089734621978,1506.6114325579761,1011.7755513597491
4.05,4.0871724216464695,21.289168095039859,27447.275818278918,29647.6227029235,18.307208621037827,1506.6523835574469,1011.7840355883901
4.35,4.3898324071832331,21.302112498390898,27523.740591723348,29721.905877058914,18.357670129221017,1506.7492636412999,1011.82025637337
4.6499999999999995,4.6924804655548185,21.305285925910034,27604.045420965118,29806.581331915851,18.415092466103356,1506.8263044648959,1011.8641698959021
4.9499999999999993,4.9951198000062007,21.306438497562109,27629.656652730704,29833.493515362148,18.433309067173148,1506.8545650271681,1011.8789756289903
5.2499999999999991,5.2977613431016524,21.304346000149927,27572.417628093819,29773.034293589357,18.3922046559347,1506.8084940627296,1011.8497863875455
5.55,5.6004059272292688,21.301613139738773,27583.963154327859,29787.259324074905,18.401767788030188,1506.8163181124594,1011.8590256583644
5.85,5.9030457852338456,21.301930695155352,27623.064386030306,29829.279223685324,18.430225266478129,1506.8534895785879,1011.8817746646275
6.1499999999999995,6.2056729428401578,21.312120683956007,27744.296041294849,29953.601380757282,18.514666307772352,1506.9799487925268,1011.944343079489
6.4499999999999993,6.5082798304146037,21.319391093967369,27882.016377859039,30097.563589831378,18.612462165173504,1507.1128639276196,1012.0177258680683
6.7499999999999991,6.8108669932016142,21.300332937264198,27966.248687479554,30200.915321033572,18.682418406396135,1507.1412180919347,1012.0766635363943
7.0499999999999989,7.1133972270286527,21.236646878454998,28477.763919810393,30795.663010200085,19.086328240724161,1507.4113469898598,1012.3990466527484
7.35,7.415832948009851,21.173358411442546,28965.807940851228,31366.364649872434,19.474750043049937,1507.6656711484172,1012.7097046719414
7.6499999999999995,7.7182109880605765,21.138178704586668,29062.159022222593,31494.696841309731,19.561897142099639,1507.6675851928785,1012.7856921015122
7.9499999999999993,8.02056929797432,21.127449029862376,29149.549389270458,31596.749877062761,19.631431856036318,1507.7189150770521,1012.8422608710387
8.25,8.3229047667344762,21.126405715942024,29319.050781253336,31781.200297512234,19.757464143265672,1507.859704691652,1012.939114896153
8.5499999999999989,8.6252107463616738,21.113116804585978,29482.98067580659,31968.106602668948,19.885110577331421,1507.9678213944358,1013.0402563303519
8.85,8.9274837412820887,21.099000349540216,29679.944954513496,32191.527722367977,20.037850814762834,1508.1012540838844,1013.1605819853538
9.1499999999999986,9.229724097857682,21.078858135838384,29831.949906151283,32370.539454567264,20.160193960886033,1508.1842814638433,1013.2594451181554
9.45,9.5319426690164573,21.074270938460089,29909.3437510245,32457.7504340475,20.219864876387156,1508.2420790360725,1013.3070384176613
9.75,9.8341504235408266,21.079062737274487,29957.230393450227,32506.336515843544,20.253188715159023,1508.297255994728,1013.3323650275821
10.049999999999999,10.136352801237768,21.07661330938754,29972.066828826959,32524.164295209303,20.265320140960139,1508.3087204621029,1013.3434821770145
10.35,10.438547460295329,21.071212005615234,30036.86484375,32598.301125754038,20.316044100145817,1508.3543797987188,1013.3845168147128
