% Device,CC1320002,,
% File name,CC1320002_20250321_162423,,
% Cast time (UTC),3/21/25 16:24,,
% Cast time (local),3/21/25 12:24,,
% Sample type,Cast,,
% Cast data,Raw,,
% Location source,GPS,,
% Default latitude,32,,
% Default altitude,0,,
% Start latitude,34.1491065,,
% Start longitude,-78.030925,,
% Start altitude,-24.64999962,,
% Start GPS horizontal error(Meter),4,,
% Start GPS vertical error(Meter),8.9499998092651367,,
% Start GPS number of satellites,9,,
% End latitude,34.1491222,,
% End longitude,-78.0308629,,
% End altitude,2.1600000858306885,,
% End GPS horizontal error(Meter),7.4600000381469727,,
% End GPS vertical error(Meter),18.030000686645508,,
% End GPS number of satellites,7,,
% Cast duration (Seconds),27.4,,
% Samples per second,5,,
% Electronics calibration date,0001-01-01,,
% Conductivity calibration date,5/22/13,,
% Temperature calibration date,5/22/13,,
% Pressure calibration date,5/22/13,,
% ,,,
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.2,0,14.731227874755859,0
0.4,0.000528223,14.731938362121582,0
0.6,-0.001000629,14.729890823364258,0
0.8,0.000301024,14.730540275573731,0
1,-0.000713797,14.733658790588379,0
1.2,-0.00120982,14.731720924377441,0
1.4,-0.001455027,14.730448722839356,0
1.6,-0.002467941,14.732159614562988,0
1.8,-0.000653211,14.731345176696777,0
2,-0.002180156,14.733635902404785,0
2.2,-0.001391579,14.735684394836426,0
2.4,-0.000348372,14.733903884887695,0
2.6,-0.001620685,14.73534107208252,0
2.8,-0.001091508,14.732260704040527,0
3,-0.0013329,14.723603248596191,0
3.2,0.000225292,14.715231895446777,0
3.4,0.002042883,14.707208633422852,0
3.6,0.001027107,14.668178558349609,0
3.8,0.000528223,14.631915092468262,0
4,-0.000742183,14.61664104,0
4.2,4.4486101936414E-05,14.605849266052246,0
4.4,-0.000712844,14.604114532470703,0
4.6,0.000333225,14.600991249084473,0
4.8,-0.001711565,14.581143379211426,0
5,-0.000925849,14.563677787780762,0
5.2,-0.001684133,14.558863639831543,0
5.4,0.000134412,14.55712891,0
5.6,0.002209495,14.556097984313965,0
5.8,0.000165659,14.548092842102051,0
6,0.001981343,14.549419403076172,0
6.2,0.001226874,14.547074317932129,0
6.4,0.000725129,14.552308082580566,0
6.6,0.001770244,14.557086944580078,0
6.8,0.000756376,14.545420646667481,0
7.2,0.059717066147747744,15.875872611999512,84.715995788574219
7.4,0.21490360708797596,16.598140716552734,97.498123168945312
7.6,0.31346859651453407,16.8651123,103.35760498046875
7.8,0.43724396649528963,16.991786956787109,103.29051208496094
8,0.6052574269911819,17.062828063964844,103.20835876464844
8.2,0.80232362186207418,17.092815399169922,103.15960693359375
8.4,0.982393433,17.108774185180664,103.10716247558594
8.6,1.1238642299876496,17.110557556152344,103.06294250488281
8.8,1.2195510303272918,17.115753173828125,102.94053649902344
9,1.3265465007108794,17.099948883056641,102.97876739501953
9.2,1.4327637728522813,17.113033294677734,102.94802856445313
9.4,1.530231083140654,17.116971969604492,102.94619750976563
9.6,1.6287235933191635,17.10687255859375,102.95017242431641
9.8,1.7171815423404464,17.103202819824219,102.93396759033203
10,1.7806999543133912,17.101188659667969,102.93971252441406
10.2,1.8601552177877991,17.101972579956055,102.92787170410156
10.4,1.9568290710449219,17.107357025146484,102.89991760253906
10.6,2.0516966651467712,17.117433547973633,102.94483184814453
10.8,2.137053265291101,17.119361877441406,102.95696258544922
11,2.212633750017952,17.125080108642578,102.93891143798828
11.2,2.304920701419606,17.123186111450195,102.94324493408203
11.4,2.4167350881239944,17.123897552490234,102.94596099853516
11.6,2.5138943616081679,17.123394012451172,102.95333099365234
11.8,2.5740434422212495,17.124948501586914,102.9411621
12,2.5915337169871613,17.125785827636719,102.92031097412109
12.2,2.5807561313404754,17.122615814208984,102.91931915283203
12.4,2.568692992715274,17.117109298706055,102.91629028320313
12.6,2.5674216326545274,17.11175537109375,102.9134521484375
12.8,2.5993028528550095,17.114521026611328,102.91804504394531
13,2.6599640565759994,17.126827239990234,102.93508148193359
13.2,2.6769393472110519,17.121561050415039,102.91159820556641
13.4,2.683120952,17.119647979736328,102.88893127441406
13.6,2.7273331810446351,17.12023926,102.90460968017578
13.8,2.8167667388916016,17.124172210693359,102.96382904052734
14,2.9133900474099548,17.126811981201172,102.97712707519531
14.2,2.9930522582110228,17.127864837646484,102.94377899169922
14.4,3.0328918905819169,17.132717132568359,102.95520782470703
14.6,3.051403551,17.122947692871094,102.93757629394531
14.8,3.0753130071303421,17.121334075927734,102.92714691162109
15,3.0940812054802382,17.121366500854492,102.94026184082031
15.2,3.1832420124727143,17.125591278076172,102.95976257324219
15.4,3.2932053173289582,17.133613586425781,102.98251342773438
15.6,3.4196032916798309,17.143791198730469,103.0151367
15.8,3.5459907756132232,17.146469116210938,103.01434326171875
16,3.6633812960456407,17.144851684570312,103.01290893554688
16.2,3.8038783914902634,17.14567756652832,103.00588226318359
16.4,3.9656796174890854,17.141399383544922,102.9976806640625
16.6,4.1277259377872237,17.136970520019531,102.99073791503906
16.8,4.2782041886273561,17.134227752685547,102.9952392578125
17,4.4073601891012757,17.14204216003418,102.99059295654297
17.2,4.5347118377685547,17.141571044921875,102.98363494873047
17.4,4.6625708411721618,17.144754409790039,102.99533081054688
17.6,4.793500675874597,17.145229339599609,103.01605224609375
17.8,4.8363834829891434,17.147403717041016,103.06590270996094
18,4.836655168,17.147811889648438,103.04328918457031
18.2,4.8371833913466507,17.146324157714844,103.02874755859375
18.4,4.8333466473747695,17.145252227783203,103.02781677246094
18.6,4.8331052555757417,17.144121170043945,102.99211120605469
18.8,4.8225975597605988,17.145053863525391,102.99527740478516
19,4.7746133243336395,17.145511627197266,102.9945068359375
19.2,4.6614225611967193,17.144847869873047,103.01817321777344
19.4,4.5148551043342149,17.136447906494141,103.01775360107422
19.6,4.3374677545884079,17.145118713378906,103.02960205078125
19.8,4.1729035097009994,17.144765853881836,103.04942321777344
20,3.9590180901920089,17.144363403320312,103.02262115478516
20.2,3.7130100586835084,17.144079208374023,103.04615020751953
20.4,3.4659424950094788,17.14538574,103.01072692871094
20.6,3.2365703582763672,17.143121719360352,103.01078796386719
20.8,3.0426253150491149,17.140316009521484,102.97974395751953
21,2.8838594100054564,17.135444641113281,102.96222686767578
21.2,2.7317615957821122,17.133150100708008,102.97121429443359
21.4,2.6107459348790787,17.135387420654297,102.9825439453125
21.6,2.4650520436904007,17.130565643310547,102.98192596435547
21.8,2.2946713391472304,17.134506225585938,102.96849060058594
22,2.1484386219697846,17.14369010925293,103.00119018554688
22.2,2.0412664974437043,17.144016265869141,102.98763275146484
22.4,1.8906402026905731,17.143787384033203,102.99983215332031
22.6,1.7153232798856841,17.144481658935547,103.01040649414063
22.8,1.5538718279670274,17.143318176269531,103.03264617919922
23,1.4386945612290329,17.150558471679688,103.00566864013672
23.2,1.2779888826258041,17.149532318115234,103.01480102539063
23.4,1.0912936715518722,17.158607482910156,103.02027130126953
23.6,0.90535281686221936,17.159358978271484,103.03233337402344
23.8,0.7649203468771546,17.158950805664062,103.02198028564453
24,0.61110115051269531,17.155277252197266,103.01769256591797
24.2,0.40941227183622431,17.15588379,103.02030944824219
24.4,0.21850754232967518,17.149795532226562,103.00247192382813
24.6,0.059749266680549695,17.153312683105469,103.02108764648438
24.8,-0.000196906,17.151546478271484,43.596427917480469
25,-0.000438297,17.135873794555664,6.1972484588623047
25.2,0.00060491,17.125530242919922,4.125318527
25.4,0.001649071,17.125467300415039,3.6785178184509277
25.6,-0.000906888,17.125141143798828,2.8451783657073975
25.8,0.000136319,17.077859878540039,1.823346734046936
26,-0.000106026,17.049472808837891,0.70042562484741211
26.2,-9.18E-05,16.982982635498047,0.34845411777496338
26.4,-0.002134716,16.881269454956055,2.5870327949523926
26.6,-0.001605539,16.826389312744141,3.0728604793548584
26.8,-0.000303886,16.743438720703125,1.5364547967910767
27,-0.000801816,16.69727897644043,0.75673758983612061
27.2,-0.001817591,16.650239944458008,0.48439359664916992
27.4,0,16.596946716308594,0.16003626585006714
