% Device,CC1320002
% File name,CC1320002_20240405_165739
% Cast time (UTC),2024-04-05 16:57:39
% Cast time (local),2024-04-05 12:57:39
% Sample type,Cast
% Cast data,Raw
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,34.2624409
% Start longitude,-77.8877553
% Start altitude,-34.099998474121094
% Start GPS horizontal error(Meter),2.5399999618530273
% Start GPS vertical error(Meter),5.1999998092651367
% Start GPS number of satellites,5
% End latitude,34.2623589
% End longitude,-77.8877227
% End altitude,-39.400001525878906
% End GPS horizontal error(Meter),40.080001831054688
% End GPS vertical error(Meter),59.4900016784668
% End GPS number of satellites,5
% Cast duration (Seconds),29.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2013-05-22
% Temperature calibration date,2013-05-22
% Pressure calibration date,2013-05-22
% 
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.2,0,17.944112777709961,0
0.4,-0.0012616716582201093,17.934185028076172,0
0.6,-0.0022648975766941248,17.933557510375977,0
0.8,-0.0032700308438009529,17.946468353271484,0
1,-0.0019586891963569997,17.964382171630859,0
1.2,-0.0045078211817255465,17.962368011474609,0
1.4,-0.0037114636651409683,17.965866088867188,0
1.6,-0.0018841842125194575,17.961635589599609,0
1.8,-0.003146809545055973,17.962305068969727,0
2,-0.0041509891378463948,17.958297729492188,0
2.2,-0.0010372030323946291,17.948816299438477,0
2.4,-0.0041013191486225509,17.95391845703125,0
2.6,-0.0027899775011785977,17.967447280883789,0
2.8,-0.0014776821794182382,17.980152130126953,0
3,-0.00248186177220866,17.991767883300781,0
3.2,-0.00065553599390533179,17.992742538452148,0
3.4,0.00091234404465190266,18.016056060791016,0
3.6,0.00093813271358023087,18.014614105224609,0
3.8,0.0032794426227429341,18.036333084106445,0
4,-0.00030061129865899261,18.0480899810791,0
4.2,0.0012691760885310544,18.060270309448242,0
4.4,-0.0015364942879507737,18.060199737548828,0
4.6,-0.000997628836795883,18.062314987182617,0
4.8,5.6220745218382717E-05,18.086503982543945,0
5,0.00033854780525999217,18.103851318359375,0
5.2,0.00036338279987191413,18.12297248840332,0
5.4,0.0050211676235853986,18.121463775634766,0
5.6,0.0055609867490566955,18.136781692504883,30.951629638671875
5.8,0.041617544766129555,18.159671783447266,200.81239318847656
6,0.054508399963378196,18.1656494140625,81.460586547851562
6.2,0.097767106417951055,17.984970092773438,139.79545593261719
6.4,0.14720180774557257,16.831752777099609,139.82290649414063
6.6,0.21670658506196183,16.359209060668945,140.42343139648438
6.8,0.27514301826214016,16.125633239746094,139.99679565429688
7,0.37088528337149818,15.968170166015625,137.70979309082031
7.2,0.50238842799745775,15.907417297363281,136.29144287109375
7.4,0.64056920018689389,15.842598915100098,135.94300842285156
7.6,0.79160073378990425,15.799927711486816,135.09928894042969
7.8,0.94879109612826618,15.773473739624023,134.53334045410156
8,1.0979992044383078,15.7545166015625,134.34910583496094
8.2,1.249246268436826,15.7490234375,134.17422485351563
8.4,1.4210545506970629,15.739827156066895,134.05070495605469
8.6,1.5920750979719482,15.73458194732666,133.84683227539063
8.8,1.7535646241286713,15.730895042419434,133.81932067871094
9,1.8975618559738692,15.726606369018555,133.92723083496094
9.2,2.033319341725317,15.722959518432617,133.95454406738281
9.4,2.1731795343859446,15.730655670166016,133.97479248046875
9.6,2.3127726982379784,15.724703788757324,133.94749450683594
9.8,2.4546670782155005,15.714543342590332,134.04647827148438
10,2.5924396777975147,15.72025203704834,134.11395263671875
10.2,2.7294331254630251,15.718037605285645,134.05622863769531
10.4,2.8522816756675979,15.71296501159668,134.16065979003906
10.6,2.9699851529351591,15.714408874511719,134.05728149414063
10.8,3.0964157038721538,15.7156343460083,134.05303955078125
11,3.2300302834346368,15.713845252990723,134.02841186523438
11.2,3.3741686590786646,15.711071968078613,134.016845703125
11.4,3.5216353580869484,15.711834907531738,134.04365539550781
11.6,3.6778253160674,15.711874008178711,134.08453369140625
11.8,3.8293766021728519,15.712445259094238,134.03427124023438
12,3.9819445050995927,15.712624549865723,133.99603271484375
12.2,4.1134447887026031,15.710978507995606,133.9793701171875
12.4,4.255463146341258,15.701914787292481,134.12783813476563
12.6,4.3784757285282527,15.703935623168945,134.12112426757813
12.8,4.4177795475926889,15.705976486206055,134.04353332519531
13,4.4190889818915,15.702946662902832,134.18116760253906
13.2,4.4178301712562291,15.697553634643555,134.32705688476563
13.4,4.4165704069466418,15.699522972106934,134.37747192382813
13.6,4.3932311748636188,15.692641258239746,134.23507690429688
13.8,4.3406246316844026,15.692233085632324,134.28828430175781
14,4.2433374931072372,15.6917724609375,135.8262939453125
14.2,4.1129244771497007,15.692094802856445,135.86721801757813
14.4,4.05363172333816,15.691788673400879,135.88340759277344
14.6,4.0495490830520104,15.693075180053711,135.95700073242188
14.8,3.9848585326096106,15.696116447448731,135.9237060546875
15,3.8770275707902577,15.691241264343262,135.88824462890625
15.2,3.7512112650377993,15.690586090087891,135.97732543945313
15.4,3.6279555748248917,15.691905021667481,135.92543029785156
15.6,3.5629970418995818,15.692244529724121,135.94113159179688
15.8,3.5232116962301312,15.692410469055176,135.9595947265625
16,3.4921553315787488,15.693626403808594,135.97784423828125
16.2,3.4454310515831263,15.700949668884277,136.02107238769531
16.4,3.3172734753838906,15.692163467407227,136.13621520996094
16.6,3.1747230464014518,15.692069053649902,136.68803405761719
16.8,3.0182861656978215,15.692157745361328,136.60710144042969
17,2.8978085287686053,15.695187568664551,136.40106201171875
17.2,2.8533854648984711,15.694610595703125,136.40826416015625
17.4,2.8266873918730635,15.70194149017334,136.29879760742188
17.6,2.81489143371582,15.713760375976563,136.24368286132813
17.8,2.7010809339326,15.695001602172852,135.99249267578125
18,2.531243021734829,15.689844131469727,136.12417602539063
18.2,2.3516232720736792,15.691690444946289,136.262939453125
18.4,2.2089984564945624,15.692098617553711,136.25758361816406
18.6,2.1547878331151509,15.692007064819336,136.30975341796875
18.8,2.1422174914129855,15.694134712219238,136.36546325683594
19,2.1152514359046677,15.699562072753906,136.37080383300781
19.2,2.0777472792000609,15.702011108398438,136.39564514160156
19.4,1.9422988628518993,15.692692756652832,136.27470397949219
19.6,1.7821588647776636,15.695240020751953,136.46292114257813
19.8,1.6374321510051857,15.694614410400391,136.50942993164063
20,1.5731783833997,15.695474624633789,136.51803588867188
20.2,1.5490313891706791,15.699455261230469,136.42044067382813
20.4,1.5511152070144121,15.705321311950684,136.36534118652344
20.6,1.5506250578781646,15.709888458251953,136.27880859375
20.8,1.5244219418229736,15.706173896789551,136.31587219238281
21,1.4159329447253004,15.693841934204102,136.251708984375
21.2,1.2608912895465725,15.695521354675293,136.29150390625
21.4,1.1068633901661844,15.691807746887207,136.23568725585938
21.6,0.98625796087856976,15.69292163848877,136.31507873535156
21.8,0.96956679245521293,15.692914009094238,136.29591369628906
22,0.9721617797325397,15.693742752075195,136.35615539550781
22.2,0.96884493992246412,15.699955940246582,136.36534118652344
22.4,0.94777640638680261,15.700420379638672,136.38623046875
22.6,0.8580299706294614,15.699299812316895,136.45352172851563
22.8,0.72531859956938582,15.69728946685791,136.47183227539063
23,0.58256313060891962,15.697834014892578,136.456298828125
23.2,0.45111823904103332,15.697590827941895,136.51412963867188
23.4,0.37575416564941477,15.705292701721191,136.49826049804688
23.6,0.38246902597361654,15.709988594055176,136.57551574707031
23.8,0.38403881336080659,15.717789649963379,136.58482360839844
24,0.37454216398041851,15.716340065002441,136.55609130859375
24.2,0.34626385261272574,15.716883659362793,136.58700561523438
24.4,0.24722195329337282,15.716156005859375,136.60285949707031
24.6,0.097992943073140992,15.7139253616333,136.8131103515625
24.8,0.0064011475135536955,15.700420379638672,57.914421081542969
25,0.0056544599861929612,15.695610046386719,11.939276695251465
25.2,-0.0010107303487849606,15.728219985961914,9.7215805053710938
25.4,0.00415917758283868,15.756314277648926,7.8473291397094727
25.6,0.0052139808391711284,15.790045738220215,6.2173829078674316
25.8,0.0029232945935486754,15.802248954772949,5.3893637657165527
26,0.0029481295881605973,15.81667423248291,5.1621732711791992
26.2,-0.00011598652806732446,15.844198226928711,4.9835910797119141
26.4,-0.0008617203811116525,15.876114845275879,4.6254544258117676
26.6,-0.0021252993879645743,15.885427474975586,4.0404047966003418
26.8,0.00098753304317078516,15.896018028259277,3.4516313076019287
27,-0.0013031532024516679,15.88990592956543,3.2260630130767822
27.2,-0.0017933023386991209,15.867609977722168,3.1918654441833496
27.4,-0.000738499082368449,15.887925148010254,2.9700603485107422
27.6,0.0028893174796262855,15.8897066116333,2.6831221580505371
27.8,0.0031697371910350824,15.888943672180176,2.3463678359985352
28,0.0016524808160198745,15.866605758666992,1.6816092729568481
28.2,0.0011613780054560152,15.835509300231934,0.84231722354888916
28.4,0.00092872093463824967,15.826323509216309,0.729424238204956
