%
% SMC-23ST (34.258000 N -77.919900 E)
% SMC-23ST-WL (34.258000 N -77.919900 E)
% PBWL-00 is located near N 23rd St and Smith Creek.
% SMC-KERR-WL (34.262500 N -77.887700 E)
% PBWL-01 is located near Kerr Ave and Smith Creek.
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
% SMC-23ST-WL Water level (m) @ 0 m (depth)
% SMC-KERR-WL Water level (m) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality,SMC-23ST-WL Water level (m),SMC-23ST-WL Water level (m) quality,SMC-KERR-WL Water level (m),SMC-KERR-WL Water level (m) quality
2024-05-02 04:00,1018.60,not evaluated,21.54,not evaluated,0.66,not evaluated,,,,
2024-05-02 04:00,,,,,,,,,-0.55,good
2024-05-02 05:00,,,,,,,-0.17,good,,
2024-05-02 05:00,,,,,,,,,-0.21,good
2024-05-02 06:00,,,,,,,0.16,good,0.12,good
2024-05-02 07:00,,,,,,,0.40,good,,
2024-05-02 07:00,,,,,,,,,0.35,good
2024-05-02 08:00,1018.20,not evaluated,21.00,not evaluated,2.47,not evaluated,,,,
2024-05-02 08:00,,,,,,,0.53,good,0.49,good
2024-05-02 09:00,,,,,,,,,0.59,good
2024-05-02 09:00,,,,,,,0.64,good,,
2024-05-02 10:00,,,,,,,,,0.67,good
2024-05-02 10:00,,,,,,,0.65,good,,
2024-05-02 11:00,,,,,,,,,0.63,good
2024-05-02 11:00,,,,,,,0.52,good,,
2024-05-02 12:00,1019.50,not evaluated,21.30,not evaluated,1.95,not evaluated,,,,
2024-05-02 12:00,,,,,,,0.23,good,0.49,good
2024-05-02 13:00,,,,,,,,,0.09,good
2024-05-02 13:00,,,,,,,-0.06,good,,
2024-05-02 14:00,,,,,,,-0.36,good,-0.35,good
2024-05-02 15:00,,,,,,,-0.57,good,-0.57,good
2024-05-02 16:00,1020.43,not evaluated,25.10,not evaluated,0.62,not evaluated,,,,
2024-05-02 16:00,,,,,,,-0.69,good,,
2024-05-02 16:00,,,,,,,,,-0.73,good
2024-05-02 16:02,1020.41,not evaluated,25.59,not evaluated,0.62,not evaluated,,,,
2024-05-02 17:00,,,,,,,,,-0.56,good
2024-05-02 17:00,,,,,,,-0.49,good,,
2024-05-02 18:00,1019.43,not evaluated,26.11,not evaluated,1.02,not evaluated,,,,
2024-05-02 18:00,,,,,,,-0.10,good,-0.16,good
2024-05-02 19:00,,,,,,,0.25,good,,
2024-05-02 19:00,,,,,,,,,0.19,good
2024-05-02 20:00,1018.50,not evaluated,26.07,not evaluated,2.11,not evaluated,,,,
2024-05-02 20:00,,,,,,,,,0.39,good
2024-05-02 20:00,,,,,,,0.45,good,,
2024-05-02 21:00,,,,,,,0.57,good,0.51,good
2024-05-02 22:00,1018.64,not evaluated,26.75,not evaluated,3.15,not evaluated,,,,
2024-05-02 22:00,,,,,,,,,0.59,good
2024-05-02 22:00,,,,,,,0.61,good,,
2024-05-02 23:00,,,,,,,,,0.59,good
2024-05-02 23:00,,,,,,,0.53,good,,
2024-05-03 00:00,1019.04,not evaluated,24.44,not evaluated,1.98,not evaluated,,,,
2024-05-03 00:00,,,,,,,0.27,good,0.45,good
2024-05-03 01:00,,,,,,,-0.04,good,0.05,good
2024-05-03 02:00,1019.70,not evaluated,22.64,not evaluated,0.95,not evaluated,,,,
2024-05-03 02:00,,,,,,,,,-0.29,good
2024-05-03 03:00,,,,,,,-0.50,good,,
2024-05-03 03:00,,,,,,,,,-0.50,good
2024-05-03 04:00,1019.80,not evaluated,22.04,not evaluated,0.71,not evaluated,,,,
2024-05-03 04:00,,,,,,,-0.64,good,-0.66,good
2024-05-03 05:00,,,,,,,-0.56,good,-0.59,good
2024-05-03 06:00,1019.04,not evaluated,21.54,not evaluated,1.00,not evaluated,,,,
2024-05-03 06:00,,,,,,,-0.21,good,-0.26,good
2024-05-03 07:00,,,,,,,0.18,good,0.12,good
2024-05-03 08:00,1018.31,not evaluated,21.32,not evaluated,2.12,not evaluated,,,,
2024-05-03 08:00,,,,,,,,,0.37,good
2024-05-03 08:00,,,,,,,0.43,good,,
2024-05-03 09:00,,,,,,,,,0.51,good
2024-05-03 09:00,,,,,,,0.58,good,,
2024-05-03 10:00,1019.25,not evaluated,20.43,not evaluated,3.72,not evaluated,,,,
2024-05-03 10:00,,,,,,,0.68,good,0.63,good
2024-05-03 11:00,,,,,,,0.72,good,,
2024-05-03 11:00,,,,,,,,,0.70,good
2024-05-03 12:00,1020.78,not evaluated,20.99,not evaluated,4.06,not evaluated,,,,
2024-05-03 12:00,,,,,,,,,0.70,good
2024-05-03 12:00,,,,,,,0.60,good,,
2024-05-03 13:00,,,,,,,0.32,good,,
2024-05-03 13:00,,,,,,,,,0.57,good
2024-05-03 14:00,1021.31,not evaluated,23.58,not evaluated,1.50,not evaluated,,,,
2024-05-03 14:00,,,,,,,0.02,good,0.27,good
2024-05-03 15:00,,,,,,,,,-0.25,good
2024-05-03 15:00,,,,,,,-0.29,good,,
2024-05-03 16:00,1021.04,not evaluated,25.54,not evaluated,0.82,not evaluated,,,,
2024-05-03 16:00,,,,,,,-0.55,good,,
2024-05-03 16:00,,,,,,,,,-0.52,good
2024-05-03 17:00,,,,,,,-0.66,good,-0.69,good
2024-05-03 18:00,1020.41,not evaluated,26.34,not evaluated,0.81,not evaluated,,,,
2024-05-03 18:00,,,,,,,-0.50,good,,
2024-05-03 18:00,,,,,,,,,-0.56,good
2024-05-03 19:00,,,,,,,-0.07,good,,
2024-05-03 19:00,,,,,,,,,-0.14,good
2024-05-03 20:00,1019.75,not evaluated,27.28,not evaluated,1.88,not evaluated,,,,
2024-05-03 20:00,,,,,,,0.31,good,0.23,good
2024-05-03 21:00,,,,,,,0.51,good,,
2024-05-03 21:00,,,,,,,,,0.43,good
2024-05-03 22:00,1019.87,not evaluated,27.31,not evaluated,3.22,not evaluated,,,,
2024-05-03 22:00,,,,,,,0.64,good,,
2024-05-03 22:00,,,,,,,,,0.56,good
2024-05-03 23:00,,,,,,,,,0.66,good
2024-05-03 23:00,,,,,,,0.71,good,,
2024-05-04 00:00,1020.13,not evaluated,25.04,not evaluated,4.40,not evaluated,,,,
2024-05-04 00:00,,,,,,,0.67,good,0.71,good
2024-05-04 01:00,,,,,,,0.45,good,,
2024-05-04 01:00,,,,,,,,,0.62,good
2024-05-04 02:00,1020.96,not evaluated,23.86,not evaluated,1.97,not evaluated,,,,
2024-05-04 02:00,,,,,,,0.14,good,0.41,good
2024-05-04 03:00,,,,,,,-0.17,good,,
2024-05-04 03:00,,,,,,,,,-0.10,good
2024-05-04 04:00,1021.03,not evaluated,23.15,not evaluated,0.98,not evaluated,,,,
2024-05-04 04:00,,,,,,,,,-0.43,good
2024-05-04 04:00,,,,,,,-0.44,good,,
2024-05-04 05:00,,,,,,,,,-0.63,good
2024-05-04 05:00,,,,,,,-0.62,good,,
2024-05-04 06:00,1020.89,not evaluated,22.44,not evaluated,0.80,not evaluated,,,,
2024-05-04 06:00,,,,,,,-0.66,good,,
2024-05-04 06:00,,,,,,,,,-0.70,good
2024-05-04 07:00,,,,,,,-0.33,good,,
2024-05-04 07:00,,,,,,,,,-0.39,good
2024-05-04 08:00,1020.54,not evaluated,21.73,not evaluated,1.53,not evaluated,,,,
2024-05-04 08:00,,,,,,,0.10,good,,
2024-05-04 08:00,,,,,,,,,0.04,good
2024-05-04 09:00,,,,,,,0.39,good,0.33,good
2024-05-04 10:00,1021.21,not evaluated,21.16,not evaluated,2.97,not evaluated,,,,
2024-05-04 10:00,,,,,,,,,0.49,good
2024-05-04 10:00,,,,,,,0.56,good,,
2024-05-04 11:00,,,,,,,,,0.60,good
2024-05-04 12:00,1022.37,not evaluated,22.57,not evaluated,4.89,not evaluated,,,,
2024-05-04 12:00,,,,,,,,,0.70,good
2024-05-04 12:00,,,,,,,0.74,good,,
2024-05-04 13:00,,,,,,,0.61,good,0.71,good
2024-05-04 14:00,1023.35,not evaluated,24.38,not evaluated,2.73,not evaluated,,,,
2024-05-04 14:00,,,,,,,0.32,good,0.57,good
2024-05-04 15:00,,,,,,,0.00,good,0.26,good
2024-05-04 16:00,1023.46,not evaluated,25.67,not evaluated,1.13,not evaluated,,,,
2024-05-04 16:00,,,,,,,-0.33,good,-0.29,good
2024-05-04 17:00,,,,,,,-0.59,good,,
2024-05-04 17:00,,,,,,,,,-0.59,good
2024-05-04 18:00,1022.99,not evaluated,25.65,not evaluated,0.83,not evaluated,,,,
2024-05-04 18:00,,,,,,,-0.72,good,-0.74,good
2024-05-04 19:00,,,,,,,-0.56,good,,
2024-05-04 19:00,,,,,,,,,-0.64,good
2024-05-04 20:00,1022.43,not evaluated,25.65,not evaluated,1.37,not evaluated,,,,
2024-05-04 20:00,,,,,,,-0.07,good,,
2024-05-04 20:00,,,,,,,,,-0.16,good
2024-05-04 21:00,,,,,,,0.32,good,,
2024-05-04 21:00,,,,,,,,,0.24,good
2024-05-04 22:00,1022.04,not evaluated,24.93,not evaluated,2.88,not evaluated,,,,
2024-05-04 22:00,,,,,,,0.52,good,,
2024-05-04 22:00,,,,,,,,,0.45,good
2024-05-04 23:00,,,,,,,0.67,good,0.58,good
2024-05-05 00:00,1022.06,not evaluated,24.13,not evaluated,5.07,not evaluated,,,,
2024-05-05 00:00,,,,,,,0.75,good,0.69,good
2024-05-05 01:00,,,,,,,,,0.76,good
2024-05-05 01:00,,,,,,,0.75,good,,
2024-05-05 02:00,1023.04,not evaluated,23.69,not evaluated,4.48,not evaluated,,,,
2024-05-05 02:00,,,,,,,0.55,good,0.70,good
2024-05-05 03:00,,,,,,,0.25,good,,
2024-05-05 03:00,,,,,,,,,0.54,good
2024-05-05 04:00,1022.71,not evaluated,23.37,not evaluated,1.68,not evaluated,,,,
2024-05-05 04:00,,,,,,,-0.05,good,0.17,good
2024-05-05 05:00,,,,,,,,,-0.33,good
2024-05-05 05:00,,,,,,,-0.35,good,,
2024-05-05 06:00,1022.20,not evaluated,23.18,not evaluated,1.06,not evaluated,,,,
2024-05-05 06:00,,,,,,,-0.57,good,-0.58,good
2024-05-05 07:00,,,,,,,-0.64,good,,
2024-05-05 07:00,,,,,,,,,-0.68,good
2024-05-05 08:00,1021.79,not evaluated,22.98,not evaluated,1.22,not evaluated,,,,
2024-05-05 08:00,,,,,,,-0.32,good,-0.39,good
2024-05-05 09:00,,,,,,,0.16,good,,
2024-05-05 09:00,,,,,,,,,0.08,good
2024-05-05 10:00,1022.10,not evaluated,22.87,not evaluated,2.69,not evaluated,,,,
2024-05-05 10:00,,,,,,,0.45,good,,
2024-05-05 10:00,,,,,,,,,0.37,good
2024-05-05 11:00,,,,,,,0.61,good,0.53,good
2024-05-05 12:00,1022.79,not evaluated,23.45,not evaluated,4.76,not evaluated,,,,
2024-05-05 12:00,,,,,,,0.74,good,0.65,good
2024-05-05 13:00,,,,,,,,,0.75,good
2024-05-05 13:00,,,,,,,0.79,good,,
2024-05-05 14:00,1023.35,not evaluated,24.54,not evaluated,5.57,not evaluated,,,,
2024-05-05 14:00,,,,,,,0.67,good,0.76,good
2024-05-05 15:00,,,,,,,0.40,good,,
2024-05-05 15:00,,,,,,,,,0.64,good
2024-05-05 16:00,1022.84,not evaluated,26.24,not evaluated,2.22,not evaluated,,,,
2024-05-05 16:00,,,,,,,0.08,good,,
2024-05-05 16:00,,,,,,,,,0.39,good
2024-05-05 17:00,,,,,,,-0.23,good,,
2024-05-05 17:00,,,,,,,,,-0.14,good
2024-05-05 18:00,1022.64,not evaluated,25.32,not evaluated,1.19,not evaluated,,,,
2024-05-05 18:00,,,,,,,-0.51,good,-0.52,good
2024-05-05 19:00,,,,,,,-0.66,good,,
