%
% SMC-23ST (34.258000 N -77.919900 E)
% SMC-23ST-WL (34.258000 N -77.919900 E)
% PBWL-00 is located near N 23rd St and Smith Creek.
% SMC-KERR-WL (34.262500 N -77.887700 E)
% PBWL-01 is located near Kerr Ave and Smith Creek.
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
% SMC-23ST-WL Water level (m) @ 0 m (depth)
% SMC-KERR-WL Water level (m) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality,SMC-23ST-WL Water level (m),SMC-23ST-WL Water level (m) quality,SMC-KERR-WL Water level (m),SMC-KERR-WL Water level (m) quality
2024-05-25 07:00,1013.69,not evaluated,23.53,not evaluated,1.40,not evaluated,,,,
2024-05-25 07:00,,,,,,,0.43,good,0.71,good
2024-05-25 07:30,1013.76,not evaluated,23.62,not evaluated,1.34,not evaluated,,,,
2024-05-25 08:00,1014.06,not evaluated,23.49,not evaluated,1.27,not evaluated,,,,
2024-05-25 08:00,,,,,,,0.15,good,0.51,good
2024-05-25 08:30,1014.17,not evaluated,23.26,not evaluated,1.18,not evaluated,,,,
2024-05-25 09:00,1014.45,not evaluated,23.18,not evaluated,1.10,not evaluated,,,,
2024-05-25 09:00,,,,,,,-0.17,good,0.07,good
2024-05-25 09:30,1014.33,not evaluated,22.91,not evaluated,1.03,not evaluated,,,,
2024-05-25 10:00,1014.77,not evaluated,22.75,not evaluated,0.98,not evaluated,,,,
2024-05-25 10:00,,,,,,,,,-0.43,good
2024-05-25 10:00,,,,,,,-0.48,good,,
2024-05-25 10:30,1014.91,not evaluated,22.88,not evaluated,0.96,not evaluated,,,,
2024-05-25 11:00,1015.26,not evaluated,22.80,not evaluated,0.96,not evaluated,,,,
2024-05-25 11:00,,,,,,,-0.55,good,-0.58,good
2024-05-25 11:30,1015.30,not evaluated,22.95,not evaluated,0.99,not evaluated,,,,
2024-05-25 12:00,1015.35,not evaluated,23.18,not evaluated,1.05,not evaluated,,,,
2024-05-25 12:00,,,,,,,-0.25,good,-0.30,good
2024-05-25 12:30,1015.47,not evaluated,23.34,not evaluated,1.09,not evaluated,,,,
2024-05-25 13:00,1015.38,not evaluated,23.69,not evaluated,1.15,not evaluated,,,,
2024-05-25 13:00,,,,,,,0.15,good,,
2024-05-25 13:00,,,,,,,,,0.07,good
2024-05-25 13:30,1015.48,not evaluated,24.08,not evaluated,1.20,not evaluated,,,,
2024-05-25 14:00,1015.47,not evaluated,24.88,not evaluated,1.26,not evaluated,,,,
2024-05-25 14:00,,,,,,,0.44,good,,
2024-05-25 14:00,,,,,,,,,0.37,good
2024-05-25 14:30,1015.42,not evaluated,25.63,not evaluated,1.29,not evaluated,,,,
2024-05-25 15:00,1015.60,not evaluated,26.35,not evaluated,1.32,not evaluated,,,,
2024-05-25 15:00,,,,,,,0.58,good,0.51,good
2024-05-25 15:30,1015.74,not evaluated,26.97,not evaluated,1.34,not evaluated,,,,
2024-05-25 16:00,1015.67,not evaluated,27.55,not evaluated,1.34,not evaluated,,,,
2024-05-25 16:00,,,,,,,0.65,good,0.61,good
2024-05-25 16:30,1015.43,not evaluated,28.10,not evaluated,1.33,not evaluated,,,,
2024-05-25 17:00,1015.37,not evaluated,28.50,not evaluated,1.33,not evaluated,,,,
2024-05-25 17:00,,,,,,,0.62,good,0.66,good
2024-05-25 17:30,1015.11,not evaluated,29.21,not evaluated,1.34,not evaluated,,,,
2024-05-25 18:00,1014.73,not evaluated,29.20,not evaluated,1.30,not evaluated,,,,
2024-05-25 18:00,,,,,,,0.43,good,0.57,good
2024-05-25 18:30,1014.57,not evaluated,29.81,not evaluated,1.25,not evaluated,,,,
2024-05-25 19:00,1014.13,not evaluated,29.94,not evaluated,1.18,not evaluated,,,,
2024-05-25 19:00,,,,,,,0.15,good,,
2024-05-25 19:00,,,,,,,,,0.33,good
2024-05-25 19:30,1013.57,not evaluated,30.30,not evaluated,1.12,not evaluated,,,,
2024-05-25 20:00,1013.21,not evaluated,29.36,not evaluated,1.06,not evaluated,,,,
2024-05-25 20:00,,,,,,,-0.14,good,,
2024-05-25 20:00,,,,,,,,,-0.12,good
2024-05-25 20:30,1013.12,not evaluated,29.13,not evaluated,1.01,not evaluated,,,,
2024-05-25 21:00,1013.48,not evaluated,28.45,not evaluated,0.98,not evaluated,,,,
2024-05-25 21:00,,,,,,,-0.39,good,-0.40,good
2024-05-25 21:30,1014.92,not evaluated,26.06,not evaluated,0.96,not evaluated,,,,
2024-05-25 22:00,1014.44,not evaluated,24.11,not evaluated,0.87,not evaluated,,,,
2024-05-25 22:00,,,,,,,-0.49,good,-0.44,good
2024-05-25 22:30,1015.44,not evaluated,24.34,not evaluated,0.90,not evaluated,,,,
2024-05-25 23:00,1015.50,not evaluated,23.18,not evaluated,0.89,not evaluated,,,,
2024-05-25 23:00,,,,,,,,,-0.51,good
2024-05-25 23:00,,,,,,,-0.50,good,,
2024-05-25 23:30,1015.21,not evaluated,23.50,not evaluated,0.89,not evaluated,,,,
2024-05-26 00:00,1015.28,not evaluated,23.60,not evaluated,0.96,not evaluated,,,,
2024-05-26 00:00,,,,,,,-0.03,good,-0.08,good
2024-05-26 00:30,1015.60,not evaluated,23.82,not evaluated,1.03,not evaluated,,,,
2024-05-26 01:00,1015.62,not evaluated,23.43,not evaluated,1.05,not evaluated,,,,
2024-05-26 01:00,,,,,,,0.37,good,,
2024-05-26 01:00,,,,,,,,,0.32,good
2024-05-26 01:30,1014.73,not evaluated,23.18,not evaluated,1.11,not evaluated,,,,
2024-05-26 02:00,1015.27,not evaluated,23.06,not evaluated,1.16,not evaluated,,,,
2024-05-26 02:00,,,,,,,0.55,good,0.50,good
2024-05-26 02:30,1015.78,not evaluated,23.07,not evaluated,1.21,not evaluated,,,,
2024-05-26 03:00,1015.56,not evaluated,23.17,not evaluated,1.23,not evaluated,,,,
2024-05-26 03:00,,,,,,,,,0.63,good
2024-05-26 03:00,,,,,,,0.69,good,,
2024-05-26 03:30,1015.33,not evaluated,23.60,not evaluated,1.24,not evaluated,,,,
2024-05-26 04:00,1015.23,not evaluated,23.61,not evaluated,1.24,not evaluated,,,,
2024-05-26 04:00,,,,,,,0.84,good,0.76,good
2024-05-26 04:30,1015.04,not evaluated,23.87,not evaluated,1.19,not evaluated,,,,
2024-05-26 05:00,1014.84,not evaluated,23.69,not evaluated,1.17,not evaluated,,,,
2024-05-26 05:00,,,,,,,,,0.86,good
2024-05-26 05:00,,,,,,,0.91,good,,
2024-05-26 05:30,1014.54,not evaluated,23.82,not evaluated,1.16,not evaluated,,,,
2024-05-26 06:00,1014.47,not evaluated,23.74,not evaluated,1.16,not evaluated,,,,
2024-05-26 06:00,,,,,,,0.84,good,0.90,good
2024-05-26 06:30,1014.19,not evaluated,23.47,not evaluated,1.21,not evaluated,,,,
2024-05-26 07:00,1014.07,not evaluated,22.87,not evaluated,1.21,not evaluated,,,,
2024-05-26 07:00,,,,,,,,,0.81,good
2024-05-26 07:00,,,,,,,0.64,good,,
2024-05-26 07:30,1013.95,not evaluated,23.07,not evaluated,1.18,not evaluated,,,,
2024-05-26 08:00,1014.30,not evaluated,23.47,not evaluated,1.09,not evaluated,,,,
2024-05-26 08:00,,,,,,,0.36,good,0.67,good
2024-05-26 08:30,1014.28,not evaluated,23.40,not evaluated,1.00,not evaluated,,,,
2024-05-26 09:00,1014.43,not evaluated,23.17,not evaluated,0.92,not evaluated,,,,
2024-05-26 09:00,,,,,,,0.05,good,0.45,good
2024-05-26 09:30,1014.66,not evaluated,23.02,not evaluated,0.83,not evaluated,,,,
2024-05-26 10:00,1014.77,not evaluated,22.94,not evaluated,0.74,not evaluated,,,,
2024-05-26 10:00,,,,,,,,,0.02,good
2024-05-26 10:00,,,,,,,-0.25,good,,
2024-05-26 10:30,1015.28,not evaluated,23.08,not evaluated,0.67,not evaluated,,,,
2024-05-26 11:00,1015.72,not evaluated,23.23,not evaluated,0.61,not evaluated,,,,
2024-05-26 11:00,,,,,,,-0.50,good,-0.38,good
2024-05-26 11:30,1016.06,not evaluated,23.61,not evaluated,0.58,not evaluated,,,,
2024-05-26 12:00,1015.97,not evaluated,24.13,not evaluated,0.57,not evaluated,,,,
2024-05-26 12:00,,,,,,,-0.47,good,,
2024-05-26 12:00,,,,,,,,,-0.50,good
2024-05-26 12:30,1016.31,not evaluated,24.59,not evaluated,0.63,not evaluated,,,,
2024-05-26 13:00,1016.03,not evaluated,24.98,not evaluated,0.71,not evaluated,,,,
2024-05-26 13:00,,,,,,,-0.09,good,-0.16,good
2024-05-26 13:30,1016.09,not evaluated,25.40,not evaluated,0.78,not evaluated,,,,
2024-05-26 14:00,1016.17,not evaluated,25.72,not evaluated,0.81,not evaluated,,,,
2024-05-26 14:00,,,,,,,0.33,good,0.26,good
2024-05-26 14:30,1016.30,not evaluated,26.13,not evaluated,0.89,not evaluated,,,,
2024-05-26 15:00,1015.97,not evaluated,26.49,not evaluated,0.95,not evaluated,,,,
2024-05-26 15:00,,,,,,,0.53,good,0.47,good
2024-05-26 15:30,1016.13,not evaluated,26.73,not evaluated,1.00,not evaluated,,,,
2024-05-26 16:00,1016.27,not evaluated,27.20,not evaluated,1.04,not evaluated,,,,
2024-05-26 16:00,,,,,,,,,0.58,good
2024-05-26 16:00,,,,,,,0.64,good,,
2024-05-26 16:30,1016.54,not evaluated,27.41,not evaluated,1.08,not evaluated,,,,
2024-05-26 17:00,1016.56,not evaluated,28.09,not evaluated,1.09,not evaluated,,,,
2024-05-26 17:00,,,,,,,0.70,good,0.67,good
2024-05-26 17:30,1016.40,not evaluated,28.01,not evaluated,1.10,not evaluated,,,,
2024-05-26 18:00,1016.09,not evaluated,28.19,not evaluated,1.08,not evaluated,,,,
2024-05-26 18:00,,,,,,,0.64,good,0.69,good
2024-05-26 18:30,1016.08,not evaluated,28.37,not evaluated,1.04,not evaluated,,,,
2024-05-26 19:00,1015.75,not evaluated,28.10,not evaluated,0.96,not evaluated,,,,
2024-05-26 19:00,,,,,,,0.44,good,,
2024-05-26 19:00,,,,,,,,,0.59,good
2024-05-26 19:30,1015.50,not evaluated,27.95,not evaluated,0.87,not evaluated,,,,
2024-05-26 20:00,1015.17,not evaluated,27.85,not evaluated,0.78,not evaluated,,,,
2024-05-26 20:00,,,,,,,0.15,good,0.37,good
2024-05-26 20:30,1014.97,not evaluated,27.86,not evaluated,0.69,not evaluated,,,,
2024-05-26 21:00,1014.95,not evaluated,28.55,not evaluated,0.61,not evaluated,,,,
2024-05-26 21:00,,,,,,,-0.14,good,-0.08,good
2024-05-26 21:30,1015.17,not evaluated,29.51,not evaluated,0.55,not evaluated,,,,
2024-05-26 22:00,1015.42,not evaluated,29.71,not evaluated,0.50,not evaluated,,,,
2024-05-26 22:00,,,,,,,-0.39,good,,
2024-05-26 22:00,,,,,,,,,-0.39,good
2024-05-26 22:30,1015.40,not evaluated,29.79,not evaluated,0.47,not evaluated,,,,
2024-05-26 23:00,1015.60,not evaluated,28.72,not evaluated,0.45,not evaluated,,,,
2024-05-26 23:00,,,,,,,-0.54,good,-0.56,good
2024-05-26 23:30,1015.96,not evaluated,28.18,not evaluated,0.44,not evaluated,,,,
2024-05-27 00:00,1016.09,not evaluated,27.60,not evaluated,0.49,not evaluated,,,,
2024-05-27 00:00,,,,,,,-0.37,good,-0.43,good
2024-05-27 00:30,1016.34,not evaluated,26.95,not evaluated,0.58,not evaluated,,,,
2024-05-27 01:00,1016.39,not evaluated,26.43,not evaluated,0.65,not evaluated,,,,
2024-05-27 01:00,,,,,,,0.06,good,,
2024-05-27 01:00,,,,,,,,,-0.02,good
2024-05-27 01:30,1016.78,not evaluated,26.06,not evaluated,0.74,not evaluated,,,,
2024-05-27 02:00,1016.78,not evaluated,25.81,not evaluated,0.82,not evaluated,,,,
2024-05-27 02:00,,,,,,,,,0.33,good
2024-05-27 02:00,,,,,,,0.41,good,,
2024-05-27 02:30,1017.02,not evaluated,25.62,not evaluated,0.88,not evaluated,,,,
2024-05-27 03:00,1016.82,not evaluated,25.37,not evaluated,0.94,not evaluated,,,,
2024-05-27 03:00,,,,,,,0.60,good,0.51,good
2024-05-27 03:30,1016.43,not evaluated,25.22,not evaluated,0.99,not evaluated,,,,
2024-05-27 04:00,1016.18,not evaluated,25.27,not evaluated,1.03,not evaluated,,,,
2024-05-27 04:00,,,,,,,0.75,good,0.64,good
2024-05-27 04:30,1016.01,not evaluated,25.29,not evaluated,1.04,not evaluated,,,,
2024-05-27 05:00,1016.38,not evaluated,25.09,not evaluated,1.01,not evaluated,,,,
2024-05-27 05:00,,,,,,,,,0.76,good
2024-05-27 05:00,,,,,,,0.86,good,,
2024-05-27 05:30,1016.60,not evaluated,24.79,not evaluated,0.93,not evaluated,,,,
2024-05-27 06:00,1016.26,not evaluated,24.49,not evaluated,0.87,not evaluated,,,,
2024-05-27 06:00,,,,,,,0.89,good,0.86,good
2024-05-27 06:30,1016.44,not evaluated,24.72,not evaluated,0.84,not evaluated,,,,
2024-05-27 07:00,1016.06,not evaluated,24.69,not evaluated,0.93,not evaluated,,,,
2024-05-27 07:00,,,,,,,0.79,good,0.86,good
2024-05-27 07:30,1015.99,not evaluated,24.82,not evaluated,1.00,not evaluated,,,,
2024-05-27 08:00,1016.11,not evaluated,24.63,not evaluated,1.01,not evaluated,,,,
2024-05-27 08:00,,,,,,,,,0.75,good
2024-05-27 08:00,,,,,,,0.59,good,,
2024-05-27 08:30,1015.53,not evaluated,24.57,not evaluated,0.96,not evaluated,,,,
2024-05-27 09:00,1015.36,not evaluated,24.36,not evaluated,0.87,not evaluated,,,,
2024-05-27 09:00,,,,,,,,,0.60,good
2024-05-27 09:00,,,,,,,0.30,good,,
2024-05-27 09:30,1015.39,not evaluated,24.31,not evaluated,0.76,not evaluated,,,,
2024-05-27 10:00,1015.12,not evaluated,24.61,not evaluated,0.66,not evaluated,,,,
2024-05-27 10:00,,,,,,,-0.01,good,0.31,good
2024-05-27 10:30,1015.14,not evaluated,24.31,not evaluated,0.57,not evaluated,,,,
2024-05-27 11:00,1015.29,not evaluated,24.84,not evaluated,0.50,not evaluated,,,,
2024-05-27 11:00,,,,,,,,,-0.22,good
2024-05-27 11:00,,,,,,,-0.31,good,,
2024-05-27 11:30,1015.48,not evaluated,25.14,not evaluated,0.45,not evaluated,,,,
2024-05-27 12:00,1015.94,not evaluated,25.68,not evaluated,0.43,not evaluated,,,,
2024-05-27 12:00,,,,,,,,,-0.53,good
2024-05-27 12:00,,,,,,,-0.52,good,,
2024-05-27 12:30,1016.11,not evaluated,26.20,not evaluated,0.42,not evaluated,,,,
2024-05-27 13:00,1016.32,not evaluated,26.82,not evaluated,0.44,not evaluated,,,,
2024-05-27 13:00,,,,,,,-0.42,good,-0.46,good
2024-05-27 13:30,1016.67,not evaluated,27.43,not evaluated,0.52,not evaluated,,,,
2024-05-27 14:00,1016.66,not evaluated,28.08,not evaluated,0.58,not evaluated,,,,
2024-05-27 14:00,,,,,,,-0.00,good,-0.09,good
2024-05-27 14:30,1017.01,not evaluated,28.70,not evaluated,0.65,not evaluated,,,,
2024-05-27 15:00,1017.41,not evaluated,29.51,not evaluated,0.74,not evaluated,,,,
2024-05-27 15:00,,,,,,,,,0.30,good
2024-05-27 15:00,,,,,,,0.38,good,,
2024-05-27 15:30,1017.10,not evaluated,29.78,not evaluated,0.81,not evaluated,,,,
2024-05-27 16:00,1017.19,not evaluated,29.15,not evaluated,0.85,not evaluated,,,,
2024-05-27 16:00,,,,,,,0.56,good,0.48,good
2024-05-27 16:30,1016.35,not evaluated,27.38,not evaluated,0.90,not evaluated,,,,
2024-05-27 17:00,1016.00,not evaluated,28.19,not evaluated,0.93,not evaluated,,,,
2024-05-27 17:00,,,,,,,0.67,good,0.60,good
2024-05-27 17:30,1014.90,not evaluated,29.57,not evaluated,0.93,not evaluated,,,,
2024-05-27 18:00,1014.68,not evaluated,30.28,not evaluated,0.94,not evaluated,,,,
2024-05-27 18:00,,,,,,,0.71,good,0.68,good
2024-05-27 18:30,1012.85,not evaluated,30.92,not evaluated,0.94,not evaluated,,,,
2024-05-27 19:00,1012.90,not evaluated,30.93,not evaluated,0.93,not evaluated,,,,
2024-05-27 19:00,,,,,,,0.62,good,,
2024-05-27 19:00,,,,,,,,,0.68,good
2024-05-27 19:30,1013.65,not evaluated,30.38,not evaluated,0.90,not evaluated,,,,
2024-05-27 20:00,1013.83,not evaluated,29.92,not evaluated,0.83,not evaluated,,,,
2024-05-27 20:00,,,,,,,0.39,good,0.56,good
2024-05-27 20:30,1013.82,not evaluated,29.67,not evaluated,0.74,not evaluated,,,,
2024-05-27 21:00,1013.78,not evaluated,29.58,not evaluated,0.65,not evaluated,,,,
2024-05-27 21:00,,,,,,,,,0.28,good
2024-05-27 21:00,,,,,,,0.09,good,,
2024-05-27 21:30,1013.68,not evaluated,29.28,not evaluated,0.56,not evaluated,,,,
2024-05-27 22:00,1013.86,not evaluated,29.47,not evaluated,0.50,not evaluated,,,,
2024-05-27 22:00,,,,,,,-0.19,good,,
2024-05-27 22:00,,,,,,,,,-0.17,good
2024-05-27 22:30,1013.95,not evaluated,29.08,not evaluated,0.47,not evaluated,,,,
2024-05-27 23:00,1014.08,not evaluated,29.03,not evaluated,0.45,not evaluated,,,,
2024-05-27 23:00,,,,,,,-0.38,good,-0.39,good
2024-05-27 23:30,1014.22,not evaluated,28.29,not evaluated,0.44,not evaluated,,,,
2024-05-28 00:00,1014.43,not evaluated,27.79,not evaluated,0.43,not evaluated,,,,
2024-05-28 00:00,,,,,,,,,-0.45,good
2024-05-28 00:00,,,,,,,-0.40,good,,
2024-05-28 00:30,1014.54,not evaluated,27.36,not evaluated,0.46,not evaluated,,,,
2024-05-28 01:00,1014.98,not evaluated,26.90,not evaluated,0.48,not evaluated,,,,
2024-05-28 01:00,,,,,,,-0.26,good,-0.32,good
2024-05-28 01:30,1014.97,not evaluated,26.67,not evaluated,0.53,not evaluated,,,,
2024-05-28 02:00,1015.54,not evaluated,26.57,not evaluated,0.60,not evaluated,,,,
2024-05-28 02:00,,,,,,,0.07,good,,
2024-05-28 02:00,,,,,,,,,0.01,good
2024-05-28 02:30,1015.85,not evaluated,26.52,not evaluated,0.67,not evaluated,,,,
2024-05-28 03:00,1015.96,not evaluated,26.52,not evaluated,0.74,not evaluated,,,,
2024-05-28 03:00,,,,,,,,,0.32,good
2024-05-28 03:00,,,,,,,0.40,good,,
2024-05-28 03:30,1016.07,not evaluated,26.45,not evaluated,0.79,not evaluated,,,,
2024-05-28 04:00,1015.83,not evaluated,26.49,not evaluated,0.83,not evaluated,,,,
2024-05-28 04:00,,,,,,,,,0.49,good
2024-05-28 04:00,,,,,,,0.58,good,,
2024-05-28 04:30,1015.76,not evaluated,26.37,not evaluated,0.87,not evaluated,,,,
2024-05-28 05:00,1015.79,not evaluated,26.08,not evaluated,0.91,not evaluated,,,,
2024-05-28 05:00,,,,,,,0.71,good,0.62,good
2024-05-28 05:30,1015.62,not evaluated,25.86,not evaluated,0.92,not evaluated,,,,
2024-05-28 06:00,1015.51,not evaluated,25.73,not evaluated,0.95,not evaluated,,,,
2024-05-28 06:00,,,,,,,0.83,good,0.73,good
2024-05-28 06:30,1015.70,not evaluated,25.75,not evaluated,0.95,not evaluated,,,,
2024-05-28 07:00,1015.51,not evaluated,25.67,not evaluated,0.93,not evaluated,,,,
2024-05-28 07:00,,,,,,,,,0.82,good
2024-05-28 07:00,,,,,,,0.88,good,,
2024-05-28 07:30,1015.59,not evaluated,25.66,not evaluated,0.91,not evaluated,,,,
2024-05-28 08:00,1015.75,not evaluated,25.59,not evaluated,0.94,not evaluated,,,,
2024-05-28 08:00,,,,,,,0.77,good,0.85,good
2024-05-28 08:30,1015.21,not evaluated,25.45,not evaluated,0.94,not evaluated,,,,
2024-05-28 09:00,1014.49,not evaluated,25.39,not evaluated,0.90,not evaluated,,,,
2024-05-28 09:00,,,,,,,,,0.74,good
2024-05-28 09:00,,,,,,,0.55,good,,
2024-05-28 09:30,1015.37,not evaluated,25.33,not evaluated,0.84,not evaluated,,,,
2024-05-28 10:00,1015.50,not evaluated,25.45,not evaluated,0.76,not evaluated,,,,
2024-05-28 10:00,,,,,,,,,0.56,good
2024-05-28 10:00,,,,,,,0.24,good,,
2024-05-28 10:30,1015.26,not evaluated,25.20,not evaluated,0.67,not evaluated,,,,
2024-05-28 11:00,1015.64,not evaluated,25.16,not evaluated,0.58,not evaluated,,,,
2024-05-28 11:00,,,,,,,-0.07,good,0.20,good
2024-05-28 11:30,1015.75,not evaluated,25.30,not evaluated,0.51,not evaluated,,,,
2024-05-28 12:00,1016.16,not evaluated,25.54,not evaluated,0.45,not evaluated,,,,
2024-05-28 12:00,,,,,,,-0.40,good,-0.34,good
2024-05-28 12:30,1016.95,not evaluated,25.75,not evaluated,0.42,not evaluated,,,,
2024-05-28 13:00,1016.65,not evaluated,25.80,not evaluated,0.41,not evaluated,,,,
2024-05-28 13:00,,,,,,,-0.57,good,-0.58,good
2024-05-28 13:30,1016.55,not evaluated,25.93,not evaluated,0.40,not evaluated,,,,
2024-05-28 14:00,1016.55,not evaluated,26.35,not evaluated,0.44,not evaluated,,,,
2024-05-28 14:00,,,,,,,,,-0.44,good
2024-05-28 14:00,,,,,,,-0.40,good,,
2024-05-28 14:30,1016.64,not evaluated,26.72,not evaluated,0.49,not evaluated,,,,
2024-05-28 15:00,1016.85,not evaluated,27.05,not evaluated,0.55,not evaluated,,,,
2024-05-28 15:00,,,,,,,,,-0.08,good
2024-05-28 15:00,,,,,,,-0.02,good,,
2024-05-28 15:30,1016.90,not evaluated,27.53,not evaluated,0.61,not evaluated,,,,
2024-05-28 16:00,1016.85,not evaluated,27.93,not evaluated,0.66,not evaluated,,,,
2024-05-28 16:00,,,,,,,0.31,good,0.25,good
2024-05-28 16:30,1016.72,not evaluated,28.38,not evaluated,0.72,not evaluated,,,,
2024-05-28 17:00,1016.42,not evaluated,28.73,not evaluated,0.76,not evaluated,,,,
2024-05-28 17:00,,,,,,,0.51,good,0.44,good
2024-05-28 17:30,1016.02,not evaluated,28.90,not evaluated,0.80,not evaluated,,,,
2024-05-28 18:00,1015.69,not evaluated,29.22,not evaluated,0.83,not evaluated,,,,
2024-05-28 18:00,,,,,,,0.61,good,,
2024-05-28 18:00,,,,,,,,,0.55,good
2024-05-28 18:30,1015.98,not evaluated,28.82,not evaluated,0.85,not evaluated,,,,
2024-05-28 19:00,1015.83,not evaluated,28.92,not evaluated,0.86,not evaluated,,,,
2024-05-28 19:00,,,,,,,0.63,good,0.62,good
2024-05-28 19:30,1015.52,not evaluated,28.10,not evaluated,0.86,not evaluated,,,,
2024-05-28 20:00,1015.46,not evaluated,28.02,not evaluated,0.84,not evaluated,,,,
2024-05-28 20:00,,,,,,,0.56,good,0.60,good
2024-05-28 20:30,1015.63,not evaluated,27.87,not evaluated,0.80,not evaluated,,,,
2024-05-28 21:00,1015.02,not evaluated,27.21,not evaluated,0.73,not evaluated,,,,
2024-05-28 21:00,,,,,,,,,0.47,good
2024-05-28 21:00,,,,,,,0.34,good,,
2024-05-28 21:30,1014.88,not evaluated,28.23,not evaluated,0.66,not evaluated,,,,
2024-05-28 22:00,1015.12,not evaluated,28.94,not evaluated,0.58,not evaluated,,,,
2024-05-28 22:00,,,,,,,0.04,good,0.15,good
2024-05-28 22:30,1015.22,not evaluated,29.53,not evaluated,0.52,not evaluated,,,,
2024-05-28 23:00,1015.41,not evaluated,29.30,not evaluated,0.48,not evaluated,,,,
2024-05-28 23:00,,,,,,,,,-0.25,good
2024-05-28 23:00,,,,,,,-0.25,good,,
2024-05-28 23:30,1015.24,not evaluated,28.50,not evaluated,0.44,not evaluated,,,,
2024-05-29 00:00,1015.62,not evaluated,27.79,not evaluated,0.42,not evaluated,,,,
2024-05-29 00:00,,,,,,,-0.48,good,-0.49,good
2024-05-29 00:30,1016.02,not evaluated,27.23,not evaluated,0.41,not evaluated,,,,
2024-05-29 01:00,1016.12,not evaluated,26.86,not evaluated,0.40,not evaluated,,,,
2024-05-29 01:00,,,,,,,-0.59,good,-0.62,good
2024-05-29 01:30,1016.19,not evaluated,26.57,not evaluated,0.40,not evaluated,,,,
2024-05-29 02:00,1016.28,not evaluated,26.30,not evaluated,0.46,not evaluated,,,,
2024-05-29 02:00,,,,,,,-0.32,good,,
2024-05-29 02:00,,,,,,,,,-0.38,good
2024-05-29 02:30,1016.97,not evaluated,26.12,not evaluated,0.50,not evaluated,,,,
2024-05-29 03:00,1017.21,not evaluated,25.84,not evaluated,0.58,not evaluated,,,,
2024-05-29 03:00,,,,,,,0.08,good,0.01,good
2024-05-29 03:30,1017.30,not evaluated,25.69,not evaluated,0.64,not evaluated,,,,
2024-05-29 04:00,1017.42,not evaluated,25.37,not evaluated,0.70,not evaluated,,,,
2024-05-29 04:00,,,,,,,,,0.32,good
2024-05-29 04:00,,,,,,,0.39,good,,
2024-05-29 04:30,1017.31,not evaluated,25.42,not evaluated,0.74,not evaluated,,,,
2024-05-29 05:00,1017.13,not evaluated,25.82,not evaluated,0.78,not evaluated,,,,
2024-05-29 05:00,,,,,,,,,0.49,good
2024-05-29 05:00,,,,,,,0.57,good,,
2024-05-29 05:30,1016.96,not evaluated,25.97,not evaluated,0.81,not evaluated,,,,
2024-05-29 06:00,1016.59,not evaluated,25.66,not evaluated,0.86,not evaluated,,,,
2024-05-29 06:00,,,,,,,0.69,good,,
2024-05-29 06:00,,,,,,,,,0.60,good
2024-05-29 06:30,1016.65,not evaluated,24.57,not evaluated,0.90,not evaluated,,,,
2024-05-29 07:00,1016.63,not evaluated,24.62,not evaluated,0.91,not evaluated,,,,
2024-05-29 07:00,,,,,,,,,0.71,good
2024-05-29 07:00,,,,,,,0.80,good,,
2024-05-29 07:30,1016.69,not evaluated,24.42,not evaluated,0.90,not evaluated,,,,
2024-05-29 08:00,1016.67,not evaluated,23.91,not evaluated,0.86,not evaluated,,,,
2024-05-29 08:00,,,,,,,0.80,good,0.79,good
2024-05-29 08:30,1016.43,not evaluated,23.41,not evaluated,0.90,not evaluated,,,,
2024-05-29 09:00,1016.66,not evaluated,24.02,not evaluated,0.90,not evaluated,,,,
2024-05-29 09:00,,,,,,,0.64,good,0.74,good
2024-05-29 09:30,1016.81,not evaluated,23.80,not evaluated,0.84,not evaluated,,,,
2024-05-29 10:00,1017.15,not evaluated,22.71,not evaluated,0.78,not evaluated,,,,
2024-05-29 10:00,,,,,,,0.37,good,0.61,good
2024-05-29 10:30,1017.68,not evaluated,22.69,not evaluated,0.70,not evaluated,,,,
2024-05-29 11:00,1017.69,not evaluated,22.96,not evaluated,0.62,not evaluated,,,,
2024-05-29 11:00,,,,,,,0.07,good,0.37,good
2024-05-29 11:30,1017.58,not evaluated,23.47,not evaluated,0.55,not evaluated,,,,
2024-05-29 12:00,1017.58,not evaluated,24.47,not evaluated,0.49,not evaluated,,,,
2024-05-29 12:00,,,,,,,-0.23,not evaluated,-0.15,not evaluated
2024-05-29 12:30,1017.72,not evaluated,25.24,not evaluated,0.45,not evaluated,,,,
2024-05-29 13:00,1018.38,not evaluated,25.49,not evaluated,0.42,not evaluated,,,,
2024-05-29 13:00,,,,,,,,,-0.50,not evaluated
2024-05-29 13:00,,,,,,,-0.49,not evaluated,,
2024-05-29 13:30,1018.93,not evaluated,25.67,not evaluated,0.41,not evaluated,,,,
2024-05-29 14:00,1019.30,not evaluated,26.54,not evaluated,0.41,not evaluated,,,,
