%
% SMC-23ST (34.258000 N -77.919900 E)
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality
2024-04-26 16:00,,,,,1.73,not evaluated
2024-04-26 17:00,,,,,1.77,not evaluated
2024-04-26 18:00,,,,,1.28,not evaluated
2024-04-26 19:00,,,,,0.73,not evaluated
2024-04-26 20:00,,,20.99,not evaluated,0.51,not evaluated
2024-04-26 21:00,1028.95,not evaluated,21.59,not evaluated,0.40,not evaluated
2024-04-26 21:01,1028.97,not evaluated,22.13,not evaluated,0.40,not evaluated
2024-04-27 00:00,1029.67,not evaluated,19.53,not evaluated,0.46,not evaluated
2024-04-27 04:00,1031.00,not evaluated,18.25,not evaluated,2.24,not evaluated
2024-04-27 08:00,1030.14,not evaluated,16.22,not evaluated,1.55,not evaluated
2024-04-27 12:00,1031.54,not evaluated,17.38,not evaluated,0.43,not evaluated
2024-04-27 16:00,1033.00,not evaluated,21.57,not evaluated,1.54,not evaluated
2024-04-27 20:00,1031.56,not evaluated,21.58,not evaluated,0.72,not evaluated
2024-04-28 00:00,1031.44,not evaluated,20.10,not evaluated,0.40,not evaluated
2024-04-28 04:00,1030.44,not evaluated,19.46,not evaluated,1.73,not evaluated
2024-04-28 08:00,1028.18,not evaluated,17.95,not evaluated,1.90,not evaluated
2024-04-28 12:00,1029.43,not evaluated,18.10,not evaluated,0.47,not evaluated
2024-04-28 16:00,1029.14,not evaluated,21.99,not evaluated,1.29,not evaluated
2024-04-28 20:00,1027.60,not evaluated,23.44,not evaluated,1.02,not evaluated
2024-04-29 00:00,1026.95,not evaluated,21.68,not evaluated,0.44,not evaluated
2024-04-29 04:00,1026.04,not evaluated,19.50,not evaluated,1.43,not evaluated
2024-04-29 08:00,1023.91,not evaluated,18.43,not evaluated,2.67,not evaluated
2024-04-29 12:00,1024.58,not evaluated,19.01,not evaluated,0.55,not evaluated
2024-04-29 16:00,1024.95,not evaluated,23.16,not evaluated,1.02,not evaluated
2024-04-29 20:00,1022.91,not evaluated,24.94,not evaluated,1.61,not evaluated
2024-04-30 00:00,1022.24,not evaluated,22.17,not evaluated,0.54,not evaluated
2024-04-30 04:00,1022.06,not evaluated,20.62,not evaluated,1.19,not evaluated
2024-04-30 08:00,1020.89,not evaluated,19.40,not evaluated,3.31,not evaluated
2024-04-30 12:00,1021.58,not evaluated,20.61,not evaluated,0.75,not evaluated
2024-04-30 16:00,1020.80,not evaluated,24.59,not evaluated,0.84,not evaluated
2024-04-30 20:00,1018.53,not evaluated,25.83,not evaluated,2.06,not evaluated
2024-05-01 00:00,1018.54,not evaluated,23.54,not evaluated,0.73,not evaluated
2024-05-01 04:00,1018.86,not evaluated,21.42,not evaluated,0.92,not evaluated
2024-05-01 08:00,1017.68,not evaluated,20.89,not evaluated,3.38,not evaluated
2024-05-01 12:00,1019.22,not evaluated,20.84,not evaluated,1.14,not evaluated
2024-05-01 16:00,1018.55,not evaluated,23.68,not evaluated,0.64,not evaluated
2024-05-01 20:00,1017.05,not evaluated,24.84,not evaluated,2.20,not evaluated
2024-05-02 00:00,1017.86,not evaluated,23.10,not evaluated,0.99,not evaluated
2024-05-02 04:00,1018.60,not evaluated,21.54,not evaluated,0.66,not evaluated
2024-05-02 08:00,1018.20,not evaluated,21.00,not evaluated,2.47,not evaluated
2024-05-02 12:00,1019.50,not evaluated,21.30,not evaluated,1.95,not evaluated
2024-05-02 16:00,1020.43,not evaluated,25.10,not evaluated,0.62,not evaluated
2024-05-02 16:02,1020.41,not evaluated,25.59,not evaluated,0.62,not evaluated
2024-05-02 18:00,1019.43,not evaluated,26.11,not evaluated,1.02,not evaluated
2024-05-02 20:00,1018.50,not evaluated,26.07,not evaluated,2.11,not evaluated
2024-05-02 22:00,1018.64,not evaluated,26.75,not evaluated,3.15,not evaluated
2024-05-03 00:00,1019.04,not evaluated,24.44,not evaluated,1.98,not evaluated
2024-05-03 02:00,1019.70,not evaluated,22.64,not evaluated,0.95,not evaluated
2024-05-03 04:00,1019.80,not evaluated,22.04,not evaluated,0.71,not evaluated
2024-05-03 06:00,1019.04,not evaluated,21.54,not evaluated,1.00,not evaluated
2024-05-03 08:00,1018.31,not evaluated,21.32,not evaluated,2.12,not evaluated
2024-05-03 10:00,1019.25,not evaluated,20.43,not evaluated,3.72,not evaluated
2024-05-03 12:00,1020.78,not evaluated,20.99,not evaluated,4.06,not evaluated
2024-05-03 14:00,1021.31,not evaluated,23.58,not evaluated,1.50,not evaluated
2024-05-03 16:00,1021.04,not evaluated,25.54,not evaluated,0.82,not evaluated
2024-05-03 18:00,1020.41,not evaluated,26.34,not evaluated,0.81,not evaluated
2024-05-03 20:00,1019.75,not evaluated,27.28,not evaluated,1.88,not evaluated
2024-05-03 22:00,1019.87,not evaluated,27.31,not evaluated,3.22,not evaluated
2024-05-04 00:00,1020.13,not evaluated,25.04,not evaluated,4.40,not evaluated
2024-05-04 02:00,1020.96,not evaluated,23.86,not evaluated,1.97,not evaluated
2024-05-04 04:00,1021.03,not evaluated,23.15,not evaluated,0.98,not evaluated
2024-05-04 06:00,1020.89,not evaluated,22.44,not evaluated,0.80,not evaluated
2024-05-04 08:00,1020.54,not evaluated,21.73,not evaluated,1.53,not evaluated
2024-05-04 10:00,1021.21,not evaluated,21.16,not evaluated,2.97,not evaluated
2024-05-04 12:00,1022.37,not evaluated,22.57,not evaluated,4.89,not evaluated
2024-05-04 14:00,1023.35,not evaluated,24.38,not evaluated,2.73,not evaluated
2024-05-04 16:00,1023.46,not evaluated,25.67,not evaluated,1.13,not evaluated
2024-05-04 18:00,1022.99,not evaluated,25.65,not evaluated,0.83,not evaluated
2024-05-04 20:00,1022.43,not evaluated,25.65,not evaluated,1.37,not evaluated
2024-05-04 22:00,1022.04,not evaluated,24.93,not evaluated,2.88,not evaluated
2024-05-05 00:00,1022.06,not evaluated,24.13,not evaluated,5.07,not evaluated
2024-05-05 02:00,1023.04,not evaluated,23.69,not evaluated,4.48,not evaluated
2024-05-05 04:00,1022.71,not evaluated,23.37,not evaluated,1.68,not evaluated
2024-05-05 06:00,1022.20,not evaluated,23.18,not evaluated,1.06,not evaluated
2024-05-05 08:00,1021.79,not evaluated,22.98,not evaluated,1.22,not evaluated
2024-05-05 10:00,1022.10,not evaluated,22.87,not evaluated,2.69,not evaluated
2024-05-05 12:00,1022.79,not evaluated,23.45,not evaluated,4.76,not evaluated
2024-05-05 14:00,1023.35,not evaluated,24.54,not evaluated,5.57,not evaluated
2024-05-05 16:00,1022.84,not evaluated,26.24,not evaluated,2.22,not evaluated
2024-05-05 18:00,1022.64,not evaluated,25.32,not evaluated,1.19,not evaluated
2024-05-05 20:00,1021.83,not evaluated,26.18,not evaluated,1.12,not evaluated
2024-05-05 22:00,1021.86,not evaluated,26.61,not evaluated,2.67,not evaluated
2024-05-06 00:00,1022.05,not evaluated,24.44,not evaluated,4.74,not evaluated
2024-05-06 02:00,1022.66,not evaluated,23.30,not evaluated,7.34,not evaluated
2024-05-06 04:00,1022.23,not evaluated,23.12,not evaluated,3.52,not evaluated
2024-05-06 06:00,1021.55,not evaluated,23.09,not evaluated,1.59,not evaluated
2024-05-06 08:00,1021.30,not evaluated,22.57,not evaluated,1.19,not evaluated
2024-05-06 10:00,1021.20,not evaluated,22.49,not evaluated,2.09,not evaluated
2024-05-06 12:00,1021.59,not evaluated,23.22,not evaluated,3.80,not evaluated
2024-05-06 14:00,1021.55,not evaluated,24.32,not evaluated,5.70,not evaluated
2024-05-06 16:00,1021.26,not evaluated,23.14,not evaluated,3.32,not evaluated
2024-05-06 18:00,1020.26,not evaluated,25.16,not evaluated,1.50,not evaluated
2024-05-06 20:00,1018.79,not evaluated,26.76,not evaluated,1.16,not evaluated
2024-05-06 22:00,1019.17,not evaluated,25.37,not evaluated,2.04,not evaluated
2024-05-07 00:00,1018.09,not evaluated,21.36,not evaluated,3.92,not evaluated
2024-05-07 02:00,1018.11,not evaluated,21.73,not evaluated,6.81,not evaluated
2024-05-07 04:00,1017.59,not evaluated,22.51,not evaluated,5.48,not evaluated
2024-05-07 06:00,1015.82,not evaluated,22.37,not evaluated,2.27,not evaluated
2024-05-07 08:00,1015.41,not evaluated,21.94,not evaluated,1.30,not evaluated
2024-05-07 10:00,1015.65,not evaluated,21.15,not evaluated,1.46,not evaluated
2024-05-07 12:00,1016.29,not evaluated,21.47,not evaluated,2.74,not evaluated
2024-05-07 14:00,1015.62,not evaluated,22.38,not evaluated,4.49,not evaluated
2024-05-07 16:00,1015.29,not evaluated,25.61,not evaluated,4.16,not evaluated
2024-05-07 18:00,1013.71,not evaluated,26.47,not evaluated,1.71,not evaluated
2024-05-07 20:00,1012.51,not evaluated,27.82,not evaluated,1.18,not evaluated
2024-05-07 22:00,1012.28,not evaluated,27.93,not evaluated,1.41,not evaluated
2024-05-08 00:00,1013.04,not evaluated,25.69,not evaluated,2.94,not evaluated
2024-05-08 02:00,1013.12,not evaluated,24.41,not evaluated,5.39,not evaluated
2024-05-08 04:00,1013.03,not evaluated,23.74,not evaluated,6.67,not evaluated
2024-05-08 06:00,1012.62,not evaluated,23.65,not evaluated,3.81,not evaluated
2024-05-08 08:00,1012.39,not evaluated,23.31,not evaluated,1.70,not evaluated
2024-05-08 10:00,1013.13,not evaluated,22.83,not evaluated,1.27,not evaluated
2024-05-08 12:00,1013.91,not evaluated,23.83,not evaluated,2.20,not evaluated
2024-05-08 14:00,1013.89,not evaluated,26.43,not evaluated,3.85,not evaluated
2024-05-08 16:00,1013.29,not evaluated,28.87,not evaluated,5.02,not evaluated
2024-05-08 18:00,1012.36,not evaluated,30.22,not evaluated,2.49,not evaluated
2024-05-08 20:00,1011.64,not evaluated,30.05,not evaluated,1.44,not evaluated
2024-05-08 22:00,1011.82,not evaluated,28.00,not evaluated,1.29,not evaluated
2024-05-09 00:00,1013.47,not evaluated,22.61,not evaluated,2.61,not evaluated
2024-05-09 02:00,1012.76,not evaluated,22.87,not evaluated,4.50,not evaluated
2024-05-09 04:00,1012.63,not evaluated,21.50,not evaluated,6.70,not evaluated
2024-05-09 06:00,1012.34,not evaluated,22.20,not evaluated,4.69,not evaluated
2024-05-09 08:00,1011.70,not evaluated,22.93,not evaluated,2.14,not evaluated
2024-05-09 10:00,1011.96,not evaluated,23.00,not evaluated,1.42,not evaluated
2024-05-09 12:00,1013.21,not evaluated,23.11,not evaluated,1.76,not evaluated
2024-05-09 14:00,1010.94,not evaluated,24.06,not evaluated,3.20,not evaluated
2024-05-09 16:00,1012.30,not evaluated,25.09,not evaluated,4.46,not evaluated
2024-05-09 18:00,1009.68,not evaluated,25.77,not evaluated,3.43,not evaluated
2024-05-09 20:00,1009.85,not evaluated,26.67,not evaluated,1.71,not evaluated
2024-05-09 22:00,1006.07,not evaluated,25.60,not evaluated,1.33,not evaluated
2024-05-10 00:00,1008.56,not evaluated,24.48,not evaluated,1.91,not evaluated
2024-05-10 02:00,1009.16,not evaluated,23.77,not evaluated,3.48,not evaluated
2024-05-10 04:00,1008.81,not evaluated,22.53,not evaluated,5.64,not evaluated
2024-05-10 06:00,1008.98,not evaluated,21.25,not evaluated,6.12,not evaluated
2024-05-10 08:00,1008.37,not evaluated,20.66,not evaluated,3.20,not evaluated
2024-05-10 10:00,1008.32,not evaluated,20.31,not evaluated,1.66,not evaluated
2024-05-10 12:00,1008.61,not evaluated,20.62,not evaluated,1.51,not evaluated
2024-05-10 14:00,1008.82,not evaluated,23.23,not evaluated,2.55,not evaluated
2024-05-10 16:00,1009.37,not evaluated,25.07,not evaluated,3.93,not evaluated
2024-05-10 18:00,1007.51,not evaluated,24.36,not evaluated,4.74,not evaluated
2024-05-10 20:00,1005.34,not evaluated,24.47,not evaluated,2.45,not evaluated
2024-05-10 22:00,1004.40,not evaluated,25.44,not evaluated,1.53,not evaluated
2024-05-11 00:00,1005.86,not evaluated,20.47,not evaluated,1.72,not evaluated
2024-05-11 02:00,1008.42,not evaluated,18.99,not evaluated,3.04,not evaluated
2024-05-11 04:00,1009.64,not evaluated,19.51,not evaluated,4.19,not evaluated
2024-05-11 06:00,1010.82,not evaluated,19.92,not evaluated,5.24,not evaluated
2024-05-11 08:00,1011.65,not evaluated,19.15,not evaluated,3.36,not evaluated
2024-05-11 10:00,1012.23,not evaluated,18.06,not evaluated,1.70,not evaluated
2024-05-11 12:00,1013.75,not evaluated,18.27,not evaluated,1.34,not evaluated
2024-05-11 14:00,1014.63,not evaluated,19.07,not evaluated,1.89,not evaluated
2024-05-11 16:00,1014.62,not evaluated,19.46,not evaluated,3.01,not evaluated
2024-05-11 18:00,1013.75,not evaluated,20.11,not evaluated,4.15,not evaluated
2024-05-11 20:00,1012.87,not evaluated,21.34,not evaluated,2.95,not evaluated
2024-05-11 22:00,1013.11,not evaluated,21.35,not evaluated,1.60,not evaluated
2024-05-12 00:00,1013.59,not evaluated,20.41,not evaluated,1.37,not evaluated
2024-05-12 02:00,1013.94,not evaluated,19.23,not evaluated,1.97,not evaluated
2024-05-12 04:00,1014.25,not evaluated,18.79,not evaluated,3.56,not evaluated
2024-05-12 06:00,1014.15,not evaluated,18.86,not evaluated,5.46,not evaluated
2024-05-12 08:00,1013.73,not evaluated,19.14,not evaluated,5.24,not evaluated
2024-05-12 10:00,1014.22,not evaluated,18.20,not evaluated,2.69,not evaluated
2024-05-12 12:00,1015.69,not evaluated,18.18,not evaluated,1.58,not evaluated
2024-05-12 14:00,1016.27,not evaluated,21.36,not evaluated,1.71,not evaluated
2024-05-12 16:00,1016.20,not evaluated,23.06,not evaluated,2.65,not evaluated
2024-05-12 18:00,1015.23,not evaluated,24.25,not evaluated,3.59,not evaluated
2024-05-12 20:00,1014.50,not evaluated,25.09,not evaluated,3.53,not evaluated
2024-05-12 22:00,1014.79,not evaluated,26.33,not evaluated,1.91,not evaluated
2024-05-13 00:00,1015.98,not evaluated,23.70,not evaluated,1.46,not evaluated
2024-05-13 02:00,1017.78,not evaluated,21.05,not evaluated,1.74,not evaluated
2024-05-13 04:00,1018.77,not evaluated,19.79,not evaluated,2.87,not evaluated
2024-05-13 06:00,1018.91,not evaluated,19.97,not evaluated,4.26,not evaluated
2024-05-13 08:00,1019.07,not evaluated,20.02,not evaluated,5.11,not evaluated
2024-05-13 10:00,1019.52,not evaluated,20.01,not evaluated,2.86,not evaluated
2024-05-13 12:00,1020.93,not evaluated,20.61,not evaluated,1.67,not evaluated
2024-05-13 14:00,1021.75,not evaluated,22.69,not evaluated,1.50,not evaluated
2024-05-13 16:00,1022.31,not evaluated,23.59,not evaluated,2.24,not evaluated
2024-05-13 18:00,1021.75,not evaluated,24.23,not evaluated,3.24,not evaluated
2024-05-13 20:00,1021.38,not evaluated,24.51,not evaluated,3.79,not evaluated
2024-05-13 22:00,1020.80,not evaluated,23.84,not evaluated,2.46,not evaluated
2024-05-14 00:00,1020.71,not evaluated,22.98,not evaluated,1.64,not evaluated
2024-05-14 02:00,1020.09,not evaluated,22.58,not evaluated,1.52,not evaluated
2024-05-14 04:00,1020.03,not evaluated,22.84,not evaluated,2.40,not evaluated
2024-05-14 06:00,1018.90,not evaluated,22.81,not evaluated,3.50,not evaluated
2024-05-14 08:00,1018.70,not evaluated,23.00,not evaluated,4.90,not evaluated
2024-05-14 10:00,1018.66,not evaluated,22.75,not evaluated,3.43,not evaluated
2024-05-14 12:00,1018.58,not evaluated,21.80,not evaluated,2.00,not evaluated
2024-05-14 14:00,1018.40,not evaluated,20.81,not evaluated,1.66,not evaluated
2024-05-14 16:00,1017.35,not evaluated,21.49,not evaluated,1.87,not evaluated
2024-05-14 18:00,1015.56,not evaluated,22.10,not evaluated,2.86,not evaluated
2024-05-14 20:00,1012.77,not evaluated,22.07,not evaluated,3.90,not evaluated
2024-05-14 22:00,1010.90,not evaluated,22.54,not evaluated,3.37,not evaluated
2024-05-15 00:00,1010.39,not evaluated,22.18,not evaluated,2.06,not evaluated
2024-05-15 02:00,1010.61,not evaluated,22.47,not evaluated,1.53,not evaluated
2024-05-15 04:00,1010.54,not evaluated,22.61,not evaluated,1.60,not evaluated
2024-05-15 06:00,1009.65,not evaluated,22.23,not evaluated,2.21,not evaluated
2024-05-15 08:00,1009.42,not evaluated,22.35,not evaluated,3.27,not evaluated
2024-05-15 10:00,1008.99,not evaluated,22.32,not evaluated,3.43,not evaluated
2024-05-15 12:00,1009.39,not evaluated,22.62,not evaluated,1.84,not evaluated
2024-05-15 14:00,1009.36,not evaluated,24.44,not evaluated,1.23,not evaluated
2024-05-15 16:00,1009.42,not evaluated,26.08,not evaluated,1.23,not evaluated
2024-05-15 18:00,1008.43,not evaluated,26.94,not evaluated,1.72,not evaluated
2024-05-15 20:00,1007.51,not evaluated,27.55,not evaluated,2.50,not evaluated
2024-05-15 22:00,1007.15,not evaluated,25.88,not evaluated,2.89,not evaluated
2024-05-16 00:00,1006.72,not evaluated,22.65,not evaluated,1.86,not evaluated
2024-05-16 02:00,1008.10,not evaluated,20.54,not evaluated,1.24,not evaluated
2024-05-16 04:00,1008.08,not evaluated,19.77,not evaluated,1.11,not evaluated
2024-05-16 06:00,1008.42,not evaluated,19.45,not evaluated,1.37,not evaluated
2024-05-16 08:00,1008.92,not evaluated,19.77,not evaluated,1.87,not evaluated
2024-05-16 10:00,1009.89,not evaluated,20.43,not evaluated,2.74,not evaluated
2024-05-16 12:00,1011.13,not evaluated,20.98,not evaluated,1.61,not evaluated
2024-05-16 14:00,1011.65,not evaluated,22.23,not evaluated,0.96,not evaluated
2024-05-16 16:00,1011.53,not evaluated,23.75,not evaluated,0.83,not evaluated
2024-05-16 18:00,1011.33,not evaluated,25.14,not evaluated,1.12,not evaluated
2024-05-16 20:00,1011.09,not evaluated,25.59,not evaluated,1.61,not evaluated
2024-05-16 22:00,1011.79,not evaluated,26.04,not evaluated,2.49,not evaluated
2024-05-17 00:00,1013.06,not evaluated,24.99,not evaluated,2.41,not evaluated
2024-05-17 02:00,1013.55,not evaluated,23.29,not evaluated,1.16,not evaluated
2024-05-17 04:00,1013.15,not evaluated,22.48,not evaluated,0.83,not evaluated
2024-05-17 06:00,1014.56,not evaluated,21.52,not evaluated,1.02,not evaluated
2024-05-17 08:00,1013.67,not evaluated,21.28,not evaluated,1.61,not evaluated
2024-05-17 10:00,1014.07,not evaluated,21.05,not evaluated,2.31,not evaluated
2024-05-17 12:00,1015.70,not evaluated,22.29,not evaluated,1.62,not evaluated
2024-05-17 14:00,1016.50,not evaluated,24.49,not evaluated,0.96,not evaluated
2024-05-17 16:00,1017.08,not evaluated,25.43,not evaluated,0.74,not evaluated
2024-05-17 18:00,1017.22,not evaluated,24.03,not evaluated,0.74,not evaluated
2024-05-17 18:01,1017.25,not evaluated,24.43,not evaluated,0.74,not evaluated
2024-05-17 19:00,1016.03,not evaluated,25.16,not evaluated,0.99,not evaluated
2024-05-17 20:00,1016.07,not evaluated,25.57,not evaluated,1.30,not evaluated
2024-05-17 21:00,1015.61,not evaluated,24.83,not evaluated,1.68,not evaluated
2024-05-17 22:00,1015.72,not evaluated,24.18,not evaluated,2.13,not evaluated
2024-05-17 23:00,1015.97,not evaluated,23.72,not evaluated,2.70,not evaluated
2024-05-18 00:00,1016.41,not evaluated,23.39,not evaluated,2.99,not evaluated
2024-05-18 01:00,1016.35,not evaluated,23.27,not evaluated,2.15,not evaluated
2024-05-18 02:00,1016.45,not evaluated,23.27,not evaluated,1.49,not evaluated
2024-05-18 03:00,1017.13,not evaluated,23.22,not evaluated,1.06,not evaluated
2024-05-18 04:00,1016.88,not evaluated,23.12,not evaluated,0.84,not evaluated
2024-05-18 05:00,1016.28,not evaluated,22.96,not evaluated,0.79,not evaluated
2024-05-18 06:00,1015.39,not evaluated,23.06,not evaluated,0.87,not evaluated
2024-05-18 07:00,1014.96,not evaluated,23.11,not evaluated,1.08,not evaluated
2024-05-18 08:00,1014.44,not evaluated,23.29,not evaluated,1.49,not evaluated
2024-05-18 09:00,1015.23,not evaluated,23.17,not evaluated,1.83,not evaluated
2024-05-18 10:00,1015.30,not evaluated,23.28,not evaluated,2.41,not evaluated
2024-05-18 11:00,1016.20,not evaluated,23.36,not evaluated,2.92,not evaluated
2024-05-18 12:00,1016.31,not evaluated,23.76,not evaluated,3.03,not evaluated
2024-05-18 13:00,1016.36,not evaluated,24.73,not evaluated,2.47,not evaluated
2024-05-18 14:00,1015.82,not evaluated,25.40,not evaluated,1.76,not evaluated
2024-05-18 15:00,1016.14,not evaluated,26.25,not evaluated,1.24,not evaluated
2024-05-18 16:00,1016.31,not evaluated,26.30,not evaluated,0.90,not evaluated
2024-05-18 17:00,1016.12,not evaluated,25.65,not evaluated,0.78,not evaluated
2024-05-18 18:00,1015.88,not evaluated,25.51,not evaluated,0.80,not evaluated
2024-05-18 19:00,1014.99,not evaluated,26.43,not evaluated,0.97,not evaluated
2024-05-18 20:00,1014.70,not evaluated,27.14,not evaluated,1.26,not evaluated
2024-05-18 21:00,1014.18,not evaluated,26.66,not evaluated,1.71,not evaluated
2024-05-18 22:00,1013.04,not evaluated,25.63,not evaluated,2.11,not evaluated
2024-05-18 23:00,1012.62,not evaluated,25.44,not evaluated,2.62,not evaluated
2024-05-19 00:00,1013.40,not evaluated,25.05,not evaluated,3.31,not evaluated
2024-05-19 01:00,1012.85,not evaluated,24.79,not evaluated,3.20,not evaluated
2024-05-19 02:00,1014.01,not evaluated,24.50,not evaluated,2.35,not evaluated
2024-05-19 03:00,1014.00,not evaluated,24.31,not evaluated,1.75,not evaluated
2024-05-19 04:00,1014.66,not evaluated,23.82,not evaluated,1.24,not evaluated
2024-05-19 05:00,1014.91,not evaluated,23.84,not evaluated,0.91,not evaluated
2024-05-19 06:00,1014.38,not evaluated,23.43,not evaluated,0.81,not evaluated
2024-05-19 07:00,1014.24,not evaluated,23.26,not evaluated,0.85,not evaluated
2024-05-19 08:00,1013.50,not evaluated,22.98,not evaluated,1.04,not evaluated
2024-05-19 09:00,1013.76,not evaluated,22.92,not evaluated,1.39,not evaluated
2024-05-19 10:00,1014.21,not evaluated,22.75,not evaluated,1.76,not evaluated
2024-05-19 11:00,1015.39,not evaluated,22.37,not evaluated,2.11,not evaluated
2024-05-19 12:00,1015.87,not evaluated,21.63,not evaluated,2.40,not evaluated
2024-05-19 13:00,1016.76,not evaluated,21.28,not evaluated,2.44,not evaluated
2024-05-19 14:00,1016.24,not evaluated,21.34,not evaluated,1.94,not evaluated
2024-05-19 15:00,1016.89,not evaluated,21.27,not evaluated,1.43,not evaluated
2024-05-19 16:00,1016.56,not evaluated,21.88,not evaluated,0.98,not evaluated
2024-05-19 17:00,1016.34,not evaluated,22.56,not evaluated,0.81,not evaluated
2024-05-19 18:00,1016.35,not evaluated,22.17,not evaluated,0.74,not evaluated
2024-05-19 19:00,1016.19,not evaluated,22.07,not evaluated,0.73,not evaluated
2024-05-19 20:00,1015.83,not evaluated,22.04,not evaluated,0.98,not evaluated
2024-05-19 21:00,1016.15,not evaluated,22.35,not evaluated,1.33,not evaluated
2024-05-19 22:00,1016.40,not evaluated,22.39,not evaluated,1.75,not evaluated
2024-05-19 23:00,1016.70,not evaluated,22.43,not evaluated,2.17,not evaluated
2024-05-20 00:00,1016.93,not evaluated,21.87,not evaluated,2.74,not evaluated
2024-05-20 01:00,1017.25,not evaluated,21.87,not evaluated,2.68,not evaluated
2024-05-20 02:00,1017.82,not evaluated,21.81,not evaluated,2.69,not evaluated
2024-05-20 03:00,1018.03,not evaluated,21.42,not evaluated,2.40,not evaluated
2024-05-20 04:00,1017.88,not evaluated,21.01,not evaluated,1.78,not evaluated
2024-05-20 05:00,1018.04,not evaluated,20.32,not evaluated,1.25,not evaluated
2024-05-20 06:00,1017.75,not evaluated,20.18,not evaluated,0.96,not evaluated
2024-05-20 07:00,1017.11,not evaluated,19.65,not evaluated,0.87,not evaluated
2024-05-20 08:00,1016.74,not evaluated,19.60,not evaluated,0.99,not evaluated
2024-05-20 09:00,1016.79,not evaluated,19.32,not evaluated,1.21,not evaluated
2024-05-20 10:00,1016.94,not evaluated,19.16,not evaluated,1.59,not evaluated
2024-05-20 11:00,1017.58,not evaluated,18.23,not evaluated,1.90,not evaluated
2024-05-20 12:00,1018.47,not evaluated,19.63,not evaluated,2.20,not evaluated
2024-05-20 13:00,1018.29,not evaluated,20.16,not evaluated,2.30,not evaluated
2024-05-20 14:00,1018.20,not evaluated,21.21,not evaluated,2.28,not evaluated
2024-05-20 15:00,1018.68,not evaluated,22.24,not evaluated,1.94,not evaluated
2024-05-20 16:00,1018.60,not evaluated,22.72,not evaluated,1.51,not evaluated
2024-05-20 16:01,1018.58,not evaluated,23.05,not evaluated,1.49,not evaluated
2024-05-20 16:30,1018.49,not evaluated,22.80,not evaluated,1.27,not evaluated
2024-05-20 17:00,1018.42,not evaluated,22.84,not evaluated,1.08,not evaluated
2024-05-20 17:30,1018.49,not evaluated,22.84,not evaluated,0.96,not evaluated
2024-05-20 18:00,1018.36,not evaluated,23.08,not evaluated,0.87,not evaluated
2024-05-20 18:30,1018.51,not evaluated,23.34,not evaluated,0.84,not evaluated
2024-05-20 19:00,1018.25,not evaluated,23.37,not evaluated,0.83,not evaluated
2024-05-20 19:30,1018.10,not evaluated,23.37,not evaluated,0.84,not evaluated
2024-05-20 20:00,1018.07,not evaluated,23.38,not evaluated,0.93,not evaluated
2024-05-20 20:30,1017.94,not evaluated,23.38,not evaluated,1.04,not evaluated
2024-05-20 21:00,1017.95,not evaluated,23.62,not evaluated,1.17,not evaluated
2024-05-20 21:30,1017.73,not evaluated,23.40,not evaluated,1.33,not evaluated
2024-05-20 22:00,1017.65,not evaluated,23.23,not evaluated,1.52,not evaluated
2024-05-20 22:30,1017.86,not evaluated,23.18,not evaluated,1.71,not evaluated
2024-05-20 23:00,1017.93,not evaluated,23.06,not evaluated,1.87,not evaluated
2024-05-20 23:30,1017.77,not evaluated,23.08,not evaluated,2.04,not evaluated
2024-05-21 00:00,1018.06,not evaluated,22.99,not evaluated,2.18,not evaluated
2024-05-21 00:30,1018.15,not evaluated,22.75,not evaluated,2.29,not evaluated
2024-05-21 01:00,1018.40,not evaluated,22.29,not evaluated,2.32,not evaluated
2024-05-21 01:30,1018.45,not evaluated,21.91,not evaluated,2.25,not evaluated
2024-05-21 02:00,1018.66,not evaluated,21.19,not evaluated,2.19,not evaluated
2024-05-21 02:30,1018.92,not evaluated,21.09,not evaluated,2.18,not evaluated
2024-05-21 03:00,1018.90,not evaluated,20.55,not evaluated,2.26,not evaluated
2024-05-21 03:30,1018.95,not evaluated,20.53,not evaluated,2.24,not evaluated
2024-05-21 04:00,1019.19,not evaluated,20.47,not evaluated,2.10,not evaluated
2024-05-21 04:30,1019.03,not evaluated,20.85,not evaluated,1.94,not evaluated
2024-05-21 05:00,1018.82,not evaluated,20.69,not evaluated,1.73,not evaluated
2024-05-21 05:30,1018.79,not evaluated,20.83,not evaluated,1.49,not evaluated
2024-05-21 06:00,1018.68,not evaluated,20.36,not evaluated,1.30,not evaluated
2024-05-21 06:30,1018.41,not evaluated,20.34,not evaluated,1.14,not evaluated
2024-05-21 07:00,1018.16,not evaluated,19.50,not evaluated,1.02,not evaluated
2024-05-21 07:30,1017.98,not evaluated,19.18,not evaluated,0.96,not evaluated
2024-05-21 08:00,1018.00,not evaluated,19.66,not evaluated,0.94,not evaluated
2024-05-21 08:30,1018.00,not evaluated,19.57,not evaluated,0.96,not evaluated
