%
% SMC-23ST (34.258000 N -77.919900 E)
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality
2024-09-24 15:30,1020.41,not evaluated,26.08,not evaluated,0.13,not evaluated
2024-09-24 16:00,1020.24,not evaluated,26.18,not evaluated,0.14,not evaluated
2024-09-24 16:30,1020.07,not evaluated,26.31,not evaluated,0.15,not evaluated
2024-09-24 17:00,1020.06,not evaluated,26.22,not evaluated,0.15,not evaluated
2024-09-24 17:30,1019.94,not evaluated,26.08,not evaluated,0.16,not evaluated
2024-09-24 18:00,1019.73,not evaluated,25.78,not evaluated,0.16,not evaluated
2024-09-24 18:30,1019.47,not evaluated,25.90,not evaluated,0.16,not evaluated
2024-09-24 19:00,1019.41,not evaluated,25.62,not evaluated,0.14,not evaluated
2024-09-24 19:30,1019.58,not evaluated,25.14,not evaluated,0.12,not evaluated
2024-09-24 20:00,1019.14,not evaluated,24.59,not evaluated,0.09,not evaluated
2024-09-24 20:30,1018.75,not evaluated,24.98,not evaluated,0.07,not evaluated
2024-09-24 21:00,1018.52,not evaluated,25.44,not evaluated,0.06,not evaluated
2024-09-24 21:30,1018.66,not evaluated,25.40,not evaluated,0.07,not evaluated
2024-09-24 22:00,1018.63,not evaluated,25.24,not evaluated,0.08,not evaluated
2024-09-24 22:30,1018.38,not evaluated,25.21,not evaluated,0.10,not evaluated
2024-09-24 23:00,1018.37,not evaluated,25.18,not evaluated,0.12,not evaluated
2024-09-24 23:30,1018.44,not evaluated,24.95,not evaluated,0.14,not evaluated
2024-09-25 00:00,1018.64,not evaluated,24.91,not evaluated,0.15,not evaluated
2024-09-25 00:30,1018.71,not evaluated,24.88,not evaluated,0.15,not evaluated
2024-09-25 01:00,1019.03,not evaluated,24.82,not evaluated,0.15,not evaluated
2024-09-25 01:30,1018.86,not evaluated,24.73,not evaluated,0.14,not evaluated
2024-09-25 02:00,1019.06,not evaluated,24.65,not evaluated,0.14,not evaluated
2024-09-25 02:30,1019.29,not evaluated,24.69,not evaluated,0.13,not evaluated
2024-09-25 03:00,1019.31,not evaluated,24.66,not evaluated,0.13,not evaluated
2024-09-25 03:30,1019.14,not evaluated,24.47,not evaluated,0.12,not evaluated
2024-09-25 04:00,1018.91,not evaluated,24.39,not evaluated,0.12,not evaluated
2024-09-25 04:30,1018.85,not evaluated,24.38,not evaluated,0.12,not evaluated
2024-09-25 05:00,1018.95,not evaluated,24.31,not evaluated,0.13,not evaluated
2024-09-25 05:30,1019.01,not evaluated,24.05,not evaluated,0.13,not evaluated
2024-09-25 06:00,1019.32,not evaluated,24.19,not evaluated,0.14,not evaluated
2024-09-25 06:30,1019.27,not evaluated,24.25,not evaluated,0.14,not evaluated
2024-09-25 07:00,1019.09,not evaluated,24.27,not evaluated,0.15,not evaluated
2024-09-25 07:30,1019.09,not evaluated,24.17,not evaluated,0.15,not evaluated
2024-09-25 08:00,1018.88,not evaluated,24.19,not evaluated,0.14,not evaluated
2024-09-25 08:30,1019.02,not evaluated,23.96,not evaluated,0.14,not evaluated
2024-09-25 09:00,1019.19,not evaluated,24.12,not evaluated,0.13,not evaluated
2024-09-25 09:30,1019.35,not evaluated,24.10,not evaluated,0.12,not evaluated
2024-09-25 10:00,1019.64,not evaluated,24.02,not evaluated,0.13,not evaluated
2024-09-25 10:30,1019.72,not evaluated,23.91,not evaluated,0.14,not evaluated
2024-09-25 11:00,1019.69,not evaluated,23.81,not evaluated,0.14,not evaluated
2024-09-25 11:30,1020.11,not evaluated,23.69,not evaluated,0.14,not evaluated
2024-09-25 12:00,1020.46,not evaluated,23.91,not evaluated,0.14,not evaluated
2024-09-25 12:30,1020.47,not evaluated,24.38,not evaluated,0.14,not evaluated
2024-09-25 13:00,1020.45,not evaluated,25.05,not evaluated,0.13,not evaluated
2024-09-25 13:30,1020.78,not evaluated,25.82,not evaluated,0.13,not evaluated
2024-09-25 14:00,1020.91,not evaluated,26.57,not evaluated,0.12,not evaluated
2024-09-25 14:30,1020.95,not evaluated,27.07,not evaluated,0.12,not evaluated
2024-09-25 15:00,1020.67,not evaluated,27.49,not evaluated,0.12,not evaluated
2024-09-25 15:30,1020.53,not evaluated,27.58,not evaluated,0.11,not evaluated
2024-09-25 16:00,1020.49,not evaluated,27.88,not evaluated,0.12,not evaluated
2024-09-25 16:30,1020.29,not evaluated,27.26,not evaluated,0.12,not evaluated
2024-09-25 17:00,1020.07,not evaluated,27.49,not evaluated,0.13,not evaluated
2024-09-25 17:30,1020.17,not evaluated,27.93,not evaluated,0.13,not evaluated
2024-09-25 18:00,1019.81,not evaluated,28.25,not evaluated,0.14,not evaluated
2024-09-25 18:30,1019.47,not evaluated,28.04,not evaluated,0.14,not evaluated
2024-09-25 19:00,1019.36,not evaluated,28.05,not evaluated,0.14,not evaluated
2024-09-25 19:30,1019.19,not evaluated,28.04,not evaluated,0.15,not evaluated
2024-09-25 20:00,1019.06,not evaluated,27.80,not evaluated,0.14,not evaluated
2024-09-25 20:30,1018.86,not evaluated,27.80,not evaluated,0.13,not evaluated
2024-09-25 21:00,1018.76,not evaluated,27.39,not evaluated,0.11,not evaluated
2024-09-25 21:30,1018.77,not evaluated,27.19,not evaluated,0.09,not evaluated
2024-09-25 22:00,1019.03,not evaluated,26.98,not evaluated,0.08,not evaluated
2024-09-25 22:30,1019.00,not evaluated,26.49,not evaluated,0.07,not evaluated
2024-09-25 23:00,1019.19,not evaluated,26.23,not evaluated,0.10,not evaluated
2024-09-25 23:30,1019.14,not evaluated,26.08,not evaluated,0.12,not evaluated
2024-09-26 00:00,1019.24,not evaluated,25.99,not evaluated,0.13,not evaluated
2024-09-26 00:30,1019.69,not evaluated,25.95,not evaluated,0.14,not evaluated
2024-09-26 01:00,1019.79,not evaluated,25.88,not evaluated,0.14,not evaluated
2024-09-26 01:30,1019.76,not evaluated,25.87,not evaluated,0.14,not evaluated
2024-09-26 02:00,1019.71,not evaluated,25.94,not evaluated,0.13,not evaluated
2024-09-26 02:30,1019.78,not evaluated,25.91,not evaluated,0.13,not evaluated
2024-09-26 03:00,1019.85,not evaluated,25.87,not evaluated,0.13,not evaluated
2024-09-26 03:30,1019.71,not evaluated,25.82,not evaluated,0.12,not evaluated
2024-09-26 04:00,1019.30,not evaluated,25.77,not evaluated,0.12,not evaluated
2024-09-26 04:30,1018.86,not evaluated,25.77,not evaluated,0.12,not evaluated
2024-09-26 05:00,1018.52,not evaluated,25.77,not evaluated,0.11,not evaluated
2024-09-26 05:30,1018.51,not evaluated,25.72,not evaluated,0.12,not evaluated
2024-09-26 06:00,1018.58,not evaluated,25.65,not evaluated,0.12,not evaluated
2024-09-26 06:30,1018.44,not evaluated,25.72,not evaluated,0.13,not evaluated
2024-09-26 07:00,1018.03,not evaluated,25.68,not evaluated,0.13,not evaluated
2024-09-26 07:30,1017.98,not evaluated,25.63,not evaluated,0.14,not evaluated
2024-09-26 08:00,1017.73,not evaluated,25.64,not evaluated,0.14,not evaluated
2024-09-26 08:30,1017.57,not evaluated,25.59,not evaluated,0.14,not evaluated
2024-09-26 09:00,1017.56,not evaluated,25.50,not evaluated,0.13,not evaluated
2024-09-26 09:30,1017.52,not evaluated,25.56,not evaluated,0.13,not evaluated
2024-09-26 10:00,1017.18,not evaluated,25.40,not evaluated,0.12,not evaluated
2024-09-26 10:30,1017.63,not evaluated,25.30,not evaluated,0.12,not evaluated
2024-09-26 11:00,1017.83,not evaluated,25.27,not evaluated,0.12,not evaluated
2024-09-26 11:30,1018.02,not evaluated,25.33,not evaluated,0.13,not evaluated
2024-09-26 12:00,1017.95,not evaluated,25.45,not evaluated,0.13,not evaluated
2024-09-26 12:30,1017.99,not evaluated,25.73,not evaluated,0.14,not evaluated
2024-09-26 13:00,1018.21,not evaluated,25.91,not evaluated,0.13,not evaluated
2024-09-26 13:30,1018.47,not evaluated,26.28,not evaluated,0.13,not evaluated
2024-09-26 14:00,1018.40,not evaluated,26.64,not evaluated,0.13,not evaluated
2024-09-26 14:30,1018.65,not evaluated,27.12,not evaluated,0.12,not evaluated
2024-09-26 15:00,1018.63,not evaluated,27.26,not evaluated,0.12,not evaluated
2024-09-26 15:30,1018.57,not evaluated,27.42,not evaluated,0.11,not evaluated
2024-09-26 16:00,1018.26,not evaluated,27.41,not evaluated,0.11,not evaluated
2024-09-26 16:30,1018.13,not evaluated,27.24,not evaluated,0.11,not evaluated
2024-09-26 17:00,1017.97,not evaluated,27.23,not evaluated,0.11,not evaluated
2024-09-26 17:30,1017.87,not evaluated,27.49,not evaluated,0.12,not evaluated
2024-09-26 18:00,1017.52,not evaluated,27.32,not evaluated,0.12,not evaluated
2024-09-26 18:30,1017.22,not evaluated,27.20,not evaluated,0.13,not evaluated
2024-09-26 19:00,1017.33,not evaluated,27.31,not evaluated,0.13,not evaluated
2024-09-26 19:30,1017.17,not evaluated,27.34,not evaluated,0.14,not evaluated
2024-09-26 20:00,1016.83,not evaluated,27.10,not evaluated,0.14,not evaluated
2024-09-26 20:30,1016.64,not evaluated,26.95,not evaluated,0.14,not evaluated
2024-09-26 21:00,1016.43,not evaluated,26.89,not evaluated,0.13,not evaluated
2024-09-26 21:30,1016.34,not evaluated,26.78,not evaluated,0.12,not evaluated
2024-09-26 22:00,1016.47,not evaluated,26.66,not evaluated,0.10,not evaluated
2024-09-26 22:30,1016.23,not evaluated,26.43,not evaluated,0.09,not evaluated
2024-09-26 23:00,1016.43,not evaluated,26.28,not evaluated,0.07,not evaluated
2024-09-26 23:30,1016.22,not evaluated,26.18,not evaluated,0.07,not evaluated
2024-09-27 00:00,1016.02,not evaluated,26.12,not evaluated,0.09,not evaluated
2024-09-27 00:30,1016.27,not evaluated,26.19,not evaluated,0.11,not evaluated
2024-09-27 01:00,1016.39,not evaluated,26.34,not evaluated,0.12,not evaluated
2024-09-27 01:30,1016.24,not evaluated,26.34,not evaluated,0.13,not evaluated
2024-09-27 02:00,1015.91,not evaluated,26.38,not evaluated,0.13,not evaluated
2024-09-27 02:30,1016.09,not evaluated,26.41,not evaluated,0.13,not evaluated
2024-09-27 03:00,1015.96,not evaluated,26.45,not evaluated,0.13,not evaluated
2024-09-27 03:30,1015.64,not evaluated,26.36,not evaluated,0.13,not evaluated
2024-09-27 04:00,1015.45,not evaluated,26.36,not evaluated,0.12,not evaluated
2024-09-27 04:30,1015.15,not evaluated,26.37,not evaluated,0.12,not evaluated
2024-09-27 05:00,1014.72,not evaluated,26.37,not evaluated,0.11,not evaluated
2024-09-27 05:30,1014.23,not evaluated,26.38,not evaluated,0.11,not evaluated
2024-09-27 06:00,1013.72,not evaluated,26.39,not evaluated,0.12,not evaluated
2024-09-27 06:30,1013.30,not evaluated,26.39,not evaluated,0.12,not evaluated
2024-09-27 07:00,1012.67,not evaluated,26.40,not evaluated,0.12,not evaluated
2024-09-27 07:30,1012.36,not evaluated,26.41,not evaluated,0.13,not evaluated
2024-09-27 08:00,1011.85,not evaluated,26.45,not evaluated,0.13,not evaluated
2024-09-27 08:30,1011.67,not evaluated,26.48,not evaluated,0.13,not evaluated
2024-09-27 09:00,1011.35,not evaluated,26.58,not evaluated,0.13,not evaluated
2024-09-27 09:30,1011.14,not evaluated,26.63,not evaluated,0.13,not evaluated
2024-09-27 10:00,1010.75,not evaluated,26.62,not evaluated,0.12,not evaluated
2024-09-27 10:30,1010.47,not evaluated,26.64,not evaluated,0.11,not evaluated
2024-09-27 11:00,1010.50,not evaluated,26.70,not evaluated,0.11,not evaluated
2024-09-27 11:30,1010.07,not evaluated,26.72,not evaluated,0.09,not evaluated
2024-09-27 12:00,1010.21,not evaluated,26.84,not evaluated,0.08,not evaluated
2024-09-27 12:30,1009.81,not evaluated,26.98,not evaluated,0.09,not evaluated
2024-09-27 13:00,1010.03,not evaluated,27.10,not evaluated,0.10,not evaluated
2024-09-27 13:30,1009.89,not evaluated,27.23,not evaluated,0.11,not evaluated
2024-09-27 14:00,1009.66,not evaluated,27.14,not evaluated,0.12,not evaluated
2024-09-27 14:30,1009.49,not evaluated,26.96,not evaluated,0.12,not evaluated
2024-09-27 15:00,1009.38,not evaluated,27.25,not evaluated,0.13,not evaluated
2024-09-27 15:30,1009.03,not evaluated,27.54,not evaluated,0.13,not evaluated
2024-09-27 16:00,1009.28,not evaluated,27.53,not evaluated,0.13,not evaluated
2024-09-27 16:30,1008.50,not evaluated,26.84,not evaluated,0.13,not evaluated
2024-09-27 17:00,1009.29,not evaluated,26.72,not evaluated,0.12,not evaluated
2024-09-27 17:30,1009.17,not evaluated,27.08,not evaluated,0.12,not evaluated
2024-09-27 18:00,1008.77,not evaluated,27.37,not evaluated,0.12,not evaluated
2024-09-27 18:30,1008.41,not evaluated,27.91,not evaluated,0.12,not evaluated
2024-09-27 19:00,1008.62,not evaluated,28.23,not evaluated,0.12,not evaluated
2024-09-27 19:30,1008.51,not evaluated,28.44,not evaluated,0.12,not evaluated
2024-09-27 20:00,1008.71,not evaluated,28.62,not evaluated,0.12,not evaluated
2024-09-27 20:30,1009.01,not evaluated,28.77,not evaluated,0.13,not evaluated
2024-09-27 21:00,1009.29,not evaluated,28.68,not evaluated,0.13,not evaluated
2024-09-27 21:30,1009.46,not evaluated,28.43,not evaluated,0.13,not evaluated
2024-09-27 22:00,1009.69,not evaluated,28.50,not evaluated,0.12,not evaluated
2024-09-27 22:30,1009.96,not evaluated,29.88,not evaluated,0.12,not evaluated
2024-09-27 23:00,1010.38,not evaluated,28.27,not evaluated,0.11,not evaluated
2024-09-27 23:30,1010.80,not evaluated,27.29,not evaluated,0.10,not evaluated
2024-09-28 00:00,1011.19,not evaluated,26.96,not evaluated,0.09,not evaluated
2024-09-28 00:30,1011.76,not evaluated,26.82,not evaluated,0.09,not evaluated
2024-09-28 01:00,1012.21,not evaluated,26.66,not evaluated,0.10,not evaluated
2024-09-28 01:30,1012.44,not evaluated,26.40,not evaluated,0.11,not evaluated
2024-09-28 02:00,1012.78,not evaluated,26.19,not evaluated,0.12,not evaluated
2024-09-28 02:30,1013.07,not evaluated,26.12,not evaluated,0.12,not evaluated
2024-09-28 03:00,1013.29,not evaluated,25.75,not evaluated,0.12,not evaluated
2024-09-28 03:30,1013.62,not evaluated,25.63,not evaluated,0.12,not evaluated
2024-09-28 04:00,1013.72,not evaluated,25.50,not evaluated,0.12,not evaluated
2024-09-28 04:30,1013.73,not evaluated,25.50,not evaluated,0.12,not evaluated
2024-09-28 05:00,1013.62,not evaluated,25.23,not evaluated,0.11,not evaluated
2024-09-28 05:30,1013.55,not evaluated,24.95,not evaluated,0.11,not evaluated
2024-09-28 06:00,1013.27,not evaluated,24.82,not evaluated,0.10,not evaluated
2024-09-28 06:30,1013.09,not evaluated,24.63,not evaluated,0.10,not evaluated
2024-09-28 07:00,1013.00,not evaluated,24.68,not evaluated,0.10,not evaluated
2024-09-28 07:30,1012.81,not evaluated,24.47,not evaluated,0.10,not evaluated
2024-09-28 08:00,1012.87,not evaluated,24.49,not evaluated,0.11,not evaluated
2024-09-28 08:30,1012.80,not evaluated,24.35,not evaluated,0.11,not evaluated
2024-09-28 09:00,1013.09,not evaluated,24.50,not evaluated,0.11,not evaluated
2024-09-28 09:30,1013.55,not evaluated,24.57,not evaluated,0.12,not evaluated
2024-09-28 10:00,1013.81,not evaluated,24.51,not evaluated,0.12,not evaluated
2024-09-28 10:30,1014.25,not evaluated,24.50,not evaluated,0.12,not evaluated
2024-09-28 11:00,1014.72,not evaluated,24.48,not evaluated,0.12,not evaluated
2024-09-28 11:30,1014.96,not evaluated,24.28,not evaluated,0.12,not evaluated
2024-09-28 12:00,1015.36,not evaluated,24.35,not evaluated,0.12,not evaluated
2024-09-28 12:30,1015.69,not evaluated,24.61,not evaluated,0.12,not evaluated
2024-09-28 13:00,1016.01,not evaluated,24.98,not evaluated,0.12,not evaluated
2024-09-28 13:30,1016.36,not evaluated,25.33,not evaluated,0.12,not evaluated
2024-09-28 14:00,1016.13,not evaluated,25.71,not evaluated,0.12,not evaluated
2024-09-28 14:30,1016.37,not evaluated,26.18,not evaluated,0.12,not evaluated
2024-09-28 15:00,1016.31,not evaluated,26.52,not evaluated,0.12,not evaluated
2024-09-28 15:30,1016.35,not evaluated,26.98,not evaluated,0.12,not evaluated
2024-09-28 16:00,1016.41,not evaluated,27.40,not evaluated,0.11,not evaluated
2024-09-28 16:30,1016.42,not evaluated,27.73,not evaluated,0.11,not evaluated
2024-09-28 17:00,1016.11,not evaluated,27.97,not evaluated,0.10,not evaluated
2024-09-28 17:30,1015.72,not evaluated,28.34,not evaluated,0.10,not evaluated
2024-09-28 18:00,1015.48,not evaluated,28.33,not evaluated,0.10,not evaluated
2024-09-28 18:30,1015.18,not evaluated,28.16,not evaluated,0.10,not evaluated
2024-09-28 19:00,1014.87,not evaluated,28.17,not evaluated,0.10,not evaluated
2024-09-28 19:30,1015.00,not evaluated,28.15,not evaluated,0.10,not evaluated
2024-09-28 20:00,1014.81,not evaluated,27.83,not evaluated,0.10,not evaluated
2024-09-28 20:30,1014.86,not evaluated,27.66,not evaluated,0.11,not evaluated
2024-09-28 21:00,1014.65,not evaluated,27.64,not evaluated,0.11,not evaluated
2024-09-28 21:30,1014.50,not evaluated,27.39,not evaluated,0.12,not evaluated
2024-09-28 22:00,1014.44,not evaluated,27.56,not evaluated,0.12,not evaluated
2024-09-28 22:30,1014.44,not evaluated,28.87,not evaluated,0.12,not evaluated
2024-09-28 23:00,1014.63,not evaluated,27.11,not evaluated,0.12,not evaluated
2024-09-28 23:30,1014.68,not evaluated,26.62,not evaluated,0.12,not evaluated
2024-09-29 00:00,1014.90,not evaluated,26.48,not evaluated,0.11,not evaluated
2024-09-29 00:30,1015.28,not evaluated,26.30,not evaluated,0.10,not evaluated
2024-09-29 01:00,1015.44,not evaluated,26.19,not evaluated,0.10,not evaluated
2024-09-29 01:30,1015.63,not evaluated,25.96,not evaluated,0.09,not evaluated
2024-09-29 02:00,1015.79,not evaluated,25.89,not evaluated,0.10,not evaluated
2024-09-29 02:30,1015.80,not evaluated,25.89,not evaluated,0.12,not evaluated
2024-09-29 03:00,1015.89,not evaluated,25.92,not evaluated,0.12,not evaluated
2024-09-29 03:30,1015.89,not evaluated,25.76,not evaluated,0.12,not evaluated
2024-09-29 04:00,1015.69,not evaluated,25.59,not evaluated,0.12,not evaluated
2024-09-29 04:30,1015.52,not evaluated,25.48,not evaluated,0.12,not evaluated
2024-09-29 05:00,1015.40,not evaluated,25.28,not evaluated,0.11,not evaluated
2024-09-29 05:30,1015.16,not evaluated,25.01,not evaluated,0.11,not evaluated
2024-09-29 06:00,1015.04,not evaluated,24.97,not evaluated,0.11,not evaluated
2024-09-29 06:30,1014.79,not evaluated,24.87,not evaluated,0.10,not evaluated
2024-09-29 07:00,1014.52,not evaluated,24.72,not evaluated,0.09,not evaluated
2024-09-29 07:30,1013.97,not evaluated,24.63,not evaluated,0.10,not evaluated
2024-09-29 08:00,1014.03,not evaluated,24.78,not evaluated,0.10,not evaluated
2024-09-29 08:30,1014.04,not evaluated,24.78,not evaluated,0.10,not evaluated
2024-09-29 09:00,1014.21,not evaluated,24.63,not evaluated,0.11,not evaluated
2024-09-29 09:30,1014.32,not evaluated,24.50,not evaluated,0.11,not evaluated
2024-09-29 10:00,1014.50,not evaluated,24.29,not evaluated,0.12,not evaluated
2024-09-29 10:30,1014.65,not evaluated,24.19,not evaluated,0.12,not evaluated
2024-09-29 11:00,1014.72,not evaluated,24.04,not evaluated,0.12,not evaluated
2024-09-29 11:30,1015.03,not evaluated,23.96,not evaluated,0.12,not evaluated
2024-09-29 12:00,1015.34,not evaluated,24.12,not evaluated,0.12,not evaluated
2024-09-29 12:30,1015.71,not evaluated,24.47,not evaluated,0.11,not evaluated
2024-09-29 13:00,1015.77,not evaluated,25.00,not evaluated,0.10,not evaluated
2024-09-29 13:30,1015.99,not evaluated,25.66,not evaluated,0.10,not evaluated
2024-09-29 14:00,1015.93,not evaluated,26.16,not evaluated,0.11,not evaluated
2024-09-29 14:30,1015.96,not evaluated,26.58,not evaluated,0.11,not evaluated
2024-09-29 15:00,1015.79,not evaluated,26.85,not evaluated,0.12,not evaluated
2024-09-29 15:30,1015.83,not evaluated,26.86,not evaluated,0.12,not evaluated
2024-09-29 16:00,1015.83,not evaluated,26.78,not evaluated,0.12,not evaluated
2024-09-29 16:30,1015.71,not evaluated,27.01,not evaluated,0.12,not evaluated
2024-09-29 17:00,1015.66,not evaluated,27.75,not evaluated,0.11,not evaluated
2024-09-29 17:30,1015.37,not evaluated,27.46,not evaluated,0.11,not evaluated
2024-09-29 18:00,1015.06,not evaluated,27.42,not evaluated,0.11,not evaluated
2024-09-29 18:30,1014.60,not evaluated,27.95,not evaluated,0.10,not evaluated
2024-09-29 19:00,1014.22,not evaluated,28.21,not evaluated,0.10,not evaluated
2024-09-29 19:30,1014.01,not evaluated,28.37,not evaluated,0.10,not evaluated
2024-09-29 20:00,1014.03,not evaluated,29.04,not evaluated,0.10,not evaluated
2024-09-29 20:30,1013.95,not evaluated,28.98,not evaluated,0.10,not evaluated
2024-09-29 21:00,1013.91,not evaluated,28.18,not evaluated,0.11,not evaluated
2024-09-29 21:30,1013.91,not evaluated,28.68,not evaluated,0.11,not evaluated
2024-09-29 22:00,1014.37,not evaluated,29.66,not evaluated,0.12,not evaluated
2024-09-29 22:30,1014.58,not evaluated,29.92,not evaluated,0.12,not evaluated
2024-09-29 23:00,1014.62,not evaluated,27.63,not evaluated,0.12,not evaluated
2024-09-29 23:30,1014.75,not evaluated,26.69,not evaluated,0.12,not evaluated
2024-09-30 00:00,1015.09,not evaluated,26.23,not evaluated,0.11,not evaluated
2024-09-30 00:30,1015.33,not evaluated,25.87,not evaluated,0.09,not evaluated
2024-09-30 01:00,1015.44,not evaluated,25.56,not evaluated,0.08,not evaluated
2024-09-30 01:30,1015.71,not evaluated,25.38,not evaluated,0.07,not evaluated
2024-09-30 02:00,1015.82,not evaluated,25.21,not evaluated,0.06,not evaluated
2024-09-30 02:30,1016.02,not evaluated,25.18,not evaluated,0.07,not evaluated
2024-09-30 03:00,1015.98,not evaluated,25.07,not evaluated,0.08,not evaluated
2024-09-30 03:30,1016.22,not evaluated,25.02,not evaluated,0.10,not evaluated
2024-09-30 04:00,1016.29,not evaluated,24.94,not evaluated,0.11,not evaluated
2024-09-30 04:30,1016.49,not evaluated,24.88,not evaluated,0.11,not evaluated
2024-09-30 05:00,1016.20,not evaluated,24.74,not evaluated,0.11,not evaluated
2024-09-30 05:30,1016.09,not evaluated,24.66,not evaluated,0.11,not evaluated
2024-09-30 06:00,1015.96,not evaluated,24.74,not evaluated,0.11,not evaluated
2024-09-30 06:30,1016.06,not evaluated,24.64,not evaluated,0.11,not evaluated
2024-09-30 07:00,1016.08,not evaluated,24.57,not evaluated,0.10,not evaluated
2024-09-30 07:30,1015.91,not evaluated,24.48,not evaluated,0.10,not evaluated
2024-09-30 08:00,1016.05,not evaluated,24.59,not evaluated,0.10,not evaluated
2024-09-30 08:30,1016.08,not evaluated,24.49,not evaluated,0.10,not evaluated
2024-09-30 09:00,1016.13,not evaluated,24.51,not evaluated,0.10,not evaluated
2024-09-30 09:30,1016.38,not evaluated,24.47,not evaluated,0.10,not evaluated
2024-09-30 10:00,1016.48,not evaluated,24.41,not evaluated,0.11,not evaluated
2024-09-30 10:30,1016.73,not evaluated,24.36,not evaluated,0.11,not evaluated
2024-09-30 11:00,1016.80,not evaluated,24.26,not evaluated,0.12,not evaluated
2024-09-30 11:30,1017.22,not evaluated,24.34,not evaluated,0.11,not evaluated
2024-09-30 12:00,1017.43,not evaluated,24.60,not evaluated,0.11,not evaluated
2024-09-30 12:30,1017.34,not evaluated,25.04,not evaluated,0.11,not evaluated
2024-09-30 13:00,1017.45,not evaluated,25.72,not evaluated,0.10,not evaluated
2024-09-30 13:30,1017.70,not evaluated,26.32,not evaluated,0.09,not evaluated
2024-09-30 14:00,1017.80,not evaluated,26.89,not evaluated,0.08,not evaluated
2024-09-30 14:30,1017.77,not evaluated,27.40,not evaluated,0.08,not evaluated
2024-09-30 15:00,1017.71,not evaluated,27.85,not evaluated,0.09,not evaluated
2024-09-30 15:30,1017.60,not evaluated,27.65,not evaluated,0.10,not evaluated
2024-09-30 16:00,1017.30,not evaluated,28.29,not evaluated,0.11,not evaluated
2024-09-30 16:30,1016.85,not evaluated,28.58,not evaluated,0.11,not evaluated
2024-09-30 17:00,1016.64,not evaluated,29.01,not evaluated,0.12,not evaluated
2024-09-30 17:30,1016.21,not evaluated,29.31,not evaluated,0.11,not evaluated
2024-09-30 18:00,1015.85,not evaluated,29.27,not evaluated,0.11,not evaluated
2024-09-30 18:30,1015.50,not evaluated,29.93,not evaluated,0.11,not evaluated
2024-09-30 19:00,1015.40,not evaluated,29.56,not evaluated,0.10,not evaluated
2024-09-30 19:30,1015.14,not evaluated,29.63,not evaluated,0.10,not evaluated
2024-09-30 20:00,1015.01,not evaluated,29.76,not evaluated,0.10,not evaluated
2024-09-30 20:30,1015.06,not evaluated,29.57,not evaluated,0.10,not evaluated
2024-09-30 21:00,1014.81,not evaluated,29.09,not evaluated,0.10,not evaluated
2024-09-30 21:30,1014.93,not evaluated,29.08,not evaluated,0.11,not evaluated
2024-09-30 22:00,1015.16,not evaluated,30.65,not evaluated,0.11,not evaluated
2024-09-30 22:30,1015.19,not evaluated,31.38,not evaluated,0.11,not evaluated
2024-09-30 23:00,1015.18,not evaluated,28.70,not evaluated,0.11,not evaluated
2024-09-30 23:30,1015.25,not evaluated,27.37,not evaluated,0.11,not evaluated
2024-10-01 00:00,1015.36,not evaluated,26.79,not evaluated,0.11,not evaluated
2024-10-01 00:30,1015.34,not evaluated,26.53,not evaluated,0.10,not evaluated
2024-10-01 01:00,1015.34,not evaluated,26.32,not evaluated,0.09,not evaluated
2024-10-01 01:30,1015.54,not evaluated,26.09,not evaluated,0.08,not evaluated
2024-10-01 02:00,1015.60,not evaluated,25.87,not evaluated,0.07,not evaluated
2024-10-01 02:30,1015.67,not evaluated,25.72,not evaluated,0.06,not evaluated
2024-10-01 03:00,1015.75,not evaluated,25.54,not evaluated,0.06,not evaluated
2024-10-01 03:30,1015.83,not evaluated,25.39,not evaluated,0.07,not evaluated
2024-10-01 04:00,1016.03,not evaluated,25.36,not evaluated,0.08,not evaluated
2024-10-01 04:30,1016.04,not evaluated,25.29,not evaluated,0.09,not evaluated
2024-10-01 05:00,1015.97,not evaluated,25.32,not evaluated,0.10,not evaluated
2024-10-01 05:30,1015.63,not evaluated,25.05,not evaluated,0.11,not evaluated
2024-10-01 06:00,1015.59,not evaluated,24.86,not evaluated,0.11,not evaluated
2024-10-01 06:30,1015.51,not evaluated,24.61,not evaluated,0.11,not evaluated
2024-10-01 07:00,1015.12,not evaluated,24.44,not evaluated,0.11,not evaluated
2024-10-01 07:30,1015.02,not evaluated,24.35,not evaluated,0.10,not evaluated
2024-10-01 08:00,1014.85,not evaluated,24.35,not evaluated,0.10,not evaluated
2024-10-01 08:30,1014.78,not evaluated,24.05,not evaluated,0.10,not evaluated
2024-10-01 09:00,1014.76,not evaluated,23.98,not evaluated,0.10,not evaluated
2024-10-01 09:30,1014.90,not evaluated,23.79,not evaluated,0.10,not evaluated
2024-10-01 10:00,1015.14,not evaluated,23.74,not evaluated,0.10,not evaluated
2024-10-01 10:30,1015.34,not evaluated,23.66,not evaluated,0.11,not evaluated
