%
% MSNB_S (34.090600 N -77.867900 E)
% The MSBN-S Station is located on the southern end of Masonboro Island, NC. The station is a 10' tower with its meteorological sensor positioned approximately 8.4 feet above the primary sand dune. The station samples continuously at 1 Hz and averages the data every 6 minutes. Data is transmitted every 30 minutes. The installation and maintenance of the station is funded, in part, by grants from the National Science Foundation and U.S. Coastal Research Program. This site/dataset was established on 07/01/2021. Please be cautious in the vicinity of the station and do not climb on the tower or guy wires.
%
% MSNB_S Wind speed (m/s) @ 0 m (height)
% MSNB_S Rain (day) (m) @ 0 m (height)
%
Time (utc),MSNB_S Wind speed (m/s),MSNB_S Wind speed (m/s) quality,MSNB_S Rain (day) (m),MSNB_S Rain (day) (m) quality
2024-06-15 04:42,1.22,good,0.00,not evaluated
2024-06-15 04:48,1.19,good,0.00,not evaluated
2024-06-15 04:54,1.43,good,0.00,not evaluated
2024-06-15 05:00,1.63,good,0.00,not evaluated
2024-06-15 05:06,1.86,good,0.00,not evaluated
2024-06-15 05:12,1.85,good,0.00,not evaluated
2024-06-15 05:18,1.59,good,0.00,not evaluated
2024-06-15 05:24,1.43,good,0.00,not evaluated
2024-06-15 05:30,1.29,good,0.00,not evaluated
2024-06-15 05:36,1.45,good,0.00,not evaluated
2024-06-15 05:42,1.28,good,0.00,not evaluated
2024-06-15 05:48,1.08,good,0.00,not evaluated
2024-06-15 05:54,1.08,good,0.00,not evaluated
2024-06-15 06:00,1.16,good,0.00,not evaluated
2024-06-15 06:06,1.31,good,0.00,not evaluated
2024-06-15 06:12,1.07,good,0.00,not evaluated
2024-06-15 06:18,0.88,good,0.00,not evaluated
2024-06-15 06:24,0.59,good,0.00,not evaluated
2024-06-15 06:30,0.53,good,0.00,not evaluated
2024-06-15 06:36,0.74,good,0.00,not evaluated
2024-06-15 06:42,0.83,good,0.00,not evaluated
2024-06-15 06:48,1.05,good,0.00,not evaluated
2024-06-15 06:54,1.26,good,0.00,not evaluated
2024-06-15 07:00,1.06,good,0.00,not evaluated
2024-06-15 07:06,0.96,good,0.00,not evaluated
2024-06-15 07:12,0.89,good,0.00,not evaluated
2024-06-15 07:18,1.12,good,0.00,not evaluated
2024-06-15 07:24,1.12,good,0.00,not evaluated
2024-06-15 07:30,1.24,good,0.00,not evaluated
2024-06-15 07:36,1.16,good,0.00,not evaluated
2024-06-15 07:42,1.17,good,0.00,not evaluated
2024-06-15 07:48,1.14,good,0.00,not evaluated
2024-06-15 07:54,1.02,good,0.00,not evaluated
2024-06-15 08:00,0.96,good,0.00,not evaluated
2024-06-15 08:06,1.07,good,0.00,not evaluated
2024-06-15 08:12,1.06,good,0.00,not evaluated
2024-06-15 08:18,0.95,good,0.00,not evaluated
2024-06-15 08:24,0.99,good,0.00,not evaluated
2024-06-15 08:30,1.12,good,0.00,not evaluated
2024-06-15 08:36,1.15,good,0.00,not evaluated
2024-06-15 08:42,1.02,good,0.00,not evaluated
2024-06-15 08:48,1.22,good,0.00,not evaluated
2024-06-15 08:54,1.12,good,0.00,not evaluated
2024-06-15 09:00,1.22,good,0.00,not evaluated
2024-06-15 09:06,1.22,good,0.00,not evaluated
2024-06-15 09:12,1.17,good,0.00,not evaluated
2024-06-15 09:18,1.13,good,0.00,not evaluated
2024-06-15 09:24,1.04,good,0.00,not evaluated
2024-06-15 09:30,1.09,good,0.00,not evaluated
2024-06-15 09:36,1.02,good,0.00,not evaluated
2024-06-15 09:42,1.16,good,0.00,not evaluated
2024-06-15 09:48,1.12,good,0.00,not evaluated
2024-06-15 09:54,1.12,good,0.00,not evaluated
2024-06-15 10:00,1.22,good,0.00,not evaluated
2024-06-15 10:06,1.16,good,0.00,not evaluated
2024-06-15 10:12,1.14,good,0.00,not evaluated
2024-06-15 10:18,1.13,good,0.00,not evaluated
2024-06-15 10:24,1.17,good,0.00,not evaluated
2024-06-15 10:30,1.27,good,0.00,not evaluated
2024-06-15 10:36,1.34,good,0.00,not evaluated
2024-06-15 10:42,1.67,good,0.00,not evaluated
2024-06-15 10:48,1.76,good,0.00,not evaluated
2024-06-15 10:54,1.97,good,0.00,not evaluated
2024-06-15 11:00,1.98,good,0.00,not evaluated
2024-06-15 11:06,1.98,good,0.00,not evaluated
2024-06-15 11:12,2.37,good,0.00,not evaluated
2024-06-15 11:18,2.50,good,0.00,not evaluated
2024-06-15 11:24,2.80,good,0.00,not evaluated
2024-06-15 11:30,2.29,good,0.00,not evaluated
2024-06-15 11:36,2.60,good,0.00,not evaluated
2024-06-15 11:42,3.31,good,0.00,not evaluated
2024-06-15 11:48,3.99,good,0.00,not evaluated
2024-06-15 11:54,4.13,good,0.00,not evaluated
2024-06-15 12:00,4.51,good,0.00,not evaluated
2024-06-15 12:06,4.58,good,0.00,not evaluated
2024-06-15 12:12,4.42,good,0.00,not evaluated
2024-06-15 12:18,5.04,good,0.00,not evaluated
2024-06-15 12:24,5.26,good,0.00,not evaluated
2024-06-15 12:30,5.21,good,0.00,not evaluated
2024-06-15 12:36,4.96,good,0.00,not evaluated
2024-06-15 12:42,4.43,good,0.00,not evaluated
2024-06-15 12:48,5.04,good,0.00,not evaluated
2024-06-15 12:54,4.46,good,0.00,not evaluated
2024-06-15 13:00,4.76,good,0.00,not evaluated
2024-06-15 13:06,3.65,good,0.00,not evaluated
2024-06-15 13:12,3.78,good,0.00,not evaluated
2024-06-15 13:18,3.85,good,0.00,not evaluated
2024-06-15 13:24,3.14,good,0.00,not evaluated
2024-06-15 13:30,3.09,good,0.00,not evaluated
2024-06-15 13:36,3.20,good,0.00,not evaluated
2024-06-15 13:42,3.52,good,0.00,not evaluated
2024-06-15 13:48,2.76,good,0.00,not evaluated
2024-06-15 13:54,2.27,good,0.00,not evaluated
2024-06-15 14:00,2.50,good,0.00,not evaluated
2024-06-15 14:06,2.60,good,0.00,not evaluated
2024-06-15 14:12,3.00,good,0.00,not evaluated
2024-06-15 14:18,3.01,good,0.00,not evaluated
2024-06-15 14:24,2.91,good,0.00,not evaluated
2024-06-15 14:30,2.20,good,0.00,not evaluated
2024-06-15 14:36,2.34,good,0.00,not evaluated
2024-06-15 14:42,2.33,good,0.00,not evaluated
2024-06-15 14:48,2.42,good,0.00,not evaluated
2024-06-15 14:54,3.47,good,0.00,not evaluated
2024-06-15 15:00,3.42,good,0.00,not evaluated
2024-06-15 15:06,2.86,good,0.00,not evaluated
2024-06-15 15:12,2.72,good,0.00,not evaluated
2024-06-15 15:18,2.85,good,0.00,not evaluated
2024-06-15 15:24,2.61,good,0.00,not evaluated
2024-06-15 15:30,2.18,good,0.00,not evaluated
2024-06-15 15:36,1.51,good,0.00,not evaluated
2024-06-15 15:42,1.16,good,0.00,not evaluated
2024-06-15 15:48,1.28,good,0.00,not evaluated
2024-06-15 15:54,2.15,good,0.00,not evaluated
2024-06-15 16:00,2.93,good,0.00,not evaluated
2024-06-15 16:06,2.67,good,0.00,not evaluated
2024-06-15 16:12,2.38,good,0.00,not evaluated
2024-06-15 16:18,3.59,good,0.00,not evaluated
2024-06-15 16:24,3.24,good,0.00,not evaluated
2024-06-15 16:30,3.64,good,0.00,not evaluated
2024-06-15 16:36,3.41,good,0.00,not evaluated
2024-06-15 16:42,3.74,good,0.00,not evaluated
2024-06-15 16:48,3.94,good,0.00,not evaluated
2024-06-15 16:54,3.76,good,0.00,not evaluated
2024-06-15 17:00,3.71,good,0.00,not evaluated
2024-06-15 17:06,3.81,good,0.00,not evaluated
2024-06-15 17:12,3.62,good,0.00,not evaluated
2024-06-15 17:18,3.71,good,0.00,not evaluated
2024-06-15 17:24,3.90,good,0.00,not evaluated
2024-06-15 17:30,4.15,good,0.00,not evaluated
2024-06-15 17:36,4.30,good,0.00,not evaluated
2024-06-15 17:42,4.34,good,0.00,not evaluated
2024-06-15 17:48,3.93,good,0.00,not evaluated
2024-06-15 17:54,4.12,good,0.00,not evaluated
2024-06-15 18:00,3.92,good,0.00,not evaluated
2024-06-15 18:06,3.86,good,0.00,not evaluated
2024-06-15 18:12,3.77,good,0.00,not evaluated
2024-06-15 18:18,3.85,good,0.00,not evaluated
2024-06-15 18:24,3.87,good,0.00,not evaluated
2024-06-15 18:30,3.54,good,0.00,not evaluated
2024-06-15 18:36,3.69,good,0.00,not evaluated
2024-06-15 18:42,3.49,good,0.00,not evaluated
2024-06-15 18:48,3.55,good,0.00,not evaluated
2024-06-15 18:54,3.31,good,0.00,not evaluated
2024-06-15 19:00,2.98,good,0.00,not evaluated
2024-06-15 19:06,3.40,good,0.00,not evaluated
2024-06-15 19:12,3.57,good,0.00,not evaluated
2024-06-15 19:18,3.09,good,0.00,not evaluated
2024-06-15 19:24,3.35,good,0.00,not evaluated
2024-06-15 19:30,3.35,good,0.00,not evaluated
2024-06-15 19:36,2.83,good,0.00,not evaluated
2024-06-15 19:42,3.14,good,0.00,not evaluated
2024-06-15 19:48,3.48,good,0.00,not evaluated
2024-06-15 19:54,2.78,good,0.00,not evaluated
2024-06-15 20:00,2.79,good,0.00,not evaluated
2024-06-15 20:06,2.84,good,0.00,not evaluated
2024-06-15 20:12,2.98,good,0.00,not evaluated
2024-06-15 20:18,2.66,good,0.00,not evaluated
2024-06-15 20:24,2.20,good,0.00,not evaluated
2024-06-15 20:30,1.78,good,0.00,not evaluated
2024-06-15 20:36,1.78,good,0.00,not evaluated
2024-06-15 20:42,2.07,good,0.00,not evaluated
2024-06-15 20:48,1.90,good,0.00,not evaluated
2024-06-15 20:54,2.02,good,0.00,not evaluated
2024-06-15 21:00,2.29,good,0.00,not evaluated
2024-06-15 21:06,2.79,good,0.00,not evaluated
2024-06-15 21:12,2.38,good,0.00,not evaluated
2024-06-15 21:18,2.46,good,0.00,not evaluated
2024-06-15 21:24,2.25,good,0.00,not evaluated
2024-06-15 21:30,2.93,good,0.00,not evaluated
2024-06-15 21:36,3.21,good,0.00,not evaluated
2024-06-15 21:42,3.33,good,0.00,not evaluated
2024-06-15 21:48,2.65,good,0.00,not evaluated
2024-06-15 21:54,2.24,good,0.00,not evaluated
2024-06-15 22:00,2.60,good,0.00,not evaluated
2024-06-15 22:06,2.69,good,0.00,not evaluated
2024-06-15 22:12,3.13,good,0.00,not evaluated
2024-06-15 22:18,2.74,good,0.00,not evaluated
2024-06-15 22:24,2.47,good,0.00,not evaluated
2024-06-15 22:30,2.26,good,0.00,not evaluated
2024-06-15 22:36,2.15,good,0.00,not evaluated
2024-06-15 22:42,2.07,good,0.00,not evaluated
2024-06-15 22:48,2.18,good,0.00,not evaluated
2024-06-15 22:54,2.55,good,0.00,not evaluated
2024-06-15 23:00,2.26,good,0.00,not evaluated
2024-06-15 23:06,1.96,good,0.00,not evaluated
2024-06-15 23:12,2.09,good,0.00,not evaluated
2024-06-15 23:18,1.78,good,0.00,not evaluated
2024-06-15 23:24,1.67,good,0.00,not evaluated
2024-06-15 23:30,1.29,good,0.00,not evaluated
2024-06-15 23:36,1.40,good,0.00,not evaluated
2024-06-15 23:42,2.01,good,0.00,not evaluated
2024-06-15 23:48,1.90,good,0.00,not evaluated
2024-06-15 23:54,1.46,good,0.00,not evaluated
2024-06-16 00:00,1.69,good,0.00,not evaluated
2024-06-16 00:06,2.89,good,0.00,not evaluated
2024-06-16 00:12,2.93,good,0.00,not evaluated
2024-06-16 00:18,3.41,good,0.00,not evaluated
2024-06-16 00:24,3.27,good,0.00,not evaluated
2024-06-16 00:30,3.14,good,0.00,not evaluated
2024-06-16 00:36,3.69,good,0.00,not evaluated
2024-06-16 00:42,3.35,good,0.00,not evaluated
2024-06-16 00:48,3.45,good,0.00,not evaluated
2024-06-16 00:54,3.76,good,0.00,not evaluated
2024-06-16 01:00,4.23,good,0.00,not evaluated
2024-06-16 01:06,6.06,good,0.00,not evaluated
2024-06-16 01:12,7.49,good,0.00,not evaluated
2024-06-16 01:18,7.49,good,0.00,not evaluated
2024-06-16 01:24,7.70,good,0.00,not evaluated
2024-06-16 01:30,8.15,good,0.00,not evaluated
2024-06-16 01:36,7.60,good,0.00,not evaluated
2024-06-16 01:42,7.49,good,0.00,not evaluated
2024-06-16 01:48,7.51,good,0.00,not evaluated
2024-06-16 01:54,7.26,good,0.00,not evaluated
2024-06-16 02:00,7.76,good,0.00,not evaluated
2024-06-16 02:06,7.03,good,0.00,not evaluated
2024-06-16 02:12,7.42,good,0.00,not evaluated
2024-06-16 02:18,7.17,good,0.00,not evaluated
2024-06-16 02:24,7.55,good,0.00,not evaluated
2024-06-16 02:30,7.29,good,0.00,not evaluated
2024-06-16 02:36,6.84,good,0.00,not evaluated
2024-06-16 02:42,6.68,good,0.00,not evaluated
2024-06-16 02:48,7.21,good,0.00,not evaluated
2024-06-16 02:54,6.96,good,0.00,not evaluated
2024-06-16 03:00,6.58,good,0.00,not evaluated
2024-06-16 03:06,6.30,good,0.00,not evaluated
2024-06-16 03:12,6.21,good,0.00,not evaluated
2024-06-16 03:18,6.25,good,0.00,not evaluated
2024-06-16 03:24,6.31,good,0.00,not evaluated
2024-06-16 03:30,6.30,good,0.00,not evaluated
2024-06-16 03:36,6.44,good,0.00,not evaluated
2024-06-16 03:42,6.13,good,0.00,not evaluated
2024-06-16 03:48,6.28,good,0.00,not evaluated
2024-06-16 03:54,6.10,good,0.00,not evaluated
2024-06-16 04:00,6.70,good,0.00,not evaluated
2024-06-16 04:06,6.97,good,0.00,not evaluated
2024-06-16 04:12,6.39,good,0.00,not evaluated
2024-06-16 04:18,6.32,good,0.00,not evaluated
2024-06-16 04:24,6.77,good,0.00,not evaluated
2024-06-16 04:30,6.67,good,0.00,not evaluated
2024-06-16 04:36,5.98,good,0.00,not evaluated
2024-06-16 04:42,6.56,good,0.00,not evaluated
2024-06-16 04:48,6.69,good,0.00,not evaluated
2024-06-16 04:54,6.01,good,0.00,not evaluated
2024-06-16 05:00,6.41,good,0.00,not evaluated
2024-06-16 05:06,6.77,good,0.00,not evaluated
2024-06-16 05:12,6.97,good,0.00,not evaluated
2024-06-16 05:18,6.82,good,0.00,not evaluated
2024-06-16 05:24,6.53,good,0.00,not evaluated
2024-06-16 05:30,6.76,good,0.00,not evaluated
2024-06-16 05:36,6.63,good,0.00,not evaluated
2024-06-16 05:42,6.77,good,0.00,not evaluated
2024-06-16 05:48,6.57,good,0.00,not evaluated
2024-06-16 05:54,6.35,good,0.00,not evaluated
2024-06-16 06:00,6.36,good,0.00,not evaluated
2024-06-16 06:06,6.50,good,0.00,not evaluated
2024-06-16 06:12,6.19,good,0.00,not evaluated
2024-06-16 06:18,6.07,good,0.00,not evaluated
2024-06-16 06:24,6.01,good,0.00,not evaluated
2024-06-16 06:30,5.93,good,0.00,not evaluated
2024-06-16 06:36,5.93,good,0.00,not evaluated
2024-06-16 06:42,5.86,good,0.00,not evaluated
2024-06-16 06:48,5.49,good,0.00,not evaluated
2024-06-16 06:54,5.05,good,0.00,not evaluated
2024-06-16 07:00,4.79,good,0.00,not evaluated
2024-06-16 07:06,4.65,good,0.00,not evaluated
2024-06-16 07:12,5.01,good,0.00,not evaluated
2024-06-16 07:18,4.70,good,0.00,not evaluated
2024-06-16 07:24,4.46,good,0.00,not evaluated
2024-06-16 07:30,4.73,good,0.00,not evaluated
2024-06-16 07:36,4.53,good,0.00,not evaluated
2024-06-16 07:42,5.28,good,0.00,not evaluated
2024-06-16 07:48,5.84,good,0.00,not evaluated
2024-06-16 07:54,6.14,good,0.00,not evaluated
2024-06-16 08:00,6.38,good,0.00,not evaluated
2024-06-16 08:06,6.03,good,0.00,not evaluated
2024-06-16 08:12,5.58,good,0.00,not evaluated
2024-06-16 08:18,4.96,good,0.00,not evaluated
2024-06-16 08:24,5.25,good,0.00,not evaluated
2024-06-16 08:30,5.14,good,0.00,not evaluated
2024-06-16 08:36,4.95,good,0.00,not evaluated
2024-06-16 08:42,5.01,good,0.00,not evaluated
2024-06-16 08:48,4.78,good,0.00,not evaluated
2024-06-16 08:54,5.32,good,0.00,not evaluated
2024-06-16 09:00,5.71,good,0.00,not evaluated
2024-06-16 09:06,6.45,good,0.00,not evaluated
2024-06-16 09:12,6.11,good,0.00,not evaluated
2024-06-16 09:18,6.22,good,0.00,not evaluated
2024-06-16 09:24,5.38,good,0.00,not evaluated
2024-06-16 09:30,5.09,good,0.00,not evaluated
2024-06-16 09:36,5.18,good,0.00,not evaluated
2024-06-16 09:42,5.27,good,0.00,not evaluated
2024-06-16 09:48,5.17,good,0.00,not evaluated
2024-06-16 09:54,5.19,good,0.00,not evaluated
2024-06-16 10:00,5.35,good,0.00,not evaluated
2024-06-16 10:06,5.26,good,0.00,not evaluated
2024-06-16 10:12,5.96,good,0.00,not evaluated
2024-06-16 10:18,5.19,good,0.00,not evaluated
2024-06-16 10:24,5.22,good,0.00,not evaluated
2024-06-16 10:30,5.92,good,0.00,not evaluated
2024-06-16 10:36,6.36,good,0.00,not evaluated
2024-06-16 10:42,5.73,good,0.00,not evaluated
2024-06-16 10:48,5.48,good,0.00,not evaluated
2024-06-16 10:54,5.95,good,0.00,not evaluated
2024-06-16 11:00,6.32,good,0.00,not evaluated
2024-06-16 11:06,5.07,good,0.00,not evaluated
2024-06-16 11:12,5.13,good,0.00,not evaluated
2024-06-16 11:18,4.94,good,0.00,not evaluated
2024-06-16 11:24,4.75,good,0.00,not evaluated
2024-06-16 11:30,5.24,good,0.00,not evaluated
2024-06-16 11:36,5.21,good,0.00,not evaluated
2024-06-16 11:42,6.00,good,0.00,not evaluated
2024-06-16 11:48,6.08,good,0.00,not evaluated
2024-06-16 11:54,5.67,good,0.00,not evaluated
2024-06-16 12:00,5.45,good,0.00,not evaluated
2024-06-16 12:06,5.78,good,0.00,not evaluated
2024-06-16 12:12,5.54,good,0.00,not evaluated
2024-06-16 12:18,5.51,good,0.00,not evaluated
2024-06-16 12:24,5.63,good,0.00,not evaluated
2024-06-16 12:30,5.26,good,0.00,not evaluated
2024-06-16 12:36,5.38,good,0.00,not evaluated
2024-06-16 12:42,4.90,good,0.00,not evaluated
2024-06-16 12:48,5.03,good,0.00,not evaluated
2024-06-16 12:54,5.63,good,0.00,not evaluated
2024-06-16 13:00,5.75,good,0.00,not evaluated
2024-06-16 13:06,5.35,good,0.00,not evaluated
2024-06-16 13:12,5.54,good,0.00,not evaluated
2024-06-16 13:18,5.25,good,0.00,not evaluated
2024-06-16 13:24,6.49,good,0.00,not evaluated
2024-06-16 13:30,5.98,good,0.00,not evaluated
2024-06-16 13:36,5.47,good,0.00,not evaluated
2024-06-16 13:42,5.35,good,0.00,not evaluated
2024-06-16 13:48,5.40,good,0.00,not evaluated
2024-06-16 13:54,5.99,good,0.00,not evaluated
2024-06-16 14:00,6.37,good,0.00,not evaluated
2024-06-16 14:06,6.39,good,0.00,not evaluated
2024-06-16 14:12,6.08,good,0.00,not evaluated
2024-06-16 14:18,6.14,good,0.00,not evaluated
2024-06-16 14:24,6.13,good,0.00,not evaluated
2024-06-16 14:30,5.97,good,0.00,not evaluated
2024-06-16 14:36,5.76,good,0.00,not evaluated
2024-06-16 14:42,5.86,good,0.00,not evaluated
2024-06-16 14:48,5.99,good,0.00,not evaluated
2024-06-16 14:54,5.89,good,0.00,not evaluated
2024-06-16 15:00,5.79,good,0.00,not evaluated
2024-06-16 15:06,5.87,good,0.00,not evaluated
2024-06-16 15:12,5.59,good,0.00,not evaluated
2024-06-16 15:18,5.94,good,0.00,not evaluated
2024-06-16 15:24,5.88,good,0.00,not evaluated
2024-06-16 15:30,5.48,good,0.00,not evaluated
2024-06-16 15:36,5.27,good,0.00,not evaluated
2024-06-16 15:42,5.57,good,0.00,not evaluated
2024-06-16 15:48,5.87,good,0.00,not evaluated
2024-06-16 15:54,5.67,good,0.00,not evaluated
2024-06-16 16:00,5.83,good,0.00,not evaluated
2024-06-16 16:06,6.07,good,0.00,not evaluated
2024-06-16 16:12,5.83,good,0.00,not evaluated
2024-06-16 16:18,5.58,good,0.00,not evaluated
2024-06-16 16:24,5.52,good,0.00,not evaluated
2024-06-16 16:30,5.70,good,0.00,not evaluated
2024-06-16 16:36,5.48,good,0.00,not evaluated
2024-06-16 16:42,5.75,good,0.00,not evaluated
2024-06-16 16:48,6.05,good,0.00,not evaluated
2024-06-16 16:54,5.64,good,0.00,not evaluated
2024-06-16 17:00,5.54,good,0.00,not evaluated
2024-06-16 17:06,5.72,good,0.00,not evaluated
2024-06-16 17:12,5.50,good,0.00,not evaluated
2024-06-16 17:18,5.67,good,0.00,not evaluated
2024-06-16 17:24,5.80,good,0.00,not evaluated
2024-06-16 17:30,5.66,good,0.00,not evaluated
2024-06-16 17:36,5.76,good,0.00,not evaluated
2024-06-16 17:42,5.75,good,0.00,not evaluated
2024-06-16 17:48,5.39,good,0.00,not evaluated
2024-06-16 17:54,5.49,good,0.00,not evaluated
2024-06-16 18:00,5.55,good,0.00,not evaluated
2024-06-16 18:06,5.27,good,0.00,not evaluated
2024-06-16 18:12,5.61,good,0.00,not evaluated
2024-06-16 18:18,5.67,good,0.00,not evaluated
2024-06-16 18:24,5.83,good,0.00,not evaluated
2024-06-16 18:30,6.00,good,0.00,not evaluated
2024-06-16 18:36,6.09,good,0.00,not evaluated
2024-06-16 18:42,6.06,good,0.00,not evaluated
2024-06-16 18:48,5.96,good,0.00,not evaluated
2024-06-16 18:54,6.25,good,0.00,not evaluated
2024-06-16 19:00,6.17,good,0.00,not evaluated
2024-06-16 19:06,6.36,good,0.00,not evaluated
2024-06-16 19:12,6.24,good,0.00,not evaluated
2024-06-16 19:18,5.91,good,0.00,not evaluated
2024-06-16 19:24,6.42,good,0.00,not evaluated
2024-06-16 19:30,6.06,good,0.00,not evaluated
2024-06-16 19:36,6.15,good,0.00,not evaluated
2024-06-16 19:42,6.14,good,0.00,not evaluated
2024-06-16 19:48,6.32,good,0.00,not evaluated
2024-06-16 19:54,6.64,good,0.00,not evaluated
2024-06-16 20:00,6.33,good,0.00,not evaluated
2024-06-16 20:06,6.22,good,0.00,not evaluated
2024-06-16 20:12,6.13,good,0.00,not evaluated
2024-06-16 20:18,6.38,good,0.00,not evaluated
2024-06-16 20:24,6.20,good,0.00,not evaluated
2024-06-16 20:30,6.54,good,0.00,not evaluated
2024-06-16 20:36,6.27,good,0.00,not evaluated
2024-06-16 20:42,6.57,good,0.00,not evaluated
2024-06-16 20:48,6.35,good,0.00,not evaluated
2024-06-16 20:54,6.17,good,0.00,not evaluated
2024-06-16 21:00,6.06,good,0.00,not evaluated
2024-06-16 21:06,6.25,good,0.00,not evaluated
2024-06-16 21:12,6.30,good,0.00,not evaluated
2024-06-16 21:18,5.96,good,0.00,not evaluated
2024-06-16 21:24,6.56,good,0.00,not evaluated
2024-06-16 21:30,6.74,good,0.00,not evaluated
2024-06-16 21:36,6.62,good,0.00,not evaluated
2024-06-16 21:42,6.59,good,0.00,not evaluated
2024-06-16 21:48,6.54,good,0.00,not evaluated
2024-06-16 21:54,6.57,good,0.00,not evaluated
2024-06-16 22:00,6.63,good,0.00,not evaluated
2024-06-16 22:06,6.29,good,0.00,not evaluated
2024-06-16 22:12,6.34,good,0.00,not evaluated
2024-06-16 22:18,6.37,good,0.00,not evaluated
2024-06-16 22:24,6.38,good,0.00,not evaluated
2024-06-16 22:30,6.40,good,0.00,not evaluated
2024-06-16 22:36,6.10,good,0.00,not evaluated
2024-06-16 22:42,6.10,good,0.00,not evaluated
2024-06-16 22:48,5.95,good,0.00,not evaluated
2024-06-16 22:54,6.16,good,0.00,not evaluated
2024-06-16 23:00,6.12,good,0.00,not evaluated
2024-06-16 23:06,5.93,good,0.00,not evaluated
2024-06-16 23:12,5.85,good,0.00,not evaluated
2024-06-16 23:18,6.13,good,0.00,not evaluated
2024-06-16 23:24,6.19,good,0.00,not evaluated
2024-06-16 23:30,6.21,good,0.00,not evaluated
2024-06-16 23:36,6.04,good,0.00,not evaluated
2024-06-16 23:42,6.05,good,0.00,not evaluated
2024-06-16 23:48,6.19,good,0.00,not evaluated
2024-06-16 23:54,5.94,good,0.00,not evaluated
2024-06-17 00:00,6.22,good,0.00,not evaluated
2024-06-17 00:06,5.77,good,0.00,not evaluated
2024-06-17 00:12,5.96,good,0.00,not evaluated
2024-06-17 00:18,6.18,good,0.00,not evaluated
2024-06-17 00:24,5.74,good,0.00,not evaluated
2024-06-17 00:30,5.99,good,0.00,not evaluated
2024-06-17 00:36,6.09,good,0.00,not evaluated
2024-06-17 00:42,6.07,good,0.00,not evaluated
2024-06-17 00:48,6.15,good,0.00,not evaluated
2024-06-17 00:54,5.83,good,0.00,not evaluated
2024-06-17 01:00,6.12,good,0.00,not evaluated
2024-06-17 01:06,6.38,good,0.00,not evaluated
2024-06-17 01:12,6.01,good,0.00,not evaluated
2024-06-17 01:18,5.83,good,0.00,not evaluated
2024-06-17 01:24,6.02,good,0.00,not evaluated
2024-06-17 01:30,6.20,good,0.00,not evaluated
2024-06-17 01:36,5.96,good,0.00,not evaluated
2024-06-17 01:42,6.43,good,0.00,not evaluated
2024-06-17 01:48,6.28,good,0.00,not evaluated
2024-06-17 01:54,6.26,good,0.00,not evaluated
2024-06-17 02:00,6.27,good,0.00,not evaluated
2024-06-17 02:06,6.20,good,0.00,not evaluated
2024-06-17 02:12,6.31,good,0.00,not evaluated
2024-06-17 02:18,6.60,good,0.00,not evaluated
2024-06-17 02:24,6.38,good,0.00,not evaluated
2024-06-17 02:30,6.48,good,0.00,not evaluated
2024-06-17 02:36,6.35,good,0.00,not evaluated
2024-06-17 02:42,6.11,good,0.00,not evaluated
2024-06-17 02:48,5.95,good,0.00,not evaluated
2024-06-17 02:54,5.73,good,0.00,not evaluated
2024-06-17 03:00,5.92,good,0.00,not evaluated
2024-06-17 03:06,5.97,good,0.00,not evaluated
2024-06-17 03:12,5.92,good,0.00,not evaluated
2024-06-17 03:18,5.64,good,0.00,not evaluated
2024-06-17 03:24,5.57,good,0.00,not evaluated
2024-06-17 03:30,5.47,good,0.00,not evaluated
2024-06-17 03:36,5.05,good,0.00,not evaluated
2024-06-17 03:42,4.70,good,0.00,not evaluated
2024-06-17 03:48,4.66,good,0.00,not evaluated
2024-06-17 03:54,4.64,good,0.00,not evaluated
2024-06-17 04:00,4.75,good,0.00,not evaluated
2024-06-17 04:06,4.69,good,0.00,not evaluated
2024-06-17 04:12,4.64,good,0.00,not evaluated
2024-06-17 04:18,3.80,good,0.00,not evaluated
2024-06-17 04:24,3.91,good,0.00,not evaluated
2024-06-17 04:30,4.26,good,0.00,not evaluated
2024-06-17 04:36,4.54,good,0.00,not evaluated
2024-06-17 04:42,4.01,good,0.00,not evaluated
2024-06-17 04:48,4.96,good,0.00,not evaluated
2024-06-17 04:54,5.73,good,0.00,not evaluated
2024-06-17 05:00,5.46,good,0.00,not evaluated
2024-06-17 05:06,5.90,good,0.00,not evaluated
2024-06-17 05:12,5.43,good,0.00,not evaluated
2024-06-17 05:18,5.20,good,0.00,not evaluated
2024-06-17 05:24,5.38,good,0.00,not evaluated
2024-06-17 05:30,5.28,good,0.00,not evaluated
2024-06-17 05:36,5.58,good,0.00,not evaluated
2024-06-17 05:42,5.11,good,0.00,not evaluated
2024-06-17 05:48,4.85,good,0.00,not evaluated
2024-06-17 05:54,4.72,good,0.00,not evaluated
2024-06-17 06:00,5.06,good,0.00,not evaluated
2024-06-17 06:06,5.10,good,0.00,not evaluated
2024-06-17 06:12,5.13,good,0.00,not evaluated
2024-06-17 06:18,5.67,good,0.00,not evaluated
2024-06-17 06:24,5.41,good,0.00,not evaluated
2024-06-17 06:30,5.63,good,0.00,not evaluated
2024-06-17 06:36,5.68,good,0.00,not evaluated
2024-06-17 06:42,5.83,good,0.00,not evaluated
2024-06-17 06:48,5.27,good,0.00,not evaluated
2024-06-17 06:54,5.73,good,0.00,not evaluated
2024-06-17 07:00,5.65,good,0.00,not evaluated
2024-06-17 07:06,5.70,good,0.00,not evaluated
