%
% MSNB_S (34.090600 N -77.867900 E)
% The MSBN-S Station is located on the southern end of Masonboro Island, NC. The station is a 10' tower with its meteorological sensor positioned approximately 8.4 feet above the primary sand dune. The station samples continuously at 1 Hz and averages the data every 6 minutes. Data is transmitted every 30 minutes. The installation and maintenance of the station is funded, in part, by grants from the National Science Foundation and U.S. Coastal Research Program. This site/dataset was established on 07/01/2021. Please be cautious in the vicinity of the station and do not climb on the tower or guy wires.
%
% MSNB_S Wind speed (m/s) @ 0 m (height)
% MSNB_S Rain (day) (m) @ 0 m (height)
%
Time (utc),MSNB_S Wind speed (m/s),MSNB_S Wind speed (m/s) quality,MSNB_S Rain (day) (m),MSNB_S Rain (day) (m) quality
2024-05-04 06:24,0.92,good,0.00,not evaluated
2024-05-04 06:30,0.95,good,0.00,not evaluated
2024-05-04 06:36,0.84,good,0.00,not evaluated
2024-05-04 06:42,0.63,good,0.00,not evaluated
2024-05-04 06:48,0.45,good,0.00,not evaluated
2024-05-04 06:54,0.27,good,0.00,not evaluated
2024-05-04 07:00,0.18,good,0.00,not evaluated
2024-05-04 07:06,0.26,good,0.00,not evaluated
2024-05-04 07:12,0.45,good,0.00,not evaluated
2024-05-04 07:18,0.90,good,0.00,not evaluated
2024-05-04 07:24,1.14,good,0.00,not evaluated
2024-05-04 07:30,1.00,good,0.00,not evaluated
2024-05-04 07:36,1.25,good,0.00,not evaluated
2024-05-04 07:42,1.04,good,0.00,not evaluated
2024-05-04 07:48,0.75,good,0.00,not evaluated
2024-05-04 07:54,0.65,good,0.00,not evaluated
2024-05-04 08:00,0.69,good,0.00,not evaluated
2024-05-04 08:06,0.60,good,0.00,not evaluated
2024-05-04 08:12,0.50,good,0.00,not evaluated
2024-05-04 08:18,0.60,good,0.00,not evaluated
2024-05-04 08:24,0.45,good,0.00,not evaluated
2024-05-04 08:30,0.38,good,0.00,not evaluated
2024-05-04 08:36,0.25,good,0.00,not evaluated
2024-05-04 08:42,0.34,good,0.00,not evaluated
2024-05-04 08:48,0.39,good,0.00,not evaluated
2024-05-04 08:54,0.58,good,0.00,not evaluated
2024-05-04 09:00,0.62,good,0.00,not evaluated
2024-05-04 09:06,0.58,good,0.00,not evaluated
2024-05-04 09:12,0.49,good,0.00,not evaluated
2024-05-04 09:18,0.18,good,0.00,not evaluated
2024-05-04 09:24,0.25,good,0.00,not evaluated
2024-05-04 09:30,0.42,good,0.00,not evaluated
2024-05-04 09:36,0.35,good,0.00,not evaluated
2024-05-04 09:42,0.52,good,0.00,not evaluated
2024-05-04 09:48,0.52,good,0.00,not evaluated
2024-05-04 09:54,0.43,good,0.00,not evaluated
2024-05-04 10:00,0.86,good,0.00,not evaluated
2024-05-04 10:06,0.85,good,0.00,not evaluated
2024-05-04 10:12,0.70,good,0.00,not evaluated
2024-05-04 10:18,0.72,good,0.00,not evaluated
2024-05-04 10:24,0.39,good,0.00,not evaluated
2024-05-04 10:30,0.43,good,0.00,not evaluated
2024-05-04 10:36,0.53,good,0.00,not evaluated
2024-05-04 10:42,0.50,good,0.00,not evaluated
2024-05-04 10:48,0.34,good,0.00,not evaluated
2024-05-04 10:54,0.27,good,0.00,not evaluated
2024-05-04 11:00,0.55,good,0.00,not evaluated
2024-05-04 11:06,0.36,good,0.00,not evaluated
2024-05-04 11:12,0.22,good,0.00,not evaluated
2024-05-04 11:18,0.92,good,0.00,not evaluated
2024-05-04 11:24,1.80,good,0.00,not evaluated
2024-05-04 11:30,1.66,good,0.00,not evaluated
2024-05-04 11:36,1.46,good,0.00,not evaluated
2024-05-04 11:42,1.26,good,0.00,not evaluated
2024-05-04 11:48,1.15,good,0.00,not evaluated
2024-05-04 11:54,0.97,good,0.00,not evaluated
2024-05-04 12:00,0.98,good,0.00,not evaluated
2024-05-04 12:06,1.13,good,0.00,not evaluated
2024-05-04 12:12,0.74,good,0.00,not evaluated
2024-05-04 12:18,1.24,good,0.00,not evaluated
2024-05-04 12:24,1.58,good,0.00,not evaluated
2024-05-04 12:30,1.41,good,0.00,not evaluated
2024-05-04 12:36,1.32,good,0.00,not evaluated
2024-05-04 12:42,1.33,good,0.00,not evaluated
2024-05-04 12:48,1.40,good,0.00,not evaluated
2024-05-04 12:54,1.30,good,0.00,not evaluated
2024-05-04 13:00,1.59,good,0.00,not evaluated
2024-05-04 13:06,1.93,good,0.00,not evaluated
2024-05-04 13:12,1.89,good,0.00,not evaluated
2024-05-04 13:18,1.69,good,0.00,not evaluated
2024-05-04 13:24,1.88,good,0.00,not evaluated
2024-05-04 13:30,1.91,good,0.00,not evaluated
2024-05-04 13:36,1.83,good,0.00,not evaluated
2024-05-04 13:42,1.68,good,0.00,not evaluated
2024-05-04 13:48,1.83,good,0.00,not evaluated
2024-05-04 13:54,1.77,good,0.00,not evaluated
2024-05-04 14:00,2.00,good,0.00,not evaluated
2024-05-04 14:06,2.00,good,0.00,not evaluated
2024-05-04 14:12,1.79,good,0.00,not evaluated
2024-05-04 14:18,2.18,good,0.00,not evaluated
2024-05-04 14:24,2.27,good,0.00,not evaluated
2024-05-04 14:30,2.10,good,0.00,not evaluated
2024-05-04 14:36,2.12,good,0.00,not evaluated
2024-05-04 14:42,2.32,good,0.00,not evaluated
2024-05-04 14:48,2.45,good,0.00,not evaluated
2024-05-04 14:54,2.35,good,0.00,not evaluated
2024-05-04 15:00,2.28,good,0.00,not evaluated
2024-05-04 15:06,2.33,good,0.00,not evaluated
2024-05-04 15:12,2.33,good,0.00,not evaluated
2024-05-04 15:18,2.55,good,0.00,not evaluated
2024-05-04 15:24,2.57,good,0.00,not evaluated
2024-05-04 15:30,2.74,good,0.00,not evaluated
2024-05-04 15:36,2.84,good,0.00,not evaluated
2024-05-04 15:42,3.29,good,0.00,not evaluated
2024-05-04 15:48,3.13,good,0.00,not evaluated
2024-05-04 15:54,3.13,good,0.00,not evaluated
2024-05-04 16:00,3.39,good,0.00,not evaluated
2024-05-04 16:06,3.25,good,0.00,not evaluated
2024-05-04 16:12,3.24,good,0.00,not evaluated
2024-05-04 16:18,3.39,good,0.00,not evaluated
2024-05-04 16:24,3.23,good,0.00,not evaluated
2024-05-04 16:30,3.31,good,0.00,not evaluated
2024-05-04 16:36,3.38,good,0.00,not evaluated
2024-05-04 16:42,3.26,good,0.00,not evaluated
2024-05-04 16:48,3.38,good,0.00,not evaluated
2024-05-04 16:54,3.34,good,0.00,not evaluated
2024-05-04 17:00,3.27,good,0.00,not evaluated
2024-05-04 17:06,3.45,good,0.00,not evaluated
2024-05-04 17:12,3.69,good,0.00,not evaluated
2024-05-04 17:18,3.69,good,0.00,not evaluated
2024-05-04 17:24,3.71,good,0.00,not evaluated
2024-05-04 17:30,3.60,good,0.00,not evaluated
2024-05-04 17:36,3.20,good,0.00,not evaluated
2024-05-04 17:42,3.35,good,0.00,not evaluated
2024-05-04 17:48,3.22,good,0.00,not evaluated
2024-05-04 17:54,3.35,good,0.00,not evaluated
2024-05-04 18:00,3.50,good,0.00,not evaluated
2024-05-04 18:06,3.35,good,0.00,not evaluated
2024-05-04 18:12,3.68,good,0.00,not evaluated
2024-05-04 18:18,3.55,good,0.00,not evaluated
2024-05-04 18:24,3.57,good,0.00,not evaluated
2024-05-04 18:30,3.51,good,0.00,not evaluated
2024-05-04 18:36,3.85,good,0.00,not evaluated
2024-05-04 18:42,3.81,good,0.00,not evaluated
2024-05-04 18:48,3.61,good,0.00,not evaluated
2024-05-04 18:54,3.52,good,0.00,not evaluated
2024-05-04 19:00,3.58,good,0.00,not evaluated
2024-05-04 19:06,3.38,good,0.00,not evaluated
2024-05-04 19:12,3.45,good,0.00,not evaluated
2024-05-04 19:18,3.68,good,0.00,not evaluated
2024-05-04 19:24,3.67,good,0.00,not evaluated
2024-05-04 19:30,3.49,good,0.00,not evaluated
2024-05-04 19:36,3.59,good,0.00,not evaluated
2024-05-04 19:42,3.49,good,0.00,not evaluated
2024-05-04 19:48,3.62,good,0.00,not evaluated
2024-05-04 19:54,3.78,good,0.00,not evaluated
2024-05-04 20:00,3.46,good,0.00,not evaluated
2024-05-04 20:06,3.56,good,0.00,not evaluated
2024-05-04 20:12,3.44,good,0.00,not evaluated
2024-05-04 20:18,3.45,good,0.00,not evaluated
2024-05-04 20:24,3.53,good,0.00,not evaluated
2024-05-04 20:30,3.30,good,0.00,not evaluated
2024-05-04 20:36,3.41,good,0.00,not evaluated
2024-05-04 20:42,3.22,good,0.00,not evaluated
2024-05-04 20:48,3.06,good,0.00,not evaluated
2024-05-04 20:54,3.17,good,0.00,not evaluated
2024-05-04 21:00,2.95,good,0.00,not evaluated
2024-05-04 21:06,2.97,good,0.00,not evaluated
2024-05-04 21:12,3.14,good,0.00,not evaluated
2024-05-04 21:18,3.14,good,0.00,not evaluated
2024-05-04 21:24,2.83,good,0.00,not evaluated
2024-05-04 21:30,2.95,good,0.00,not evaluated
2024-05-04 21:36,3.21,good,0.00,not evaluated
2024-05-04 21:42,3.08,good,0.00,not evaluated
2024-05-04 21:48,3.21,good,0.00,not evaluated
2024-05-04 21:54,3.18,good,0.00,not evaluated
2024-05-04 22:00,3.41,good,0.00,not evaluated
2024-05-04 22:06,3.49,good,0.00,not evaluated
2024-05-04 22:12,3.28,good,0.00,not evaluated
2024-05-04 22:18,3.29,good,0.00,not evaluated
2024-05-04 22:24,3.12,good,0.00,not evaluated
2024-05-04 22:30,3.18,good,0.00,not evaluated
2024-05-04 22:36,2.95,good,0.00,not evaluated
2024-05-04 22:42,3.25,good,0.00,not evaluated
2024-05-04 22:48,3.08,good,0.00,not evaluated
2024-05-04 22:54,3.17,good,0.00,not evaluated
2024-05-04 23:00,3.32,good,0.00,not evaluated
2024-05-04 23:06,3.37,good,0.00,not evaluated
2024-05-04 23:12,3.40,good,0.00,not evaluated
2024-05-04 23:18,3.57,good,0.00,not evaluated
2024-05-04 23:24,3.82,good,0.00,not evaluated
2024-05-04 23:30,3.90,good,0.00,not evaluated
2024-05-04 23:36,3.69,good,0.00,not evaluated
2024-05-04 23:42,3.52,good,0.00,not evaluated
2024-05-04 23:48,3.66,good,0.00,not evaluated
2024-05-04 23:54,3.73,good,0.00,not evaluated
2024-05-05 00:00,3.71,good,0.00,not evaluated
2024-05-05 00:06,3.66,good,0.00,not evaluated
2024-05-05 00:12,3.75,good,0.00,not evaluated
2024-05-05 00:18,3.86,good,0.00,not evaluated
2024-05-05 00:24,3.84,good,0.00,not evaluated
2024-05-05 00:30,3.95,good,0.00,not evaluated
2024-05-05 00:36,3.80,good,0.00,not evaluated
2024-05-05 00:42,3.84,good,0.00,not evaluated
2024-05-05 00:48,4.01,good,0.00,not evaluated
2024-05-05 00:54,3.86,good,0.00,not evaluated
2024-05-05 01:00,3.87,good,0.00,not evaluated
2024-05-05 01:06,3.93,good,0.00,not evaluated
2024-05-05 01:12,3.84,good,0.00,not evaluated
2024-05-05 01:18,3.83,good,0.00,not evaluated
2024-05-05 01:24,3.90,good,0.00,not evaluated
2024-05-05 01:30,3.89,good,0.00,not evaluated
2024-05-05 01:36,4.00,good,0.00,not evaluated
2024-05-05 01:42,4.09,good,0.00,not evaluated
2024-05-05 01:48,3.86,good,0.00,not evaluated
2024-05-05 01:54,3.62,good,0.00,not evaluated
2024-05-05 02:00,3.57,good,0.00,not evaluated
2024-05-05 02:06,3.55,good,0.00,not evaluated
2024-05-05 02:12,3.53,good,0.00,not evaluated
2024-05-05 02:18,3.53,good,0.00,not evaluated
2024-05-05 02:24,3.73,good,0.00,not evaluated
2024-05-05 02:30,3.60,good,0.00,not evaluated
2024-05-05 02:36,3.52,good,0.00,not evaluated
2024-05-05 02:42,3.60,good,0.00,not evaluated
2024-05-05 02:48,3.66,good,0.00,not evaluated
2024-05-05 02:54,3.53,good,0.00,not evaluated
2024-05-05 03:00,3.81,good,0.00,not evaluated
2024-05-05 03:06,3.84,good,0.00,not evaluated
2024-05-05 03:12,3.72,good,0.00,not evaluated
2024-05-05 03:18,3.79,good,0.00,not evaluated
2024-05-05 03:24,4.00,good,0.00,not evaluated
2024-05-05 03:30,3.91,good,0.00,not evaluated
2024-05-05 03:36,4.16,good,0.00,not evaluated
2024-05-05 03:42,4.41,good,0.00,not evaluated
2024-05-05 03:48,4.44,good,0.00,not evaluated
2024-05-05 03:54,4.54,good,0.00,not evaluated
2024-05-05 04:00,4.44,good,0.00,not evaluated
2024-05-05 04:06,4.01,good,0.00,not evaluated
2024-05-05 04:12,4.07,good,0.00,not evaluated
2024-05-05 04:18,4.49,good,0.00,not evaluated
2024-05-05 04:24,4.82,good,0.00,not evaluated
2024-05-05 04:30,4.58,good,0.00,not evaluated
2024-05-05 04:36,4.42,good,0.00,not evaluated
2024-05-05 04:42,4.26,good,0.00,not evaluated
2024-05-05 04:48,4.52,good,0.00,not evaluated
2024-05-05 04:54,4.41,good,0.00,not evaluated
2024-05-05 05:00,4.41,good,0.00,not evaluated
2024-05-05 05:06,4.28,good,0.00,not evaluated
2024-05-05 05:12,4.36,good,0.00,not evaluated
2024-05-05 05:18,4.36,good,0.00,not evaluated
2024-05-05 05:24,4.38,good,0.00,not evaluated
2024-05-05 05:30,4.64,good,0.00,not evaluated
2024-05-05 05:36,4.75,good,0.00,not evaluated
2024-05-05 05:42,4.74,good,0.00,not evaluated
2024-05-05 05:48,4.61,good,0.00,not evaluated
2024-05-05 05:54,4.38,good,0.00,not evaluated
2024-05-05 06:00,4.52,good,0.00,not evaluated
2024-05-05 06:06,4.62,good,0.00,not evaluated
2024-05-05 06:12,4.53,good,0.00,not evaluated
2024-05-05 06:18,4.48,good,0.00,not evaluated
2024-05-05 06:24,4.66,good,0.00,not evaluated
2024-05-05 06:30,4.29,good,0.00,not evaluated
2024-05-05 06:36,3.22,good,0.00,not evaluated
2024-05-05 06:42,3.05,good,0.00,not evaluated
2024-05-05 06:48,3.24,good,0.00,not evaluated
2024-05-05 06:54,3.11,good,0.00,not evaluated
2024-05-05 07:00,3.43,good,0.00,not evaluated
2024-05-05 07:06,4.10,good,0.00,not evaluated
2024-05-05 07:12,3.91,good,0.00,not evaluated
2024-05-05 07:18,3.63,good,0.00,not evaluated
2024-05-05 07:24,3.66,good,0.00,not evaluated
2024-05-05 07:30,3.68,good,0.00,not evaluated
2024-05-05 07:36,3.80,good,0.00,not evaluated
2024-05-05 07:42,3.81,good,0.00,not evaluated
2024-05-05 07:48,3.56,good,0.00,not evaluated
2024-05-05 07:54,3.56,good,0.00,not evaluated
2024-05-05 08:00,3.31,good,0.00,not evaluated
2024-05-05 08:06,3.32,good,0.00,not evaluated
2024-05-05 08:12,3.57,good,0.00,not evaluated
2024-05-05 08:18,3.78,good,0.00,not evaluated
2024-05-05 08:24,4.04,good,0.00,not evaluated
2024-05-05 08:30,3.81,good,0.00,not evaluated
2024-05-05 08:36,3.65,good,0.00,not evaluated
2024-05-05 08:42,3.56,good,0.00,not evaluated
2024-05-05 08:48,2.98,good,0.00,not evaluated
2024-05-05 08:54,3.17,good,0.00,not evaluated
2024-05-05 09:00,3.17,good,0.00,not evaluated
2024-05-05 09:06,3.38,good,0.00,not evaluated
2024-05-05 09:12,3.49,good,0.00,not evaluated
2024-05-05 09:18,3.49,good,0.00,not evaluated
2024-05-05 09:24,3.62,good,0.00,not evaluated
2024-05-05 09:30,3.46,good,0.00,not evaluated
2024-05-05 09:36,3.40,good,0.00,not evaluated
2024-05-05 09:42,3.25,good,0.00,not evaluated
2024-05-05 09:48,3.25,good,0.00,not evaluated
2024-05-05 09:54,3.26,good,0.00,not evaluated
2024-05-05 10:00,3.27,good,0.00,not evaluated
2024-05-05 10:06,3.60,good,0.00,not evaluated
2024-05-05 10:12,3.62,good,0.00,not evaluated
2024-05-05 10:18,3.55,good,0.00,not evaluated
2024-05-05 10:24,3.79,good,0.00,not evaluated
2024-05-05 10:30,3.88,good,0.00,not evaluated
2024-05-05 10:36,4.11,good,0.00,not evaluated
2024-05-05 10:42,4.16,good,0.00,not evaluated
2024-05-05 10:48,4.20,good,0.00,not evaluated
2024-05-05 10:54,4.20,good,0.00,not evaluated
2024-05-05 11:00,3.99,good,0.00,not evaluated
2024-05-05 11:06,4.30,good,0.00,not evaluated
2024-05-05 11:12,4.11,good,0.00,not evaluated
2024-05-05 11:18,4.32,good,0.00,not evaluated
2024-05-05 11:24,4.18,good,0.00,not evaluated
2024-05-05 11:30,4.08,good,0.00,not evaluated
2024-05-05 11:36,4.36,good,0.00,not evaluated
2024-05-05 11:42,4.18,good,0.00,not evaluated
2024-05-05 11:48,3.99,good,0.00,not evaluated
2024-05-05 11:54,3.94,good,0.00,not evaluated
2024-05-05 12:00,3.58,good,0.00,not evaluated
2024-05-05 12:06,3.53,good,0.00,not evaluated
2024-05-05 12:12,3.31,good,0.00,not evaluated
2024-05-05 12:18,3.20,good,0.00,not evaluated
2024-05-05 12:24,3.08,good,0.00,not evaluated
2024-05-05 12:30,3.06,good,0.00,not evaluated
2024-05-05 12:36,3.21,good,0.00,not evaluated
2024-05-05 12:42,3.26,good,0.00,not evaluated
2024-05-05 12:48,3.00,good,0.00,not evaluated
2024-05-05 12:54,3.06,good,0.00,not evaluated
2024-05-05 13:00,3.26,good,0.00,not evaluated
2024-05-05 13:06,3.02,good,0.00,not evaluated
2024-05-05 13:12,3.26,good,0.00,not evaluated
2024-05-05 13:18,3.32,good,0.00,not evaluated
2024-05-05 13:24,3.27,good,0.00,not evaluated
2024-05-05 13:30,3.23,good,0.00,not evaluated
2024-05-05 13:36,3.44,good,0.00,not evaluated
2024-05-05 13:42,3.17,good,0.00,not evaluated
2024-05-05 13:48,3.29,good,0.00,not evaluated
2024-05-05 13:54,3.57,good,0.00,not evaluated
2024-05-05 14:00,3.35,good,0.00,not evaluated
2024-05-05 14:06,3.16,good,0.00,not evaluated
2024-05-05 14:12,3.27,good,0.00,not evaluated
2024-05-05 14:18,3.42,good,0.00,not evaluated
2024-05-05 14:24,3.29,good,0.00,not evaluated
2024-05-05 14:30,3.37,good,0.00,not evaluated
2024-05-05 14:36,3.47,good,0.00,not evaluated
2024-05-05 14:42,3.74,good,0.00,not evaluated
2024-05-05 14:48,3.88,good,0.00,not evaluated
2024-05-05 14:54,3.99,good,0.00,not evaluated
2024-05-05 15:00,4.17,good,0.00,not evaluated
2024-05-05 15:06,4.37,good,0.00,not evaluated
2024-05-05 15:12,4.25,good,0.00,not evaluated
2024-05-05 15:18,4.26,good,0.00,not evaluated
2024-05-05 15:24,4.58,good,0.00,not evaluated
2024-05-05 15:30,4.47,good,0.00,not evaluated
2024-05-05 15:36,4.55,good,0.00,not evaluated
2024-05-05 15:42,4.76,good,0.00,not evaluated
2024-05-05 15:48,4.62,good,0.00,not evaluated
2024-05-05 15:54,4.83,good,0.00,not evaluated
2024-05-05 16:00,4.86,good,0.00,not evaluated
2024-05-05 16:06,4.82,good,0.00,not evaluated
2024-05-05 16:12,4.84,good,0.00,not evaluated
2024-05-05 16:18,5.11,good,0.00,not evaluated
2024-05-05 16:24,4.86,good,0.00,not evaluated
2024-05-05 16:30,5.18,good,0.00,not evaluated
2024-05-05 16:36,4.98,good,0.00,not evaluated
2024-05-05 16:42,5.44,good,0.00,not evaluated
2024-05-05 16:48,5.02,good,0.00,not evaluated
2024-05-05 16:54,5.17,good,0.00,not evaluated
2024-05-05 17:00,5.25,good,0.00,not evaluated
2024-05-05 17:06,5.42,good,0.00,not evaluated
2024-05-05 17:12,5.71,good,0.00,not evaluated
2024-05-05 17:18,5.55,good,0.00,not evaluated
2024-05-05 17:24,5.38,good,0.00,not evaluated
2024-05-05 17:30,5.07,good,0.00,not evaluated
2024-05-05 17:36,5.02,good,0.00,not evaluated
2024-05-05 17:42,4.56,good,0.00,not evaluated
2024-05-05 17:48,4.21,good,0.00,not evaluated
2024-05-05 17:54,4.18,good,0.00,not evaluated
2024-05-05 18:00,4.05,good,0.00,not evaluated
2024-05-05 18:06,4.23,good,0.00,not evaluated
2024-05-05 18:12,4.23,good,0.00,not evaluated
2024-05-05 18:18,4.08,good,0.00,not evaluated
2024-05-05 18:24,3.80,good,0.00,not evaluated
2024-05-05 18:30,3.99,good,0.00,not evaluated
2024-05-05 18:36,4.16,good,0.00,not evaluated
2024-05-05 18:42,4.28,good,0.00,not evaluated
2024-05-05 18:48,4.44,good,0.00,not evaluated
2024-05-05 18:54,4.29,good,0.00,not evaluated
2024-05-05 19:00,4.05,good,0.00,not evaluated
2024-05-05 19:06,4.14,good,0.00,not evaluated
2024-05-05 19:12,4.34,good,0.00,not evaluated
2024-05-05 19:18,4.34,good,0.00,not evaluated
2024-05-05 19:24,4.22,good,0.00,not evaluated
2024-05-05 19:30,4.88,good,0.00,not evaluated
2024-05-05 19:36,4.82,good,0.00,not evaluated
2024-05-05 19:42,4.57,good,0.00,not evaluated
2024-05-05 19:48,4.34,good,0.00,not evaluated
2024-05-05 19:54,4.30,good,0.00,not evaluated
2024-05-05 20:00,4.94,good,0.00,not evaluated
2024-05-05 20:06,4.37,good,0.00,not evaluated
2024-05-05 20:12,4.60,good,0.00,not evaluated
2024-05-05 20:18,4.59,good,0.00,not evaluated
2024-05-05 20:24,3.68,good,0.00,not evaluated
2024-05-05 20:30,3.75,good,0.00,not evaluated
2024-05-05 20:36,3.18,good,0.00,not evaluated
2024-05-05 20:42,3.35,good,0.00,not evaluated
2024-05-05 20:48,4.13,good,0.00,not evaluated
2024-05-05 20:54,4.30,good,0.00,not evaluated
2024-05-05 21:00,4.08,good,0.00,not evaluated
2024-05-05 21:06,4.08,good,0.00,not evaluated
2024-05-05 21:12,3.72,good,0.00,not evaluated
2024-05-05 21:18,4.15,good,0.00,not evaluated
2024-05-05 21:24,4.56,good,0.00,not evaluated
2024-05-05 21:30,4.30,good,0.00,not evaluated
2024-05-05 21:36,3.93,good,0.00,not evaluated
2024-05-05 21:42,3.40,good,0.00,not evaluated
2024-05-05 21:48,3.60,good,0.00,not evaluated
2024-05-05 21:54,3.42,good,0.00,not evaluated
2024-05-05 22:00,3.54,good,0.00,not evaluated
2024-05-05 22:06,3.72,good,0.00,not evaluated
2024-05-05 22:12,3.90,good,0.00,not evaluated
2024-05-05 22:18,3.67,good,0.00,not evaluated
2024-05-05 22:24,3.51,good,0.00,not evaluated
2024-05-05 22:30,3.33,good,0.00,not evaluated
2024-05-05 22:36,3.03,good,0.00,not evaluated
2024-05-05 22:42,2.72,good,0.00,not evaluated
2024-05-05 22:48,2.85,good,0.00,not evaluated
2024-05-05 22:54,2.51,good,0.00,not evaluated
2024-05-05 23:00,2.33,good,0.00,not evaluated
2024-05-05 23:06,2.69,good,0.00,not evaluated
2024-05-05 23:12,2.88,good,0.00,not evaluated
2024-05-05 23:18,2.98,good,0.00,not evaluated
2024-05-05 23:24,2.94,good,0.00,not evaluated
2024-05-05 23:30,3.35,good,0.00,not evaluated
2024-05-05 23:36,3.42,good,0.00,not evaluated
2024-05-05 23:42,3.56,good,0.00,not evaluated
2024-05-05 23:48,3.21,good,0.00,not evaluated
2024-05-05 23:54,2.80,good,0.00,not evaluated
2024-05-06 00:00,2.77,good,0.00,not evaluated
2024-05-06 00:06,2.89,good,0.00,not evaluated
2024-05-06 00:12,2.95,good,0.00,not evaluated
2024-05-06 00:18,2.36,good,0.00,not evaluated
2024-05-06 00:24,2.92,good,0.00,not evaluated
2024-05-06 00:30,2.96,good,0.00,not evaluated
2024-05-06 00:36,2.85,good,0.00,not evaluated
2024-05-06 00:42,3.02,good,0.00,not evaluated
2024-05-06 00:48,2.72,good,0.00,not evaluated
2024-05-06 00:54,2.57,good,0.00,not evaluated
2024-05-06 01:00,3.38,good,0.00,not evaluated
2024-05-06 01:06,3.27,good,0.00,not evaluated
2024-05-06 01:12,3.09,good,0.00,not evaluated
2024-05-06 01:18,3.04,good,0.00,not evaluated
2024-05-06 01:24,2.82,good,0.00,not evaluated
2024-05-06 01:30,2.91,good,0.00,not evaluated
2024-05-06 01:36,2.68,good,0.00,not evaluated
2024-05-06 01:42,2.67,good,0.00,not evaluated
2024-05-06 01:48,2.77,good,0.00,not evaluated
2024-05-06 01:54,3.06,good,0.00,not evaluated
2024-05-06 02:00,2.87,good,0.00,not evaluated
2024-05-06 02:06,2.79,good,0.00,not evaluated
2024-05-06 02:12,2.79,good,0.00,not evaluated
2024-05-06 02:18,2.79,good,0.00,not evaluated
2024-05-06 02:24,2.50,good,0.00,not evaluated
2024-05-06 02:30,2.61,good,0.00,not evaluated
2024-05-06 02:36,2.56,good,0.00,not evaluated
2024-05-06 02:42,2.73,good,0.00,not evaluated
2024-05-06 02:48,2.93,good,0.00,not evaluated
2024-05-06 02:54,2.92,good,0.00,not evaluated
2024-05-06 03:00,3.18,good,0.00,not evaluated
2024-05-06 03:06,3.22,good,0.00,not evaluated
2024-05-06 03:12,3.68,good,0.00,not evaluated
2024-05-06 03:18,3.66,good,0.00,not evaluated
2024-05-06 03:24,3.67,good,0.00,not evaluated
2024-05-06 03:30,3.57,good,0.00,not evaluated
2024-05-06 03:36,3.48,good,0.00,not evaluated
2024-05-06 03:42,3.49,good,0.00,not evaluated
2024-05-06 03:48,3.85,good,0.00,not evaluated
2024-05-06 03:54,3.34,good,0.00,not evaluated
2024-05-06 04:00,2.88,good,0.00,not evaluated
2024-05-06 04:06,3.25,good,0.00,not evaluated
2024-05-06 04:12,3.50,good,0.00,not evaluated
2024-05-06 04:18,4.04,good,0.00,not evaluated
2024-05-06 04:24,3.97,good,0.00,not evaluated
2024-05-06 04:30,3.90,good,0.00,not evaluated
2024-05-06 04:36,3.54,good,0.00,not evaluated
2024-05-06 04:42,3.39,good,0.00,not evaluated
2024-05-06 04:48,3.58,good,0.00,not evaluated
2024-05-06 04:54,3.57,good,0.00,not evaluated
2024-05-06 05:00,3.28,good,0.00,not evaluated
2024-05-06 05:06,2.93,good,0.00,not evaluated
2024-05-06 05:12,3.13,good,0.00,not evaluated
2024-05-06 05:18,3.14,good,0.00,not evaluated
2024-05-06 05:24,3.09,good,0.00,not evaluated
2024-05-06 05:30,2.92,good,0.00,not evaluated
2024-05-06 05:36,2.68,good,0.00,not evaluated
2024-05-06 05:42,2.72,good,0.00,not evaluated
2024-05-06 05:48,2.58,good,0.00,not evaluated
2024-05-06 05:54,2.96,good,0.00,not evaluated
2024-05-06 06:00,3.15,good,0.00,not evaluated
2024-05-06 06:06,3.09,good,0.00,not evaluated
2024-05-06 06:12,3.11,good,0.00,not evaluated
2024-05-06 06:18,3.07,good,0.00,not evaluated
2024-05-06 06:24,3.16,good,0.00,not evaluated
2024-05-06 06:30,2.62,good,0.00,not evaluated
2024-05-06 06:36,3.00,good,0.00,not evaluated
2024-05-06 06:42,3.06,good,0.00,not evaluated
2024-05-06 06:48,2.87,good,0.00,not evaluated
2024-05-06 06:54,2.67,good,0.00,not evaluated
2024-05-06 07:00,2.38,good,0.00,not evaluated
2024-05-06 07:06,2.23,good,0.00,not evaluated
2024-05-06 07:12,2.35,good,0.00,not evaluated
2024-05-06 07:18,2.57,good,0.00,not evaluated
2024-05-06 07:24,2.54,good,0.00,not evaluated
2024-05-06 07:30,2.46,good,0.00,not evaluated
2024-05-06 07:36,2.40,good,0.00,not evaluated
2024-05-06 07:42,2.24,good,0.00,not evaluated
2024-05-06 07:48,2.17,good,0.00,not evaluated
2024-05-06 07:54,2.04,good,0.00,not evaluated
2024-05-06 08:00,2.13,good,0.00,not evaluated
2024-05-06 08:06,1.56,good,0.00,not evaluated
2024-05-06 08:12,1.38,good,0.00,not evaluated
2024-05-06 08:18,1.75,good,0.00,not evaluated
2024-05-06 08:24,1.63,good,0.00,not evaluated
2024-05-06 08:30,3.08,good,0.00,not evaluated
2024-05-06 08:36,2.48,good,0.00,not evaluated
2024-05-06 08:42,1.81,good,0.00,not evaluated
2024-05-06 08:48,1.65,good,0.00,not evaluated
